OBJECTID,PARKID2,NAME,CLASS,NPU1,DISTRICT,ADDRESS,GIS_AC,FILE_AC,PARCEL_ID,PARKID,PARKID2_1,FORMERNAME,NEIGHBOR,ZIP,CDP,X_TRLPAV,X_TRLNPAV,COUNTY,ACQ_NOTES,PAVILIONS,PLAYGROUND,PIC_SHEL,PLAYGR_SF,UPARR,FUND_SRC,LWCF,GAZEBO,PICNICTABL,PARKGRILL1,RESTROOMS,PV_PRKSPAC,BALLFIELDS,SOCCER,TENNIS,TRL_TYPE,TRL_NUM,TRL_LEN,TEN_PRAC,BBALL,VOLLEYBALL,POOL,POOLSIZE,GYM,PV_SQ_FT,GZBOSQFT,PARKDRINK,PARKBENCH,PSPACES,RECCEN,ADOPTED,SURV_TYPE,SURV_DATE,SURV_AC,FEATURE,COVBB,DOGPARK,TRACK,NAT,GOLF,OPFIELD,AREA_FIN,FACIL_YN,ACQUIRED,POOLENGTH,BELTLIN,PLSIZYDS,SPLASHYDS,NOTES,RECCTRCLS,RECCTRNM,RECCTRFT2,SPECFAC,COMCTRNAM,COMCTRCLS,SPFACFT2,OWNER,COMCTRFT2,XDLIST,GIS_ISTHER,GIS_WPIN,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
1419,WEST,Westminster Park,G,E,6,Westminister Dr./Park Lane NE,0.01222828507,0.1, ,WEST,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.012,0,1912-03-22T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{7F623A1C-960B-4F30-AF5E-C5B43ADDB094},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1420,AVEP,Avery-E. Park Lane Triangle,G,E,6,Avery Dr/E. Park Lane NE,0.04657399015,0.15, ,AVEP,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.047,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{2937AE38-F20E-45ED-8B22-606503825C79},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1421,PATR,Piedmont-Avery Triangle,G,E,6,Piedmont Ave./Avery Dr. NE,0.04030453867,0.25, ,PATR,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.04,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{10FF1D5F-BD49-4DC8-B9FA-1D6BEFCE7F4E},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1422,PRTR,Prado at 17th St Triangle,G,E,6,The Prado/17th Street NE,0.12632154032,0.5, ,PRTR,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.126,0,1912-03-22T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{89AFDC1D-8183-4505-AC33-930B13DBB5FE},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1423,YONA,Yonah Park,B,E,6,Yonah Dr./15th St. NE,2.01939175302,1.9,17 01050012001,YONA,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,natural g,0,0,0,0,0,0,1.9,0,1912-03-22T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{B7A5567B-B338-419B-BCE5-3511572109EA},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1424,WINN,Winn Park,N,E,6,Westminister Dr. at Lafayette Dr. NE,10.003918785,10.3,17 0105 LL001,WINN,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,1,0,8575, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,1, , ,0, , ,,0,Creek,0,0,0,0,0,0,10.3,1,1912-03-22T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{4668B2AF-F3B0-4A2F-9C1B-659C72D11E8B},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1425,P1TR,Peachtree Cir. at 15th St. Triangle,G,E,6,Peachtree Cir./15th Street NE,0.10739784778,0.25, ,P1TR,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.107,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{0D1B29C7-9888-45A2-8CDE-4256AE6BDD84},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1426,LA15,Lafayette-15th Street Triangle,G,E,6,"Lafayette Dr./15th Street, NE",0.04257074739,0.25, ,LA15,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.043,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{85836AA2-B88F-4EE1-AED3-DD38E0464172},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1427,IN17,Inman Circle at 17th St Park,G,E,6,Inman Cir./17th Street NE,0.03097509826,0.5, ,IN17,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.031,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{DB04436D-FAAD-4302-809B-876C39D75538},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1428,PRIN,Prado at Inman Circle Park,G,E,6,The Prado/Inman Circle NE,0.40153387205,0.5, ,PRIN,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.402,0,1912-03-22T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{F835F8F1-4E53-437F-8FE9-BAC69822DB92},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1429,PRMA,Prado-Maddox Triangle,G,E,6,The Prado/Maddox Dr. NE,0.12928417638,0.25, ,PRMA,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.129,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{325473A0-BAEF-4391-A1DD-E58FCF74CFE8},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1430,PRPE,Prado-Peachtree Circle Triangle,G,E,6,"The Prado/Peachtree Circle, NE",0.05041698356,0.35, ,PRPE,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.05,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{9E7409F0-81AD-4E50-AEE9-72F490517722},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1431,PE15,Peachtree at 15th St. Park,G,E,6,Peachtree St./15th Street NE,0.05201934612,0.25, ,PE15,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,includes,0,0,0,0,0,0,0.052,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{A6C3622A-AD67-4984-9327-244934518E15},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1432,PEPO,Pershing Point Park,G,E,2,Peachtree St. at W. P'tree St. NE,0.33001967061,0.75,17 01050003041,PEPO,, ,Peachtree Corridor,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0,1, ,0, , ,,0, ,0,0,0,0,0,0,0.33,1,1918-08-23T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{F5332CA3-2504-40C6-9C01-549223562287},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1433,LOHE,Loring Heights Park,B,E,8,Loring Dr at Garden Lane NW,1.9376872074,1.9, ,LOHE,, ,Loring Heights,30309, ,0,0,FULTON,from Fult,0,1,0,2781, , , ,0,3,1,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,lake,0,0,0,0,0,0,1.9,1,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{5EE636DA-C42E-466C-903A-9D8C6CE05CF5},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1434,CHAT,Chattahoochee Park,N,D,9,Bolton Rd. at Peyton Rd. NW,3.20477947742,4.45,17 0256 LL033,CHAT,, ,Whittier Village,30318,Y,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,1,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,3.205,1,1964-04-13T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{5D9B7B3E-FC2D-4B91-B709-5A575678F445},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1435,ABPL,Abner Place Park,G,G,9,Across from 2539 Abner Pl. NW,0.3656189235,0.9, ,ABPL,, ,Forest Grove-Scotts Crossing,30318, ,0,0,FULTON, ,0,1,1,225, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.366,1,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{524E23C6-8B2C-4A27-921A-0A14D7A77023},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1436,BRID,Lillian Cooper Shepherd Park,N,G,9,2886 Argyle Dr. NW,2.25591294517,2.3,17 02570003077,BRID,,Lincoln Homes Playlot,Lincoln Homes,30318, ,0,0,FULTON, ,0,2,0,1000, , ,y: 1995,0,1,1,0,0,0, ,0,Walk,1,0.25, ,1,0, ,0,0,0,0,1,4,0,0, , ,,0, ,0,0,0,0,0,0,2.3,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{7C9A327F-92BC-4D18-8D68-9D6184735850},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1437,ADWI,A.D. Williams Park,C,G,9,"1154 James Jackson Parkway, NW",10.4652130713,11,17 0259 LL165,ADWI,, ,Carey Park-Almond Park,30318, ,0,0,FULTON, ,0,1,0,305, , , ,0,0,0,0,0,2, ,0, , , , ,1,0, ,0,0,0,0,0, , ,1, , ,,0,Recreatio,0,0,0,0,0,0,11,1,,0, ,0,0, ,2,A.D. Williams,5360, , , ,0, ,0, ,0,1,{A5F7ED41-2A17-4BAD-9022-D7A074D3C635},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1438,ENGL,English Park,N,G,9,1350 Bolton Rd. NW,9.47702818254,9.5,17 0261 LL003,ENGL,, ,Monroe Heights,30331,Y,0,0,FULTON,*,0,2,0,1500, , , ,1,2,1,0,10,1, ,1, , , ,y,1,1, ,0,0,60,0,0, , ,1, , ,,0,Recreatio,0,0,0,0,0,0,9.5,1,1966-01-01T00:00:00.000Z,0, ,0,0, ,2,English,4697, , , ,0, ,0, ,0,1,{4039223C-8D93-4FBF-B31E-F1ABE1066307},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1439,SALL,Barbara A. McCoy Park,N,S,4,"1640 Kenmore St. (entrance); 1641 Avon Ave. SW",8.70578318325,8.5,14 01510006001,SALL,,J. O. Salle Park,Cascade Road,30311,Y,0,0,FULTON, ,0,1,0,700, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,8.5,1,1940-01-01T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{8B8061EF-A547-4586-A9E8-FE6764AFB19C},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1440,HATR,Havilon Triangle,G,S,10,Havilon Dr./S. Alvarado Ter. SW,0.27070578226,0.3, ,HATR,, ,Cascade Road,30311, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.271,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{1895EA06-3037-4059-86F5-B46E107D12A5},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1441,ASST,Charles L. Harper Memorial Park,G,L,3,Ashby St. @ Mayson Turner Rd. NW,1.09903064059,1,14 01100007060,ASST,,Mayson Turner-Ashby St. Gardens,Eagan Homes,30314, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0,1, ,0, , ,,0,Renamed 1,0,0,0,0,0,0,1.099,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{78F0BB1B-F037-4222-91BC-86558CAA6C5D},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1442,HAMA,Haynes Manor Park,N,C,8,Northside Dr./Sagamore Dr./Peachtree Battle Ave.,2.98183499815,3.66,17 01440004084,HAMA,, ,Argonne Forest-Wyngate/Haynes,30305, ,0,0,FULTON,Date gues,0,0,0,0, , , ,0,0,0, , ,0, ,0, ,1, , ,0,0, ,0, ,0,0,0,1,0,0, , ,,0,Land purc,0,0,0,0,0,0,2.982,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{8C8F79E3-38A4-48EF-9D61-BD6CB5209210},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1443,TECI,Tennyson Circle,G,C,8,off Brookview Dr. NW,0.02583516605,0.25, ,TECI,, ,Wildwood-Springlake,30318, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.026,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{7B80A8CE-0D39-47F0-BFAB-CE306A1FA0F9},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1543,PHO1,Rosa L. Burney Park,C,V,4,477 Windsor St. SW,13.7267326245,8.6,14 0085 LL016,PHO1,,"Phoenix I, Dunbar",Mechanicsville,30312,Y,0,0,FULTON, ,0,2,0,0, , , ,1,0,0, ,0,1, ,2, , , , ,0,0,1,0,0,0,0,0, , ,1, , ,,0, ,0,0,0,0,0,0,13.727,1,,20, ,0,0, ,3,Dunbar Rec Ctr,40000, ,Dunbar Center, ,0, ,0, ,0,1,{5DA38CC3-8F10-40B1-9E53-4FC2284BA0FD},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1544,HOCE,Oakland Cemetery,C,W,5,248 Oakland Ave. SE,47.7435898283,88,14 0045 LL002,HOCE,, ,Grant Park,30312, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,Historical cemetery,0,0,0,0,0,0,47.7,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{DE031FA4-5D18-4707-891F-85FD6A4C5D33},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1545,RSLD,Roseland Cemetery,SF,X,12,E. Cleveland Ave. at I-85 and Cemetery Dr. SE,0.21959367216,0.1,14 0101 LL036,RSLD,, ,Hammond Park,30315, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0, , ,0, ,0, , , , ,0,0, ,0, ,0,0,0,0,0,0, , ,,0,Small por,0,0,0,0,0,0,0.22,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{53F58135-41B7-4ABE-9884-FF19F8AD23A6},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1546,WOGA,Jacci Fuller Woodland Garden Park,B,W,1,Gilbert St. at Confederate Ave. SE,0.64204119522,0.2,14 00100009015,WOGA,,Woodland Garden Park,Boulevard Heights-Woodland,30316, ,0,0,FULTON, ,0,1,0,1848, , , ,0,1,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,playgroun,0,0,0,0,0,0,0.642,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{2E445044-391B-49CB-A482-FF9F23AE4787},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1547,CAB2,Cabbagetown Park,N,N,5,701 Kirkwood Ave. SE,3.65966801308,3.21,14 00200008113,CAB2,,Grant School Site,Cabbagetown,30316, ,0,0,FULTON, ,0,1,0,0, ,CDBG Fund, ,0,0,0, , ,0, ,0, , , , ,0,0, ,0, ,0,0,0,0,0,0,Cabbageto, ,,0,Adopted b,0,0,0,0,0,0,3.66,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{02DE56AE-7701-4BB4-B6E7-D6312C1C6349},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1548,WEWE,West Wesley Park,CN,B,8,"59 W. Wesley Rd. NW, 1 block west of Peachtree Rd.",1.12818471573,1,17 01130007047,WEWE,,(Isabel) Fraser Park,Peachtree Heights West,30305, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,1.128,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{E8003BBF-F63B-4E31-A79A-B3C591057957},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1549,17ST,17th Street Park,N,E,6,138 17th Street NE,2.30347083742,0.2, ,17ST,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0, ,0, ,0, , , , ,0,0, ,0, ,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,2.303,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{5108196F-3C60-4727-A2E2-C1B1256FEEEA},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1550,25ST,25th Street Beauty Spot,G,E,8,"25th St., Alden Ave. to Standish Ave. NW",0.1059038607,0.1, ,25ST,, ,Ardmore-Brookwood,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.106,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{1AA81444-6346-4F09-B597-BC16E4EC0263},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1551,ADNA,Adamsville Recrecreation Center,R,I,10,"3201 Martin Luther King, Jr. Dr. SW",10.9413828113,11,14 02370005031,ADNA,, ,Allen Temple-Brownlee,30311,Y,0,0,FULTON,date appr,0,1,0,0, , , ,0,0,0, , ,0, ,0, , , , ,0,0, ,0,1,0,0,0,0,0,1, , ,,0, ,0,0,0,1,0,0,11,1,,55, ,0,0, ,4,Adamsville,103540, , , ,0, ,0, ,0,1,{091029B7-C4CB-4605-895E-D128381AF9EC},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1552,ADVT,Adamsville Triangle,G,H,10,"Fairburn/MLK, Jr. Dr./Bakers Ferry Rd.",0.04571556033,0.1, ,ADVT,, ,Adamsville,30331, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,Bed adopt,0,0,0,0,0,0,0.046,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{EA319D03-1932-41FE-9335-132CACE93BE7},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1553,ARBO,Arbor Park,G,O,5,East Lake Dr. at Arbor St. SE,0.36351572308,0.5, ,ARBO,, ,East Lake,30317, ,0,0,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.364,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{50D7AB88-2C63-4E97-8083-C4A85C1346B7},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1554,BARC,Barclay Median,G,F,6,Barclay Place/E. Rock Springs NE,0.31497155822,0.5, ,BARC,, ,Morningside-Lenox Park,30306, ,0,0,FULTON,from Fult,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.315,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{0EF715A6-D516-4025-9E5D-A640DD51E582},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1555,BROO,Brookline Park,G,V,12,"Brookline St. at Elbert St., near Murphy Ave. SW",0.05522805276,0.17,14 01060006001,BROO,, ,Adair Park,30310, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.055,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{4B209E09-A39F-4274-B18D-8DC278DB426D},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1556,BRMC,Browns Mill/McWilliams Park,G,Z,1,Browns Mill Rd. @ McWilliams Rd. SE,0.04164390396,0.1, ,BRMC,, ,Lakewood,30315, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.042,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{93F4D2B8-8575-4570-97AD-93E0C76B8CCC},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1557,CHAV,Chatham and Avon Park,G,S,4,Avon Ave./Chatham Rd.,0.0450369876,0.25, ,CHAV,, ,Cascade Road,30311, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.045,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{EDA570A7-9479-41D7-941B-E0CE218AF936},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1558,DACR,Dale Creek Park,CN,I,10,Dale Creek Dr. NW,2.98036102129,3.2, ,DACR,, ,Collier Heights,30318, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,3.2,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{E92ECD84-A78B-4864-AB0F-CA54C29E3BEB},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1559,DOMI,Dollar Mill Median,G,H,10,Boulder Park Dr./Dollar Mill Rd.,0.24443728112,0.25, ,DOMI,, ,Boulder Park,30331, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.244,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{5E248A9D-7D18-489C-81C7-77388D1CC31D},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1560,ECLA,E. Club and Lakehaven Park,G,B,7,E. Club Lane/Lakehaven Dr. NE,0.01296141677,0.01, ,ECLA,, ,Brookhaven,30319, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Brookhave, ,,0, ,0,0,0,0,0,0,0.013,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{FD0F409A-E386-4C42-8FBD-C816ACB8796B},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1561,EARO,East Andrews and Roswell Park,G,B,8,E. Andrews Dr. NW at /Roswell Rd.,0.00708403333,0.1, ,EARO,, ,Buckhead,30305, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Harry Nor, ,,0,adopted,0,0,0,0,0,0,0.007,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{665447D0-186F-4BA5-9068-A5D854035DAF},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1562,JWDO,John Wesley Dobbs Park,N,M,5,Fort Street & Auburn Ave,,,,,,,Auburn Ave,30303,,,,FULTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art,,,,,,,1.3,,1996-01-01T00:00:00.000Z,,,,,Art,,,,,,,,,,,,,{5064CBFD-EDDA-4646-AAC1-A4DA3ABE2684},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1563,EETR,Eastwood/Emerson Triangle,G,W,1,Eastwood Av. at Emerson Av. SE,0.03173888545,0.1, ,EETR,, ,Ormewood Park,30316, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,adopted b,0,0,0,0,0,0,0.032,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{834A7495-0440-4435-B124-5635BDA4B1C4},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1564,FIST,Fire Station #5 Park,G,M,4,Trinity Ave. SW at Spring St.,0.08380926504,0.12,14 00770005024,FIST,, ,Central Business District,30303, ,0,0,FULTON,Date gues,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.084,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{FAD68F70-2E0A-4CC9-A697-2677E91289D6},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
