X,Y,OBJECTID,SYSSCHOOL,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYP,GRADE_RANGE,SCHOOL_ADD,SCHOOL_CITY,STATE,SCHOOL_ZIP,SCHOOL_PHONE,Num_Tested_All_2017,Average_Score_All_2017,Num_in_HFZ_All_2017,Pct_in_HFZ_All_2017,Num_Tested_Male_2017,Average_Score_Male_2017,Num_in_HFZ_Male_2017,Pct_in_HFZ_Male_2017,Num_Tested_Female_2017,Average_Score_Female_2017,Num_in_HFZ_Female_2017,Pct_in_HFZ_Female_2017,GlobalID,last_edited_date
-83.888249000022739,33.836670000071507,1132,7470176,747,Walton County,0176,Bay Creek Elementary School,E,PK-05,100 Homer Moon Rd,Loganville,GA,30052-2340,770.466.2271,171,41.86,108,63.2,77,42.29,50,64.9,94,41.5,58,61.7,{D51C8D6E-69E9-4D2C-BE1B-39130F62F9D1},
-83.922185000232602,33.923066000273415,1133,6670210,667,Gwinnett County,0210,Lovin Elementary School,E,PK-05,1705 New Hope Rd,Lawrenceville,GA,30045-6570,678.518.6940,617,44.62,497,80.6,305,46.04,251,82.3,312,43.23,246,78.8,{056663E8-BEDE-436E-9B62-AAE78FCABAF3},
-83.912884000652681,33.890913000207192,1134,6670605,667,Gwinnett County,0605,W. J. Cooper Elementary School,E,PK-05,555 Ozora Rd,Loganville,GA,30052-5028,770.554.7050,1683,44.77,702,41.7,882,45.97,368,41.7,801,43.45,334,41.7,{7E49E5E4-05DD-4E0A-9CAB-C0A26B5A7AE5},
-83.995925999289412,34.010314999499805,1135,6670498,667,Gwinnett County,0498,Taylor Elementary School,E,PK-05,600 Taylor School Dr,Lawrenceville,GA,30043-1509,770.338.4680,631,42.76,403,63.9,316,43.8,212,67.1,315,41.72,191,60.6,{5FA6FC98-5003-4D95-A1B0-195254B45987},
-83.96657600046845,33.960004999424015,1136,6671015,667,Gwinnett County,1015,Jenkins Elementary School,E,PK-05,12 Village Way,Lawrenceville,GA,30046-5061,678.407.8900,915,42.85,235,25.7,461,43.79,126,27.3,454,41.89,109,24,{8E7ED470-DE73-4E78-BEB3-C4D63F762088},
-83.988174999962027,34.02508499969516,1137,6671810,667,Gwinnett County,1810,Woodward Mill Elementary School,E,PK-05,2020 Buford Dr,Lawrenceville,GA,30043-2600,678.407.7590,333,40.92,162,48.6,154,41.92,91,59.1,179,40.06,71,39.7,{E481A0F3-0A3F-42C9-8F9F-B2C2CF968A80},
-84.006943999863935,34.050047999967518,1138,6670100,667,Gwinnett County,0100,Rock Springs Elementary School,E,PK-05,888 Rock Springs Rd,Lawrenceville,GA,30043-2191,770.932.7474,518,40.93,226,43.6,270,41.54,136,50.4,248,40.27,90,36.3,{AB049A06-6194-4ECC-9580-5AEEB2E50D37},
-83.937311999670726,33.996893999395787,1139,6671052,667,Gwinnett County,1052,Dyer Elementary School,E,PK-05,1707 Hurricane Shoals Rd,Dacula,GA,30019-2014,770.963.6214,562,45.25,424,75.4,298,46.23,240,80.5,264,44.14,184,69.7,{8F6BDEE8-AE9F-41A3-833B-F6DD54CC60A1},
-83.898626000557613,33.968079000608746,1140,6671005,667,Gwinnett County,1005,Alcova Elementary School,E,PK-05,770 Ewing Chapel Rd,Dacula,GA,30019-2596,678.376.8500,418,42,248,59.3,206,43.15,142,68.9,212,40.89,106,50,{F552D0C6-FCBC-4E98-84AC-CFB6DAF0CC87},
-83.903054999646841,33.999956000346579,1141,6670191,667,Gwinnett County,0191,Dacula Elementary School,E,PK-05,2500 Fence Rd,Dacula,GA,30019-2122,770.963.7174,881,42.02,500,56.8,443,42.97,286,64.6,438,41.05,214,48.9,{F198E6E6-00FC-4A62-96DC-B840EA018305},
-83.939063999329974,34.030256000222536,1142,6670200,667,Gwinnett County,0200,Freeman's Mill Elementary School,E,PK-05,2303 Old Peachtree Rd,Lawrenceville,GA,30043-2830,678.377.8955,366,44.12,257,70.2,194,45.14,137,70.6,172,42.98,120,69.8,{166C5890-6B14-4293-B80B-4A59BA55D2C5},
-83.923328999857361,34.04464199992546,1143,6670295,667,Gwinnett County,0295,Fort Daniel Elementary School,E,PK-05,1725 Auburn Rd,Dacula,GA,30019-1131,770.932.7400,482,42.66,289,60,246,44.06,167,67.9,236,41.2,122,51.7,{61A3B448-66EE-465E-B006-EF9110524E88},
-83.932180999822648,34.0649359998595,1144,6670409,667,Gwinnett County,0409,Puckett's Mill Elementary School,E,PK-05,2442 S Pucketts Mill Rd,Dacula,GA,30019-1059,678.765.5110,309,45.36,257,83.2,153,47.04,134,87.6,156,43.71,123,78.8,{D28B4303-FCE4-4B6E-B3EB-D37B18BC1D70},
-84.405845000456537,34.138634999510622,1145,6280190,628,Cherokee County,0190,Mountain Road Elementary School,E,PK-05,615 Mountain Rd,Woodstock,GA,30188-2229,770.721.8520,153,45.38,129,84.3,72,46.39,60,83.3,81,44.49,69,85.2,{E0FA56FE-2EA2-4869-B5C8-EBB424E67354},
-84.338671999709916,34.093260999752275,1146,6600193,660,Fulton County,0193,Crabapple Crossing Elementary School,E,PK-05,12775 Birmingham Hwy,Alpharetta,GA,30004-3760,470.254.7055,536,46.7,451,84.1,251,49.79,237,94.4,285,43.98,214,75.1,{72766AAF-9C49-4107-8BC1-4F161C83E931},
-84.320102000480006,34.120938000210323,1147,6600100,660,Fulton County,0100,Summit Hill Elementary,E,PK-05,13855 Providence Rd,Alpharetta,GA,30004-0848,470.254.2830,270,45.58,224,83,138,46.78,114,82.6,132,44.32,110,83.3,{FEBE232E-F80F-47ED-BDA5-3FE24F1CE1BA},
-84.301604000189457,34.081756000100086,1148,6601050,660,Fulton County,1050,Alpharetta Elementary School,E,PK-05,192 Mayfield Rd,Alpharetta,GA,30009-1595,470.254.7015,484,46.46,285,58.9,259,48.13,155,59.8,225,44.53,130,57.8,{78DC6A4F-B5D5-4D18-AA10-1D52EC25825D},
-84.283204999753536,34.10476399992536,1149,6600303,660,Fulton County,0303,Cogburn Woods Elementary School,E,PK-05,13080 Cogburn Rd,Alpharetta,GA,30004-3605,470.254.2845,565,43.45,388,68.7,284,44.91,230,81,281,41.97,158,56.2,{081813FE-9338-490A-A512-21ED17A242A3},
-84.340413000068722,34.144563000306306,1150,6601210,660,Fulton County,1210,Birmingham Falls Elementary School,E,PK-05,14865 Birmingham Hwy,Milton,GA,30004-8285,470.254.2820,561,44.02,402,71.7,319,45.05,239,74.9,242,42.67,163,67.4,{3C2DFE8A-FB00-40DD-B129-55915A71F2B0},
-84.394539999878688,34.214657000174739,1151,6280108,628,Cherokee County,0108,Avery Elementary School,E,PK-05,6391 E Cherokee Dr,Canton,GA,30115-6059,770.479.6200,377,43.81,283,75.1,192,45.02,148,77.1,185,42.56,135,73,{4AFDF172-6376-4DE7-8D07-EC8442E3175C},
-84.357501999200522,34.249196000616784,1152,6285052,628,Cherokee County,5052,Macedonia Elementary School,E,PK-05,10370 E Cherokee Dr,Canton,GA,30115-6266,770.479.3429,305,45.5,243,79.7,153,47.65,131,85.6,152,43.34,112,73.7,{216DCEC5-BE0C-4FAB-8910-DE9C570F88C7},
-84.384014999917284,34.331696000585978,1153,6280213,628,Cherokee County,0213,Ball Ground Elementary School,E,PK-05,321 Valley St,Ball Ground,GA,30107-4071,770.735.3366,162,42.31,108,66.7,81,43.55,59,72.8,81,41.06,49,60.5,{745EDA03-F986-443B-968D-AA36F0D655D8},
-84.289759000498094,34.239469000290718,1154,6280505,628,Cherokee County,0505,Free Home Elementary School,E,PK-05,12525 Cumming Hwy,Canton,GA,30115-7793,770.721.5960,112,45.22,99,88.4,59,45.74,50,84.7,53,44.64,49,92.5,{4F251352-977C-45A3-B1D8-828FE4F68471},
-84.276524999714326,34.082783999795005,1155,6600299,660,Fulton County,0299,Manning Oaks Elementary School,E,PK-05,405 Cumming St,Alpharetta,GA,30004-3856,470.254.2912,554,42.73,307,55.4,262,43.64,157,59.9,292,41.92,150,51.4,{B8AE157A-98B3-4A5C-B7A6-4DF7B2A4FFFC},
-84.249481000244259,34.131728999761819,1156,6580699,658,Forsyth County,0699,Brandywine Elementary School,E,PK-05,175 Martin Drive,Alpharetta,GA,30004-0000,770.887.2461,,,,,,,,,,,,,{0C1EEE58-1E29-47F1-99D4-A9C6C539A3AF},
-84.234104999678465,34.158257999632269,1157,6581052,658,Forsyth County,1052,Midway Elementary School,E,PK-05,4805 Atlanta Hwy,Alpharetta,GA,30004-2920,770.475.6670,,,,,,,,,,,,,{D4FCD460-1F16-4675-B73E-660DEFB5FF91},
-84.224678000118246,34.178020000268397,1158,6580198,658,Forsyth County,0198,Vickery Creek Elementary School,E,PK-05,6280 Post Rd,Cumming,GA,30040-7378,770.346.0040,,,,,,,,,,,,,{118F9F6D-FE9C-4416-AA60-19A6D2E124CD},
-84.182075000120207,34.091784999873802,1159,6580211,658,Forsyth County,0211,Brookwood Elementary,E,PK-05,2980 Vaughan Dr,Cumming,GA,30041-7308,678.965.5060,,,,,,,,,,,,,{DE5618A9-AE6F-4CB6-8D23-E75FB719D45E},
-84.178038999919153,34.112817999325827,1160,6581050,658,Forsyth County,1050,Big Creek Elementary School,E,PK-05,1994 Peachtree Pkwy,Cumming,GA,30041-9506,770.887.4584,,,,,,,,,,,,,{8FB8D758-7F85-4D3F-B180-B55CFBF1FE38},
-84.177769000543364,34.144254999984369,1161,6580106,658,Forsyth County,0106,Shiloh Point Elementary,E,PK-05,8145 Majors Rd,Cumming,GA,30041-7058,678.341.6481,,,,,,,,,,,,,{F314D908-0EA7-41EE-898F-2837225DA210},
-84.166606000304697,34.207711999722278,1162,6580313,658,Forsyth County,0313,Kelly Mill Elementary,E,PK-05,1180 Chamblee Gap Rd,Cumming,GA,30040,770.887.2461,,,,,,,,,,,,,{11035B16-84FB-4B4D-A107-2D867690BC41},
-84.162464000059671,34.186354000052383,1163,6580213,658,Forsyth County,0213,George W. Whitlow Elementary,E,PK-05,3655 Castleberry Rd,Cumming,GA,30040-9054,678.965.5090,90,44.89,78,86.7,51,47.05,49,96.1,39,42.07,29,74.4,{F6CDD7AF-4774-4E00-A1DA-7B2524A9CE09},
-84.176559000437649,34.24010000007307,1164,6580203,658,Forsyth County,0203,Sawnee Elementary School,E,PK-05,1616 Canton Hwy,Cumming,GA,30040-5144,770.887.6161,,,,,,,,,,,,,{92F63A8F-3BA0-4120-BA06-1174C4AB2A1B},
-84.204381000619279,34.290168000031493,1165,6580102,658,Forsyth County,0102,Matt Elementary School,E,PK-05,7455 Wallace Tatum Rd,Cumming,GA,30028-7961,678.455.4500,,,,,,,,,,,,,{645D9CEA-BF05-40EC-98AE-6968E5E83674},
-84.379106000118938,34.416891999705022,1166,7120303,712,Pickens County,0303,Tate Elementary School,E,PK-05,5630 Highway 53 E,Tate,GA,30177-2532,706.253.5010,100,37.25,6,6,52,37.27,5,9.6,48,37.23,1,2.1,{6237B6E4-6A14-4266-92BC-4242CCECB200},
-84.139987000139286,34.102915000123154,1167,6580104,658,Forsyth County,0104,Sharon Elementary School,E,PK-05,3595 Old Atlanta Rd,Suwanee,GA,30024-1173,770.888.7511,,,,,,,,,,,,,{BB37C263-EB4E-44F1-A270-0D5A6360AC4B},
-84.142021999887319,34.137150000197643,1168,6580197,658,Forsyth County,0197,Daves Creek Elementary School,E,PK-05,3740 Melody Mizer Ln,Cumming,GA,30041-6940,770.888.1222,,,,,,,,,,,,,{611D903F-3B36-4555-BF8E-5692DB05C9A4},
-84.097143999755716,34.093692000077752,1169,6670400,667,Gwinnett County,0400,Riverside Elementary School,E,PK-05,5445 Settles Bridge Rd,Suwanee,GA,30024-4196,678.482.1000,378,44.62,314,83.1,194,45.5,160,82.5,184,43.69,154,83.7,{552C6322-1B04-40D2-A6E0-9F5D481FA3A0},
-84.106413999645923,34.123403000019998,1170,6580100,658,Forsyth County,0100,Settles Bridge Elementary School,E,PK-05,600 James Burgess Rd,Suwanee,GA,30024-1135,770.887.1883,,,,,,,,,,,,,{1FCB3337-F410-4B35-BBB9-4FBDF2D90949},
-84.105625000425817,34.168278000612027,1171,6580176,658,Forsyth County,0176,Mashburn Elementary School,E,PK-05,3777 Samples Rd,Cumming,GA,30041-1258,770.889.1630,,,,,,,,,,,,,{04B1B87C-C89C-4EB9-907B-68FC3805AD30},
-84.099106000632958,34.163339999624405,1172,6580215,658,Forsyth County,0215,Haw Creek Elementary,E,PK-05,2555 Echols Rd,Cumming,GA,30041-8205,678.965.5070,,,,,,,,,,,,,{5908D076-04E9-4994-A8B8-5D0DB2891F7A},
-84.039960999734731,34.099751000606602,1173,6670296,667,Gwinnett County,0296,Sugar Hill Elementary School,E,PK-05,939 Level Creek Rd,Sugar Hill,GA,30518-4637,770.945.5735,792,41.06,419,52.9,419,41.72,244,58.2,373,40.32,175,46.9,{CAB6BAA1-0870-42DE-8EA8-7C32537BA16A},
-84.045660000384117,34.124661999632742,1174,6670505,667,Gwinnett County,0505,Sycamore Elementary School,E,PK-05,5695 Sycamore Rd,Sugar Hill,GA,30518-2351,678.714.5770,250,43.95,172,68.8,129,44.86,100,77.5,121,42.99,72,59.5,{834FAC6D-BDB5-4FD8-A486-9A030CD447B6},
-84.065959000158813,34.14608599948064,1175,6671310,667,Gwinnett County,1310,White Oak Elementary School,E,PK-05,6442 Suwanee Dam Rd,Buford,GA,30518-5521,678.546.5550,752,45.59,430,57.2,420,46.28,227,54,332,44.71,203,61.1,{A5C5704E-C9B1-4E8B-A9A8-8CC3F319D2EA},
-84.135361999581676,34.220515999725052,1176,6580103,658,Forsyth County,0103,Cumming Elementary School,E,PK-05,540 Dahlonega St,Cumming,GA,30040-2110,770.887.7749,,,,,,,,,,,,,{E087A5AA-B13C-49B8-B777-A40EE2CA9D4E},
-84.086615999944144,34.238114999731586,1177,6580194,658,Forsyth County,0194,Chattahoochee Elementary School,E,PK-05,2800 Holtzclaw Rd,Cumming,GA,30041-4509,770.781.2240,,,,,,,,,,,,,{376FAB3C-EFD1-4D02-BE96-43AED2540B0F},
-84.106137999445565,34.274000999920645,1178,6580182,658,Forsyth County,0182,Coal Mountain Elementary School,E,PK-05,3455 Coal Mountain Dr,Cumming,GA,30028-3277,770.887.7705,,,,,,,,,,,,,{7B516CED-F4B3-4244-A803-B657774702B4},
-84.104997000215022,34.325768999675226,1179,6580307,658,Forsyth County,0307,Silver City Elementary School,E,PK-05,6200 Dahlonega Hwy,Cumming,GA,30028-8585,678.965.5020,,,,,,,,,,,,,{3225DB5D-715E-45B5-B55F-E91D04F80855},
-83.995843999538295,34.134830999737353,1180,7640196,764,Buford City,0196,Buford Elementary School,E,PK-01,2500 Sawnee Ave,Buford,GA,30518-2590,770.945.5248,,,,,,,,,,,,,{25881E3C-317F-4395-B477-F3A3FDFFAD5F},
-83.991521999743767,34.129504000399535,1181,7640100,764,Buford City,0100,Buford Academy,E,02-05,2705 Robert Bell Pkwy,Buford,GA,30518-2528,678.482.6960,1451,45.67,1000,68.9,757,47.18,560,74,694,44.03,440,63.4,{95BB1C53-2B21-4775-AD0A-80752CF98A77},
-83.980072999922228,34.096707999839801,1182,6672054,667,Gwinnett County,2054,Harmony Elementary School,E,PK-05,3946 S Bogan Rd,Buford,GA,30519-4312,770.945.7272,362,43.08,260,71.8,187,43.73,139,74.3,175,42.39,121,69.1,{00BFCC43-E32B-48E7-98D2-5C496AE101E2},
-83.957530000886493,34.089056999781697,1183,6670608,667,Gwinnett County,0608,Patrick Elementary School,E,PK-05,2707 Kilgore Rd,Buford,GA,30519-4444,678.765.5260,273,44.55,190,69.6,131,46.53,98,74.8,142,42.72,92,64.8,{197788B8-8926-4316-BC71-854CAAC40111},
-83.936555999888625,34.097057999833879,1184,6670305,667,Gwinnett County,0305,Ivy Creek Elementary School,E,PK-05,3443 Ridge Rd,Buford,GA,30519-4030,678.714.3655,311,42.93,194,62.4,164,43.92,109,66.5,147,41.82,85,57.8,{5FC3CBFC-1BCA-47C4-82F7-20D91F5C081C},
-83.940794999864735,34.133661000533081,1185,6690196,669,Hall County,0196,Friendship Elementary School,E,PK-05,4450 Friendship Rd,Buford,GA,30519-1830,770.932.1223,190,44.73,145,76.3,90,45.94,75,83.3,100,43.65,70,70,{0E20DE93-B0B9-407A-8370-A185582BC1B9},
-83.92778000029233,34.201162000048591,1186,6692052,669,Hall County,2052,Flowery Branch Elementary School,E,PK-05,5544 Radford Rd,Flowery Branch,GA,30542-2709,770.967.6621,225,44.59,133,59.1,116,45.85,73,62.9,109,43.24,60,55,{EBF1E172-04C5-4AF2-894F-F42138AB1AB9},
-83.889719000024414,34.145747999318353,1187,6690192,669,Hall County,0192,Spout Springs Elementary School,E,PK-05,6640 Spout Springs Rd,Flowery Branch,GA,30542-5528,770.967.4860,543,43.27,380,70,248,44.53,186,75,295,42.21,194,65.8,{0E741462-B565-4017-8F23-DD1C33C10159},
-83.887545999827807,34.192705000020943,1188,6690101,669,Hall County,0101,Martin Elementary School,E,PK-05,4216 Martin Rd,Flowery Branch,GA,30542-3509,770.965.1578,390,42.49,185,47.4,197,42.99,96,48.7,193,41.98,89,46.1,{79990CB8-D577-45D2-BB7F-07D9D82F27A1},
-83.996223000059388,34.296232000321417,1189,6580204,658,Forsyth County,0204,Chestatee Elementary,E,PK-05,6945 Keith Bridge Rd,Gainesville,GA,30506-6316,770.887.2341,,,,,,,,,,,,,{CC05EB01-AF7B-4C64-97A1-92003A093F7A},
-84.118843000186175,34.353750000100753,1190,6420111,642,Dawson County,0111,Riverview Elementary School,E,PK-05,370 Dawson Forrest Road,Dawsonville,GA,30534,706.265.3246,283,41.31,56,19.8,157,42.03,37,23.6,126,40.41,19,15.1,{FFE88EE8-CA0E-405F-B652-C23607F943DD},
-84.104555999393995,34.421009000295001,1191,6420189,642,Dawson County,0189,Robinson Elementary School,E,PK-05,1150 Perimeter Rd,Dawsonville,GA,30534-4311,706.265.6544,380,43.51,145,38.2,198,44.33,76,38.4,182,42.61,69,37.9,{05F98ECB-A528-47AE-A609-B01FE345DE18},
-84.08256199920514,34.352723999939109,1192,6420199,642,Dawson County,0199,Black's Mill Elementary School,E,PK-05,1860 Dawson Forest Rd E,Dawsonville,GA,30534-6711,706.216.3300,576,40.31,81,14.1,330,40.32,44,13.3,246,40.29,37,15,{030277CF-A849-4668-B3E6-7BB0F5C7289C},
-84.024298999235384,34.45444799971893,1193,6930103,693,Lumpkin County,0103,Blackburn Elementary School,E,PK-05,45 Blackburn Rd,Dawsonville,GA,30534-8119,706.864.8180,639,41.26,126,19.7,338,42.27,83,24.6,301,40.13,43,14.3,{6DBA4AD0-E47D-4235-8A4D-0A65B6CB78E3},
-84.015750999373608,34.367691000442825,1194,6420103,642,Dawson County,0103,Kilough Elementary School,E,PK-05,1063 Kilough Church Rd,Dawsonville,GA,30534-6939,706.216.8595,554,43.92,194,35,265,45.59,94,35.5,289,42.39,100,34.6,{E40AE000-8DD3-467C-A45A-C55EB365EF6B},
-83.894518999445793,34.34346000029494,1195,6694056,669,Hall County,4056,Sardis Elementary School,E,PK-05,2805 Sardis Rd,Gainesville,GA,30506-2228,770.532.0104,204,43.67,145,71.1,98,45.22,77,78.6,106,42.24,68,64.2,{48124C8E-5449-4168-AD84-02697C41A371},
-83.890029999544907,34.40061099967923,1196,6693054,669,Hall County,3054,Lanier Elementary School,E,PK-05,4782 Thompson Bridge Rd,Gainesville,GA,30506-5320,770.532.8781,198,41.49,114,57.6,86,42.29,56,65.1,112,40.88,58,51.8,{19E45FEB-9CB4-48DA-AFD8-3889AAAB9E84},
-83.990799999830074,34.543373999606331,1197,6932050,693,Lumpkin County,2050,Lumpkin County Elementary School,E,PK-05,153 School Dr,Dahlonega,GA,30533-0313,706.864.3254,900,39.51,130,14.4,495,40.05,94,19,405,38.85,36,8.9,{065E6871-69D1-44F3-977E-67E685009B45},
-83.91862699979778,34.522709000371428,1198,6930191,693,Lumpkin County,0191,Long Branch Elementary School,E,PK-05,4518 Highway 52 E,Dahlonega,GA,30533-5622,706.864.5361,456,41.52,86,18.9,236,42.92,53,22.5,220,40.02,33,15,{62BCA407-A843-44F6-8056-AFC50010E4F6},
-84.929030000711066,34.758504000007157,1199,7551052,755,Whitfield County,1052,Eastside Elementary School,E,PK-05,102 Hill Rd,Dalton,GA,30721-6023,706.278.3074,178,43.34,122,68.5,90,44.11,61,67.8,88,42.55,61,69.3,{C205C53C-8595-45FD-877E-718F24E33DA4},
-84.885770999581453,34.769075999856412,1200,7550211,755,Whitfield County,0211,Cedar Ridge Elementary,E,PK-05,311 Cedar Ridge Rd SE,Dalton,GA,30721-6528,706.712.8400,150,41.15,81,54,72,41.62,38,52.8,78,40.72,43,55.1,{AA398D43-EA3C-4482-B260-1AD9FEC28235},
-84.877863000457211,34.820772000027809,1201,7553050,755,Whitfield County,3050,Dawnville Elementary School,E,PK-05,1380 Dawnville Rd NE,Dalton,GA,30721-6807,706.259.3914,168,41.47,101,60.1,86,42.33,55,64,82,40.57,46,56.1,{313F69A0-21D5-4653-92AB-6CB803913366},
-84.813631999878723,34.755115999841344,1202,7051052,705,Murray County,1052,Spring Place Elementary School,E,PK-06,2795 Leonard Bridge Rd,Chatsworth,GA,30705-5659,706.695.2525,289,39.97,106,36.7,149,40.89,70,47,140,39,36,25.7,{7D03B90E-2F9E-4AD4-8784-82D42F40DF97},
-84.80985300013036,34.822763999569588,1203,7050104,705,Murray County,0104,Woodlawn Elementary School,E,PK-06,4580 Highway 225 N,Chatsworth,GA,30705-6289,706.517.5213,292,46.48,264,90.4,146,47.66,132,90.4,146,45.29,132,90.4,{2EACDF43-1615-4C7E-B326-D7107398750F},
-84.794627999905416,34.755876000174929,1204,7050195,705,Murray County,0195,Coker Elementary School,E,PK-06,1733 Leonard Bridge Rd,Chatsworth,GA,30705-5656,706.695.0888,315,42.67,185,58.7,158,44.22,104,65.8,157,41.12,81,51.6,{7D26C90B-F64E-46BF-BA47-C5BA47F2A281},
-84.778735000561156,34.768094999812078,1205,7051050,705,Murray County,1050,Chatsworth Elementary School,E,PK-06,500 Green Rd,Chatsworth,GA,30705-2745,706.695.2434,335,42.88,202,60.3,159,43.73,101,63.5,176,42.12,101,57.4,{F7AC0602-4130-4446-BD77-74F9330F0FEB},
-84.777459999478722,34.82756800053334,1206,7050198,705,Murray County,0198,Eton Elementary School,E,PK-06,829 Highway 286,Chatsworth,GA,30705-6532,706.695.3207,259,41.24,138,53.3,134,41.61,74,55.2,125,40.85,64,51.2,{9D57FFA9-F0EA-4505-A3E1-64F4B45525F4},
-84.863836999686967,34.906232999898279,1207,7550206,755,Whitfield County,0206,Beaverdale Elementary School,E,PK-05,1350 Prater Mill Rd NE,Dalton,GA,30721-7271,706.275.4414,104,42.01,57,54.8,49,42.56,30,61.2,55,41.52,27,49.1,{2B26B8B3-4E40-46EB-BB22-603180AEDE50},
-84.79794300007886,34.876506999690527,1208,7055050,705,Murray County,5050,Northwest Elementary School,E,PK-06,110 McEntire Cir,Chatsworth,GA,30705-5999,706.695.2262,328,42.66,154,47,166,43.53,88,53,162,41.76,66,40.7,{0D0B332D-3E4C-4857-990C-62B199E8D199},
-84.504175000466276,34.68208200047961,1209,6610103,661,Gilmer County,0103,Mountain View Elementary,E,KK-04,350 Calvin Jackson Dr,Ellijay,GA,30540-5589,706.276.5100,105,45.25,35,33.3,66,47.07,23,34.8,39,42.17,12,30.8,{E9C5F91D-17A8-4298-B34C-17B3051B3F30},
-84.496166999475292,34.676048000634239,1210,6610112,661,Gilmer County,0112,Gilmer Middle school,E,05-06,1860 S Main St,Ellijay,GA,30540-5407,706.276.5030,587,43.38,329,56,289,45.15,179,61.9,298,41.67,150,50.3,{128505E9-0FB1-4F04-B0B8-E10F04244BB3},
-84.477471000053413,34.695861000360345,1211,6610212,661,Gilmer County,0212,Ellijay Elementary School,E,02-04,32 McCutchen St,Ellijay,GA,30540-3302,706.276.5020,241,39.93,82,34,118,40.73,53,44.9,123,39.17,29,23.6,{86245458-65CD-4F82-AFA8-7019DBE5846A},
-84.475616999616463,34.697012000703417,1212,6610113,661,Gilmer County,0113,Ellijay Primary School,E,PK-01,196 McCutchen St,Ellijay,GA,30540-3393,706.276.5010,,,,,,,,,,,,,{5938E98D-8ECF-44F5-8CC4-30BAD35ABD42},
-84.379274999480771,34.923113999751237,1213,6550293,655,Fannin County,0293,West Fannin Elementary School,E,KK-05,5060 Blue Ridge Dr,Blue Ridge,GA,30513-6514,706.492.3644,172,46.07,137,79.7,85,47.61,71,83.5,87,44.56,66,75.9,{60F4F9F5-56E4-4D56-8F41-A9B4C7E39EBF},
-84.326948000431173,34.868301999595388,1214,6551050,655,Fannin County,1050,Blue Ridge Elementary School,E,PK-05,224 E Highland St,Blue Ridge,GA,30513-4555,706.632.5772,141,43.35,98,69.5,70,44.82,55,78.6,71,41.9,43,60.6,{74CDDFB4-C762-4F7E-AA9D-C7144D6AB005},
-84.247573999913399,34.881465999850114,1215,6550194,655,Fannin County,0194,East Fannin Elementary School,E,KK-05,1 Elementary Cir,Morganton,GA,30560-3210,706.374.6418,133,40.75,70,52.6,73,40.93,36,49.3,60,40.52,34,56.7,{CB5F4BA5-4332-4BE6-9ACA-857683698CD8},
-84.023753999930008,34.692055999846566,1216,7443050,744,Union County,3050,Woody Gap High/Elementary School,K12,KK-12,2331 State Highway 60,Suches,GA,30572-2929,706.747.2401,59,40.13,24,40.7,28,39.58,7,25,31,40.63,17,54.8,{09E77C95-2629-4073-996A-5646DF87BA7C},
-83.949677999626502,34.875518000085549,1217,7441050,744,Union County,1050,Union County Primary School,E,PK-02,592 School Cir,Blairsville,GA,30512-3547,706.745.5450,,,,,,,,,,,,,{4D415E93-916E-4E48-84E0-512CC94449F3},
-83.950894000083082,34.877736999927393,1218,7440103,744,Union County,0103,Union County Elementary School,E,03-05,165 Elementary Way,Blairsville,GA,30512-8567,706.745.9615,610,39.96,159,26.1,304,40.19,93,30.6,306,39.73,66,21.6,{1EF48DBD-5338-46E1-90C9-B93D9AAB0914},
-83.874640999579782,33.562044999945378,1219,7070198,707,Newton County,0198,Middle Ridge Elementary School,E,PK-05,11649 Covington By Pass Rd,Covington,GA,30014-3752,770.385.6463,230,38.58,42,18.3,112,39.27,29,25.9,118,37.92,13,11,{40AE281A-FBD2-4477-87B0-6B6F383D8202},
-83.855253999939038,33.599370999269425,1220,7070123,707,Newton County,0123,Newton County Theme School at Ficquett,E,PK-08,2207 Williams St NE,Covington,GA,30014-2448,770.786.2636,543,42.67,130,23.9,243,44.73,69,28.4,300,41,61,20.3,{45716DF6-5C4D-4D6C-974C-131A51658160},
-83.843328999634409,33.650124000122098,1221,7070122,707,Newton County,0122,Flint Hill Elementary,E,PK-05,1300 Airport Road,Oxford,GA,30054,770.787.1330,303,43.32,230,75.9,156,44.43,131,84,147,42.15,99,67.3,{6521EAD1-BDB6-471F-9F79-C781A4BF37AC},
-83.854640000360931,33.728364000234507,1222,7470195,747,Walton County,0195,Walnut Grove Elementary School,E,PK-05,460 Highway 81 S,Covington,GA,30014-0618,770.784.0023,191,39.78,65,34,100,40.48,42,42,91,39.02,23,25.3,{1AABA351-9D58-4714-A675-F936FA6297CA},
-83.859706000480273,33.78430699949535,1223,7470202,747,Walton County,0202,Youth Elementary School,E,PK-05,4009 Center Hill Church Rd,Loganville,GA,30052-4232,770.554.0172,498,42.84,299,60,264,44.29,189,71.6,234,41.21,110,47,{AFC0A6DF-3953-4CAE-A3AA-7554C1E4DB33},
-83.785214999818507,33.791313999932051,1224,7470101,747,Walton County,0101,Atha Road Elementary School,E,PK-05,821 H D Atha Rd,Monroe,GA,30655-5636,770.266.5995,409,43.39,181,44.3,203,44.23,97,47.8,206,42.57,84,40.8,{F76212AB-FE42-4B25-84F5-8A2A61697773},
