X,Y,OBJECTID,SYSSCHOOL,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYP,GRADE_RANGE,SCHOOL_ADD,SCHOOL_CITY,STATE,SCHOOL_ZIP,SCHOOL_PHONE,Tot_EnrollmentA_FallSchYr_2011,Pct_Absent_0_5_days_2011,Pct_Absent_6_15_days_2011,Pct_Absent_16_or_more_days_2011,Tot_EnrollmentA_FallSchYr_2012,Pct_Absent_0_5_days_2012,Pct_Absent_6_15_days_2012,Pct_Absent_16_or_more_days_2012,Tot_EnrollmentA_FallSchYr_2013,Pct_Absent_0_5_days_2013,Pct_Absent_6_15_days_2013,Pct_Absent_16_or_more_days_2013,Tot_EnrollmentA_FallSchYr_2014,Pct_Absent_0_5_days_2014,Pct_Absent_6_15_days_2014,Pct_Absent_16_or_more_days_2014,Tot_EnrollmentA_FallSchYr_2015,Pct_Absent_0_5_days_2015,Pct_Absent_6_15_days_2015,Pct_Absent_16_or_more_days_2015,Tot_EnrollmentA_FallSchYr_2016,Pct_Absent_0_5_days_2016,Pct_Absent_6_15_days_2016,Pct_Absent_16_or_more_days_2016,GlobalID,last_edited_date
-85.099218000505502,34.308045000194276,1584,6570111,657,Floyd County,0111,Model High,H,09-12,3252 Calhoun Rd NE,Rome,GA,30161-1929,706.236.1895,669,40.7,45.2,14.1,675,36,44.5,19.5,686,27.2,51.5,21.3,666,69.4,22.9,7.6,699,68.3,22.2,9.5,676,63.6,25.1,11.3,{CF14077B-82B7-47FB-9F7D-644BA2ABE3EB},
-85.175046999482959,34.342623000099259,1585,6570401,657,Floyd County,0401,Armuchee High School,H,09-12,4203 Martha Berry Hwy NW,Rome,GA,30165-8657,706.236.1888,626,49.2,39.4,11.5,644,35.6,50.1,14.3,644,34.1,49.7,16.2,634,71,22.1,6.9,595,73.7,20.9,5.3,559,74.1,20,5.9,{DF3593A7-37EC-48CC-9054-C904FDDF777A},
-84.956603000188295,34.500422999315745,1586,7653050,765,Calhoun City,3050,Calhoun High School,H,09-12,355 S River St,Calhoun,GA,30701-2158,706.629.9213,869,58.6,30.5,10.9,863,41.7,45.5,12.8,909,41,45.3,13.7,997,46.7,41.5,11.8,1059,42.2,43.2,14.6,1084,39.6,40.4,20,{9837FC64-A98E-49A2-9259-B8506C44F98D},
-85.506919000278842,34.859952999972442,1587,6410195,641,Dade County,0195,Dade County High School,H,09-12,300 Tradition Ln,Trenton,GA,30752-2667,706.657.7517,726,62,31.8,6.3,690,42,39.6,18.4,672,38.2,44.5,17.3,648,48.2,39.1,12.7,633,42.8,41.3,15.8,589,42.6,39.9,17.5,{A3DCF429-9792-4992-A985-4E7E53456C94},
-85.261727000303225,34.717640999379867,1588,7460198,746,Walker County,0198,LaFayette High School,H,09-12,100 Rambler Dr,La Fayette,GA,30728-6288,706.638.2342,1165,50.9,30.8,18.3,1152,54.7,30.5,14.8,1138,52.6,33.2,14.3,1239,63.3,27.5,9.2,1206,51.6,33,15.3,1227,50.9,32.1,17,{C2586017-165D-45E9-B544-27F2D240BB15},
-85.295230000120085,34.869993999402034,1589,7690211,769,Chickamauga City,0211,Gordon Lee High School,H,09-12,105 Lee Cir,Chickamauga,GA,30707-1426,706.382.3100,457,66.7,29.8,3.5,456,65.8,30.3,3.8,455,64.6,30,5.4,464,68.1,25.4,6.5,475,69.5,25.3,5.2,463,68.9,27.9,3.2,{B2E2052B-DC77-49B9-B4B0-6B6E98C63F43},
-85.315813999737372,34.949300999953323,1590,7460190,746,Walker County,0190,Ridgeland High School,H,09-12,2478 Happy Valley Rd,Rossville,GA,30741-6009,706.820.9361,1374,41,36.8,22.2,1323,38.9,33.5,27.6,1292,34.6,35.3,30.1,1325,49.1,33.2,17.7,1347,45,34.6,20.5,1385,37.9,37.3,24.7,{BC451C73-B2A3-4C9E-B0E8-E9B46F49D270},
-85.235309999429958,34.947026999691992,1591,6231052,623,Catoosa County,1052,Lakeview-Fort Oglethorpe High School,H,09-12,1850 Battlefield Pkwy,Fort Oglethorpe,GA,30742-4020,706.866.0342,956,48.6,32.7,18.7,990,45.9,31.8,22.3,936,46.9,35.1,18,950,45.2,35.8,19,1004,43.2,32.8,24.1,981,48.4,25.7,25.9,{6AC5482D-3C27-4F5F-A568-EB302C13104A},
-84.937570000338283,34.732817000485539,1592,7550275,755,Whitfield County,0275,Southeast Whitfield County High School,H,09-12,1954 Riverbend Rd,Dalton,GA,30721-5517,706.226.2753,1333,52.2,35.2,12.5,1240,48.8,34.9,16.3,1363,49.9,38.6,11.5,1336,53.3,35.8,10.9,1354,49.4,36,14.6,1357,48.9,37.5,13.6,{3D664CF6-3070-4A2F-9A13-288D335A7446},
-84.986008999432741,34.779431999647706,1593,7724050,772,Dalton City,4050,Dalton High School,H,09-12,1500 Manley St,Dalton,GA,30720-4088,706.278.8757,1473,57.2,35.6,7.2,1428,57.9,33.7,8.4,1423,58.6,31.5,9.9,1640,60,31.4,8.6,1874,51.5,35.8,12.6,1829,49,35.2,15.8,{573ECE68-33A5-471F-A706-2D3337919419},
-84.963462000715879,34.771913000412972,1594,7720110,772,Dalton City,0110,Morris Innovative High School,H,09-12,104 Fort Hill Ter,Dalton,GA,30721-3152,706.876.4150,188,32.3,31.1,36.7,274,25.4,35.8,38.9,471,25.9,41.2,32.8,358,23.9,32,44.1,260,24.3,34.2,41.4,421,27.4,34.8,37.8,{50363B73-860A-42F1-A4D1-9AF60115DB71},
-85.192725000460499,34.895882000027449,1595,6230109,623,Catoosa County,0109,Heritage High School,H,09-12,3960 Poplar Springs Rd,Ringgold,GA,30736-5811,706.937.6464,1275,62.6,27.8,9.5,1349,59,29.3,11.7,1383,54.7,32.2,13.1,1345,58.1,28.4,13.6,1363,66.2,22.7,11,1328,62,24.5,13.5,{4BA67E80-173F-497A-836F-2B0CD579AB0D},
-85.110161000771157,34.921583999582118,1596,6234052,623,Catoosa County,4052,Ringgold High School,H,09-12,29 Tiger Trl,Ringgold,GA,30736-2024,706.935.2254,1021,52.1,31.1,16.8,1025,48.1,35.2,16.7,994,49.1,33.5,17.4,995,51.6,33.9,14.5,1030,48.9,33,18.1,1047,38,29.7,32.3,{127B43BF-1409-4ABE-9246-C6120D7580CE},
-84.997392000217786,34.876928000256093,1597,7550175,755,Whitfield County,0175,Northwest Whitfield County High School,H,09-12,1651 Tunnel Hill Varnell Rd,Tunnel Hill,GA,30755-9247,706.673.6533,1817,41.8,43.6,14.6,1340,38.1,40.3,21.6,1318,49.7,39.1,11.1,1310,54,37.8,8.1,1330,50.1,38.3,11.6,1327,48.3,41.1,10.6,{13D5D7D4-DB0E-46C5-8E49-D40496D0AAAB},
-84.833560999916017,33.785453999491388,1598,7100106,710,Paulding County,0106,South Paulding High School,H,09-12,1364 Winn Rd,Douglasville,GA,30134-5301,770.949.9221,1930,43.8,36.2,20,1813,59.3,27.4,13.3,1723,57.8,28.6,13.6,1723,59.1,30,10.9,1774,51.2,35.8,13,1821,48.3,36.9,14.8,{C3E57F84-8749-4C94-861E-8A741FC6CA93},
-84.787250999729764,33.683685999770432,1599,6480187,648,Douglas County,0187,Alexander High School,H,09-12,6500 Alexander Pkwy,Douglasville,GA,30135-3596,770.651.6000,1824,43.2,40.3,16.5,1728,44.8,39.3,15.9,1708,46.1,38.8,15.2,1618,52.9,34.8,12.3,1729,49.2,38.3,12.5,1737,44.7,40.1,15.2,{BFE547AB-E9DC-4D6E-B42F-46A57F7C2FF8},
-84.730403000316144,33.680154999844895,1600,6480507,648,Douglas County,0507,Youth Villages at Inner Harbour,H,PK-12,4685 Dorsett Shoals Rd,Douglasville,GA,30135-4921,770.942.2391,92,100,0,0,83,100,0,0,46,100,0,0,60,100,0,0,64,100,0,0,89,100,0,0,{DC0238DE-DB10-4963-8A52-E24890104FAF},
-84.72354899981201,33.672961000667144,1601,6480100,648,Douglas County,0100,Chapel Hill High School,H,09-12,4899 Chapel Hill Rd,Douglasville,GA,30135-4909,770.651.6200,1829,54.3,35.8,9.9,1176,56.8,34.8,8.4,1165,53.9,38,8,1188,57,36.3,6.7,1253,55.2,35.9,8.9,1374,53.4,35.9,10.6,{45ABEE53-4312-4D1E-88A3-D43A53EA0A87},
-84.744190000402313,33.743764000316766,1602,6484050,648,Douglas County,4050,Douglas County High School,H,09-12,8705 Campbellton St,Douglasville,GA,30134-2202,770.651.6500,2168,51.6,31.1,17.4,1848,54.7,31.2,14.1,1845,51.9,32.7,15.3,1933,52.7,33,14.3,1886,49.3,34.6,16.1,1895,49.3,32.6,18.1,{80B393A5-9016-4E7A-84BC-D63D995B60B5},
-84.833906000282383,33.892229999675415,1603,7102552,710,Paulding County,2552,Paulding County High School,H,09-12,1297 Villa Rica Hwy,Dallas,GA,30157-7095,770.443.8008,1444,34.4,39.2,26.4,1507,42.4,37,20.6,1642,32.7,45.7,21.6,1716,42,37.6,20.4,1748,29.4,45.9,24.7,1724,37.7,40.5,21.8,{9AB9F9C1-DCBC-43B5-8450-F528388FF480},
-84.806570999155724,34.073349000651454,1604,7100109,710,Paulding County,0109,North Paulding High School,H,09-12,300 N Paulding Dr,Dallas,GA,30132-6675,770.443.9400,1722,48.4,37,14.6,1775,52.1,36.2,11.7,1894,53.6,34.4,12,1983,54.4,35.8,9.8,2034,47.3,40.5,12.2,2109,48.9,37.4,13.7,{E603883F-8EC9-4A64-82A8-6F59D92915F2},
-84.770476000230786,33.876764999972124,1605,7100101,710,Paulding County,0101,Hiram High School,H,09-12,702 Virgie Ballentine Dr,Hiram,GA,30141-3130,770.443.1182,1650,48.1,36.7,15.2,1669,50.6,35.5,14,1607,55.5,33.5,11,1565,57,34.3,8.7,1636,50.6,37.2,12.3,1634,48.2,38.6,13.2,{614A500B-5D64-4678-A5F4-2E1AB5A6C489},
-84.746130000514142,33.939678999460384,1606,7100292,710,Paulding County,0292,East Paulding High School,H,09-12,3320 E Paulding Dr,Dallas,GA,30157-3210,770.445.5100,1610,37.8,42.9,19.3,1620,48.5,34.8,16.8,1661,52,31.5,16.5,1650,54.6,30.3,15.1,1666,50,34.1,15.9,1681,51.6,32.8,15.6,{8D5B5DF7-2AF4-40E0-8845-985E7E641824},
-84.67712700062151,33.895791999539995,1607,6331064,633,Cobb County,1064,McEachern High School,H,09-12,2400 New MacLand Rd,Powder Springs,GA,30127-1765,770.222.3710,2243,59.2,30.2,10.6,2156,58.7,28.8,12.5,2261,53.1,32.2,14.7,2267,60.9,25.7,13.3,2239,57,28,14.9,2342,56.7,30.1,13.2,{A4287AC2-CC5E-4D1F-ABDA-03C88BF161C7},
-84.683093000354404,33.967087000320845,1608,6330192,633,Cobb County,0192,Harrison High School,H,09-12,4500 Due West Rd NW,Kennesaw,GA,30152-3855,678.594.8104,2126,64.2,28.3,7.5,2044,68.2,26.4,5.5,1964,67.6,26.7,5.7,1958,71.3,23.9,4.8,1947,68.4,26.6,5,1990,68.1,25.9,6,{B85EF49B-14EC-4F97-AE40-8606187186BC},
-84.735539000468449,34.035329999864253,1609,6330209,633,Cobb County,0209,Allatoona High School,H,09-12,3300 Dallas Acworth Hwy NW,Acworth,GA,30101-7659,770.975.6503,1630,57.2,34.6,8.2,1864,56.3,33.5,10.2,1773,55.5,34.5,9.9,1790,61.1,29.8,9.1,1820,55,35.5,9.6,1770,58.6,31.3,10.1,{C57E91D8-39E7-4995-8E61-3BD59C16D67E},
-84.627323000908703,33.55816599990942,1610,6600291,660,Fulton County,0291,Creekside High School,H,09-12,7405 Herndon Rd,Fairburn,GA,30213-2781,470.254.4300,1316,57.5,27.3,15.2,1396,43.9,33.3,22.8,1409,51.9,36,12.1,1433,55.8,33.3,10.9,1635,52.6,34.8,12.6,1737,41.5,38.4,20.1,{FB44B3D9-23CA-498F-98DB-858A61D45015},
-84.632101999788816,33.619739000611503,1611,6601110,660,Fulton County,1110,Langston Hughes High School,H,09-12,7501 Hall Rd,Fairburn,GA,30213-1939,470.254.3620,2256,46.2,41.9,11.9,1856,49.5,33.2,17.2,1681,70.1,21.6,8.4,1808,75.6,18.3,6.1,1891,52.5,34.1,13.4,1927,51.3,33.7,15.1,{CB24E586-347C-46E7-885E-A2053AD02B70},
-84.66435699965605,33.675226000230708,1612,6480212,648,Douglas County,0212,New Manchester High School,H,09-12,4925 Highway 92/166,Douglasville,GA,30135-5127,770.651.2700,,,,,1335,51,36.9,12,1535,50.9,36.3,12.8,1688,52.6,36,11.4,1680,45.4,37.4,17.2,1735,45.4,37.9,16.6,{92AAF314-3E71-49DE-8C89-B88CA6700C8B},
-84.657714999580051,33.755838000454183,1613,6480175,648,Douglas County,0175,Lithia Springs Comprehensive High School,H,09-12,2520 E County Line Rd,Lithia Springs,GA,30122-2713,770.651.6700,1835,36.9,37.8,25.2,1533,37.2,39.2,23.6,1484,37.1,35.5,27.4,1416,41.2,37.4,21.4,1483,34,38.7,27.3,1567,29.2,37.6,33.3,{25C143DF-FE55-414F-ADDF-6BA29EF9A198},
-84.576064000193028,33.689100999441486,1614,6605069,660,Fulton County,5069,Westlake High School,H,09-12,2400 Union Rd SW,Atlanta,GA,30331-8023,470.254.6400,2102,60.5,26.3,13.2,1914,57.6,27.8,14.6,1795,56.5,29.4,14.1,1883,58.2,29.2,12.6,2023,52.6,31.6,15.8,2092,64.7,27,8.3,{EDADFA19-812A-418B-97F0-DF050FEFB5BB},
-84.581855000457892,33.806882000378629,1615,6334066,633,Cobb County,4066,Pebblebrook High School,H,09-12,991 Old Alabama Rd SW,Mableton,GA,30126-4109,770.819.2521,2103,43.6,30.8,25.6,1967,45.4,33,21.6,2072,46.4,31.2,22.5,2148,51.7,30.9,17.4,2289,50,32.3,17.7,2524,46,31,23.1,{FE7A456A-0D3A-47CA-9109-4519888E8B82},
-84.519305999376783,33.590805999877638,1616,6600176,660,Fulton County,0176,Banneker High School,H,09-12,6015 Feldwood Rd,College Park,GA,30349-3651,470.254.3410,1310,36.8,35.4,27.7,1239,44.8,31.3,23.9,1461,49.4,30.9,19.8,1537,45.1,30.9,24,1411,55.3,31,13.7,1547,48.7,33.1,18.1,{BCA1532A-27E7-4EC2-BF37-CE618B9B07AE},
-84.518350999964284,33.615076000247129,1617,6601321,660,Fulton County,1321,Wellspring Living,H,06-12,3965 Roosevelt Hwy,Atlanta,GA,30349-2607,678.246.9998,,,,,,,,,,,,,,,,,,,,,,,,,{6C20A45D-5752-45B6-AF3E-4C491A8AC434},
-84.49927299989254,33.591200000158373,1618,6600118,660,Fulton County,0118,Hapeville Charter Career Academy,H,09-12,6045 Buffington Rd,Atlanta,GA,30349-3602,404.766.0101,,,,,535,74.6,18.4,7,681,77.3,16.4,6.3,689,95.3,4.2,0.5,690,94.3,5.3,0.4,678,66.6,26.9,6.5,{29F0ED51-1903-4BBA-B044-459CA7B9550A},
-84.471190999496457,33.615444000221231,1619,6601320,660,Fulton County,1320,Skyview High School,H,09-12,5134 Old National Hwy,College Park,GA,30349-3286,404.418.8812,,,,,,,,,,,,,,,,,,,,,,,,,{9B255C4E-1F99-493B-90F5-D0EB668A964C},
-84.439697000432233,33.609077999782052,1620,6312052,631,Clayton County,2052,North Clayton High School,H,09-12,1525 Norman Dr,College Park,GA,30349-5403,770.994.4035,1118,42.7,33.4,24,899,56.6,30.4,13,848,55.8,28.7,15.5,846,55.9,29.1,15,886,45.9,34.6,19.5,890,46.1,35,18.9,{21E3AF81-CF29-45F7-BBEF-80E725291797},
-84.449947000088116,33.65674499971945,1621,6600383,660,Fulton County,0383,McClarin High School,H,09-12,3605 Main St,College Park,GA,30337-2614,470.254.8080,253,99.1,0.9,0,312,27.1,31.2,41.6,270,28.8,29.1,42.1,262,18.2,24.3,57.5,212,19.6,31.3,49.1,211,33,33.7,33.3,{FEA74A0B-E0D9-4B18-9F26-433FF5DCD740},
-84.436310000041175,33.684618999989539,1622,6600691,660,Fulton County,0691,Tri-Cities High School,H,09-12,2575 Harris St,East Point,GA,30344-2623,470.254.8200,1845,46.1,33.4,20.5,1844,91.1,6.6,2.3,1828,34.1,35.2,30.7,1650,36.6,36,27.5,1702,52.3,29,18.7,1802,44.4,32.3,23.4,{5DB84ECB-3BBE-4AF8-921E-C68A3E91679D},
-84.488759000018149,33.698893999879871,1623,7611409,761,Atlanta Public Schools,1409,Therrell High School,H,09-12,3099 Panther Trl SW,Atlanta,GA,30311-5423,404.802.5300,,,,,,,,,,,,,,,,,,,,,842,41.7,34.8,23.5,{E03D675A-0FAC-4440-B6F0-E786A5DD994E},
-84.50384100033007,33.734129999604583,1624,7610182,761,Atlanta Public Schools,0182,Mays High School,H,09-12,3450 Benjamin E Mays Dr SW,Atlanta,GA,30331-1906,404.802.5100,1518,38.1,34.8,27.1,1429,38.5,34.5,27,1585,36.4,33.7,29.9,1562,38.9,33.1,28,1707,37,35.3,27.8,1742,27.3,31.7,41,{6646C24C-8D0F-4276-A901-8E77C1DBE048},
-84.478168000090264,33.788706999739269,1625,7611410,761,Atlanta Public Schools,1410,Corretta Scott King Womens' Leadership Academy,H,06-12,1190 Northwest Dr NW,Atlanta,GA,30318-4515,404.802.4900,,,,,,,,,,,,,,,,,,,,,504,31.7,41.7,26.6,{070F4CE8-5BE2-4653-ADFF-863CDFF27451},
-84.469487999361135,33.760736999592915,1626,7614058,761,Atlanta Public Schools,4058,Douglass High School,H,09-12,225 Hamilton E Holmes Dr NW,Atlanta,GA,30318-7421,404.802.3100,1284,33.5,33,33.4,1024,26.1,31.6,42.3,952,25.7,31.2,43.1,808,23.3,34.1,42.5,826,26.8,33.8,39.5,875,20,30.2,49.9,{D92FD7A1-92D8-47C7-AE40-BBC129966528},
-84.450996999780145,33.756108000606723,1627,7610212,761,Atlanta Public Schools,0212,KIPP Atlanta Collegiate,H,09-12,98 Anderson Ave NW,Atlanta,GA,30314-1820,404.326.4858,,,,,130,45.5,44.1,10.5,255,55,33.9,11.1,366,50.9,37.7,11.4,525,25.4,41.3,33.3,638,18.2,47.1,34.7,{D66F2ED8-68F7-43E4-95D5-EEC037C81393},
-84.447855999753628,33.77475000053829,1628,7611411,761,Atlanta Public Schools,1411,B.E.S.T Academy,H,06-12,1190 Northwest Dr NW,Atlanta,GA,30318-4515,404.802.4900,,,,,,,,,,,,,,,,,,,,,515,37.8,38.2,24,{AD5CDEE4-0686-4612-A264-F46E16C92C72},
-84.421780000879863,33.753639999601447,1629,7610315,761,Atlanta Public Schools,0315,Booker T. Washington High School,H,09-12,45 Whitehouse Dr SW,Atlanta,GA,30314-2934,404.802.4600,,,,,,,,,,,,,,,,,835,35.9,30.9,33.2,843,25.2,38,36.8,{E6D4C4A6-7FFF-4053-B729-19BA436A4313},
-84.610466999613749,33.833352999963111,1630,6333056,633,Cobb County,3056,South Cobb High School,H,09-12,1920 Clay Rd,Austell,GA,30106-2202,770.819.2611,1994,53,28.8,18.2,1967,54,27.6,18.4,1965,48,32.5,19.4,1998,52.8,29.2,18,2074,53.1,30.6,16.2,2050,49.9,30.2,19.9,{ED62AF56-E098-4AD1-810A-5DB5E4463BFC},
-84.667421999677927,33.926407000036349,1631,6330707,633,Cobb County,0707,Hillgrove High School,H,09-12,4165 Luther Ward Rd,Powder Springs,GA,30127-1185,678.331.3961,2074,65.8,26.8,7.4,2051,63.4,28.4,8.2,2139,59.3,31.2,9.4,2177,65.8,26.3,7.8,2301,62.6,27.8,9.6,2404,65,25.1,9.9,{7D5D5CD3-E8E7-4E8C-B4EF-109396F9E9DC},
-84.565711000207457,33.891474000177553,1632,6332066,633,Cobb County,2066,Osborne High School,H,09-12,2451 Favor Rd SW,Marietta,GA,30060-7338,770.437.5900,1745,40.5,32.5,27,1666,40.2,35,24.8,1808,39,34.8,26.2,1984,42.6,30.3,27.1,1999,40.6,32.3,27.1,1967,39.3,32.7,28,{D3EFF57C-1D17-476A-9FC6-E2EBD6A7A2CB},
-84.62402400054583,33.999800000441624,1633,6330101,633,Cobb County,0101,Kennesaw Mountain High School,H,09-12,1898 Kennesaw Due West Rd NW,Kennesaw,GA,30152-4221,678.594.8190,2022,63.5,26.7,9.8,1988,64.7,27.1,8.2,2149,61.7,29.4,8.8,2141,67.5,24.7,7.8,2162,66.3,25.5,8.3,2170,66,24.7,9.3,{1D6343C4-AA26-403A-B284-459BE00FF52E},
-84.612719999721563,33.98786599969921,1634,6330807,633,Cobb County,0807,Devereux Ackerman Academy,H,01-12,1291 Stanley Rd NW,Kennesaw,GA,30152-4359,770.427.0147,111,100,0,0,68,100,0,0,59,100,0,0,81,100,0,0,88,99.5,0.5,0,96,99.4,0.6,0,{6712C50B-5E38-43C1-9FB3-E9C7F5584EF5},
-84.64877000046053,34.039430000260595,1635,6332056,633,Cobb County,2056,North Cobb High School,H,09-12,3400 Old 41 Hwy NW,Kennesaw,GA,30144-1072,770.975.6685,2571,58.1,31.7,10.2,2664,57.3,31,11.7,2634,57.5,30.5,11.9,2782,57.4,29.9,12.7,2856,54.1,33.3,12.6,2854,56.2,31.8,12,{166E8CE8-7AF2-42B4-A6D4-A4364C94C15C},
-84.586188000485194,33.9492340003981,1636,7810101,781,Marietta City,0101,Marietta High School,H,09-12,1171 Whitlock Ave SW,Marietta,GA,30064-1932,770.428.2631,2016,53,30.1,16.8,2024,42.7,35.1,22.2,2050,44.2,38,17.8,2125,51.2,31.1,17.7,2061,47.4,37,15.6,2172,43.1,38.5,18.4,{3422CA24-A943-422E-81C1-78794A6C3EE1},
-84.526234000569445,33.889046999476378,1637,6331054,633,Cobb County,1054,Campbell High School,H,09-12,5265 Ward St SE,Smyrna,GA,30080-1944,678.842.6850,2314,48,30.2,21.8,2280,49.1,30.9,20,2342,50.3,30.1,19.6,2394,52.9,29,18.1,2509,52.4,29.4,18.2,2669,52.6,29.8,17.7,{1A1FFD56-9718-46E0-9B81-B9E76A3950BE},
-84.44545499993292,33.866747999900028,1638,7610192,761,Atlanta Public Schools,0192,North Atlanta High School,H,09-12,4111 Northside Pkwy NW,Atlanta,GA,30327-3015,404.802.4700,1243,42,39.2,18.9,1313,40.4,37.8,21.8,1413,44.1,37.5,18.4,1596,46.6,36,17.4,1657,43.3,41.3,15.4,1734,38.8,39.7,21.4,{B67D8BBC-CC4E-483E-8D2E-E36F79122774},
-84.417092999592228,33.917542999727544,1639,6603066,660,Fulton County,3066,Riverwood International Charter School,H,09-12,5900 Raider Dr,Atlanta,GA,30328-4706,470.254.1980,1664,52.5,36.9,10.6,1634,54.9,32.9,12.2,1715,50.1,38.7,11.2,1672,52.7,34,13.3,1551,99.7,0.1,0.2,1542,51,34.9,14.2,{3E66838C-37CD-4DBF-86DA-C066986B6196},
-84.530612000503808,33.953397000104864,1640,7810207,781,Marietta City,0207,George W. Hartmann Center,H,06-12,729 Lawrence St NE,Marietta,GA,30060-2143,770.971.7801,19,100,0,0,20,100,0,0,13,100,0,0,11,97.4,2.6,0,21,100,0,0,21,100,0,0,{5702B517-0901-4BE2-8CBD-321280FF82F9},
-84.478878000026356,33.95953999924199,1641,6331069,633,Cobb County,1069,Wheeler High School,H,09-12,375 Holt Rd NE,Marietta,GA,30068-3560,770.578.3266,2090,61.5,26.3,12.2,2079,58.7,27.7,13.6,2056,60.4,26.8,12.8,2125,63.2,25.6,11.3,2117,59.6,27.9,12.5,2161,60.6,25.1,14.3,{F599DC43-BCD3-4C1F-B0E1-691DCF2AD7A5},
-84.497255999281492,34.011765000056251,1642,6330373,633,Cobb County,0373,Sprayberry High School,H,09-12,2525 Sandy Plains Rd,Marietta,GA,30066-5717,770.578.3200,1813,51.8,34,14.2,1783,51.3,33.4,15.3,1824,44.7,33.7,21.5,1772,54.1,31.4,14.5,1761,50.9,33.1,16.1,1759,51.3,31.7,16.9,{DD399013-4A6A-4569-BBEB-1DD2E4F9264C},
-84.513116000762992,34.064255999950113,1643,6330103,633,Cobb County,0103,Kell High School,H,09-12,4770 Lee Waters Rd,Marietta,GA,30066-1141,678.494.7844,1709,54.7,33.6,11.6,1681,45.6,39.3,15.1,1568,51.8,31.9,16.4,1538,49.4,38,12.6,1548,46.7,38,15.3,1483,47.5,37.4,15.1,{235823C5-4621-4065-83F4-1E8B34E4A98D},
-84.440231000053629,33.990380000280972,1644,6330175,633,Cobb County,0175,Walton High School,H,09-12,1590 Bill Murdock Rd,Marietta,GA,30062-5953,770.578.3225,2676,71.4,21.1,7.4,2636,72,21,7,2636,69.7,22,8.3,2732,72.9,20.3,6.7,2674,67.3,25.1,7.6,2710,69.7,22.6,7.7,{B49009F3-B4B1-40D7-944B-7A53883E75E2},
-84.473911000043529,34.042364000671526,1645,6330381,633,Cobb County,0381,Lassiter High School,H,09-12,2601 Shallowford Rd,Marietta,GA,30066-3038,678.494.7863,2024,56.3,36.2,7.6,2013,55.9,34.8,9.3,1980,55.5,35.5,9,2035,59,31.6,9.5,2131,54.9,33.4,11.6,2176,52.4,35.9,11.7,{232776D2-C8DA-47BA-BFE3-821B7A819BC2},
-84.451958000886492,34.024908999763049,1646,6330188,633,Cobb County,0188,Pope High School,H,09-12,3001 Hembree Rd NE,Marietta,GA,30062-4205,770.578.7900,1814,69.3,23.7,7,1734,64.6,26.7,8.7,1762,55.7,33.3,11,1828,58.3,33.7,8,1929,52.2,35.5,12.3,1982,56.7,32.5,10.9,{F9DB2315-8868-40D2-BE9E-03C2D2369B72},
-84.834285000135907,34.121077000376175,1647,6080198,608,Bartow County,0198,Woodland High School,H,09-12,800 Old Alabama Rd SE,Cartersville,GA,30120-6883,770.606.5870,1723,49.1,32,18.9,1743,11.7,31.5,56.8,1721,34,42.1,23.9,1720,45.7,35.7,18.5,1689,32.8,39,28.1,1643,79.8,18.1,2.1,{26909385-7ECD-4E16-8718-68C7B83BA971},
-84.917720999341256,34.33917800014769,1648,6080105,608,Bartow County,0105,Adairsville High School,H,09-12,519 Old Highway 41 NW,Adairsville,GA,30103-5346,770.606.4151,951,64,26.6,9.4,952,8.8,27.5,63.7,950,32.6,29.5,37.8,941,38.6,39.3,22.1,983,32.4,41,26.5,948,38.1,42.1,19.8,{690DC856-2042-41A2-8BDA-2A23CB769FEA},
-84.790452000059503,34.169969999837406,1649,7672050,767,Cartersville City,2050,Cartersville High School,H,09-12,320 E Church St,Cartersville,GA,30120-3312,770.382.3200,1103,67.3,21.3,11.5,1102,67.3,22.4,10.3,1099,68.3,23.8,7.8,1115,70.6,22.2,7.3,1164,74.7,19.5,5.8,1196,75.5,18.4,6.1,{31597B32-1BCF-4E36-A1D5-F5394228B57A},
-84.763587000762342,34.283044000220393,1650,6080114,608,Bartow County,0114,Cass High School,H,09-12,1000 Colonel Way NE,White,GA,30184-2619,770.606.5800,,,,,1407,12.7,32.2,55.1,1424,43.6,35.3,21.2,1555,47.6,33.6,18.8,1559,40.1,39.3,20.6,1560,39.6,38.4,22,{27A4CCE4-59C5-41B1-A05C-82515A423A56},
-84.828677999287578,34.449659999958435,1651,6640106,664,Gordon County,0106,Sonoraville High School,H,09-12,7340 Fairmount Hwy SE,Calhoun,GA,30701-4023,706.602.0320,1059,45.5,42.8,11.8,1038,40.5,44,15.5,1053,42,44.4,13.6,1014,51.3,35.4,13.3,1085,58.3,30.2,11.5,1097,51.3,34.8,13.9,{46E884E6-9199-4A60-9A04-8B056A1194F3},
-84.924294000344005,34.513393999911216,1652,6640286,664,Gordon County,0286,Gordon Central High School,H,09-12,335 Warrior Path NE,Calhoun,GA,30701-9266,706.629.7391,830,43.7,37.8,18.6,841,43.7,37.7,18.6,855,33.3,44.5,22.2,833,54.9,30.5,14.6,843,49.8,31.4,18.8,902,52.1,29.1,18.8,{2CBA769C-E515-44EA-86AF-E0F3F1B64554},
