OBJECTID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,FDID,FRST_MBRS,EMS_MBRS,TOTALPERS,NUMTRKS,NUMABUL,TOTAL_VEHI,NBR_STA,OWNER,LEVEL_,TYPE,SPECIALTY,EMSLICENSE,EMERPHONE,FRST,PERM_ID,GNIS_ID,GlobalID,last_edited_date
1504,UNCLASSIFIED,DOUGLAS COUNTY FIRE DEPARTMENT STATION 1,770-942-8626,7217 SOUTH SWEETWATER ROAD, ,LITHIA SPRINGS,GA,30122,2462,DOUGLAS,13097,ON THE WEST SIDE OF THE INTERSECTION OF LINDA DR AND S SWEETWATER RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22695127,-84.654099,33.778349,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{7940A024-D19B-4C55-8D9B-15B44A868127},2015-12-30T22:07:46.000Z
1505,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 3,678-518-4800,4394 FIVE FORKS TRICKUM ROAD, ,LILBURN,GA,30047,3218,GWINNETT,13135,"LOCATED SE SIDE OF FIVE FORKS TRICKUM RD SW, .10 MILE NE OF CHESAPEAKE DR SW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22822122,-84.098706,33.857687,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6679, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{BD2D0C33-0DE5-4F21-9841-4D4D50D2A7AE},2015-12-30T22:07:46.000Z
1506,UNCLASSIFIED,FULTON COUNTY FIRE DEPARTMENT STATION 17,404-306-3071,8675 RIDGE ROAD, ,FAIRBURN,GA,30213,1947,FULTON,13121,NW SIDE OF RIDGE RD APPROX 0.12 MILES NE OF CEDAR GROVE RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22820733,-84.670778,33.618832,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6723, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{F88BA506-D167-4A40-942C-A0745E29BFB2},2015-12-30T22:07:46.000Z
1507,UNCLASSIFIED,HENRY COUNTY FIRE DEPARTMENT STATION 11,770-288-6600,792 FLAT ROCK ROAD, ,STOCKBRIDGE,GA,30281,2856,HENRY,13151,ON THE N CORNER OF COWAN DR AND FLAT ROCK RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22808272,-84.195484,33.563712,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{B3841589-FA6F-4304-AA6D-B91390B81C43},2015-12-30T22:07:46.000Z
1508,UNCLASSIFIED,METROATLANTA AMBULANCE SERVICE,770-693-8480,3827 ROSWELL ROAD,SUITE 102,MARIETTA,GA,30062,6262,COBB,13067,ON THE NORTH SIDE OF ROSWELL ROAD IN BETWEEN MT BETHEL DR NE AND INDIAN HILLS PKY NE, , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",16998337,-84.43916,33.978109,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{019A765E-15C2-4A8F-BB68-D3099D16D0F5},2015-12-30T22:07:46.000Z
1509,UNCLASSIFIED,ROSWELL FIRE DEPARTMENT STATION 3,770-641-3730,740 JONES ROAD, ,ROSWELL,GA,30075,2842,FULTON,13121,SW CORNER OF JONES RD AND LAKE CHARLES DR, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22681100,-84.383469,34.046761,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6710, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{B8A7E1ED-57CE-42BE-9B48-20249954AB6B},2015-12-30T22:07:46.000Z
1510,UNCLASSIFIED,METROATLANTA AMBULANCE SERVICE,770-693-8484,595 ARMSTRONG STREET, ,MARIETTA,GA,30060,2305,COBB,13067,ON THE NORTH SIDE OF ARMSTRONG STREET SOUTHEAST IN BETWEEN SOUTH FAIRGROUND STREET SOUTHEAST AND MERRITT STREET SOUTHEAST, , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",22675165,-84.534477,33.948471,NAVTEQ,2007Q2,ONENTITY,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{733275FF-29BA-4A5C-9799-C182DC54260E},2015-12-30T22:07:46.000Z
1511,UNCLASSIFIED,CLAYTON COUNTY FIRE AND EMERGENCY SERVICES STATION 13,770-473-3813,264 NORTH MAIN STREET, ,JONESBORO,GA,30236,3271,CLAYTON,13063,NORTHEAST SIDE OF N MAIN ST BETWEEN GLORIA DR AND W MIMOSA DR, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22720759,-84.356697,33.53278,NAVTEQ,2007Q2,ONENTITY,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{43F60DA8-2EB8-4DD1-9A6D-111A287C64F9},2015-12-30T22:07:46.000Z
1512,UNCLASSIFIED,CHEROKEE COUNTY FIRE AND EMERGENCY SERVICES STATION 7,770-926-3599,1530 BARNES ROAD, ,WOODSTOCK,GA,30188,2902,CHEROKEE,13057,SOUTHEAST SIDE OF BARNES RD. ABOUT .2 MILES NORTHEAST OF TRICKUM RD., , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,104624324,-84.467067,34.107222,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6903, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{6D519F45-0684-4480-8DE9-F701F633B2A5},2015-12-30T22:07:46.000Z
1513,UNCLASSIFIED,ALPHARETTA DEPARTMENT OF PUBLIC SAFETY DIVISION OF FIRE STATION 3,678-297-6283,9600 WESTSIDE PARKWAY, ,ALPHARETTA,GA,30004,4742,FULTON,13121,"LOCATED ON THE NORTHWEST SIDE OF WESTSIDE PKY, BETWEEN ENCORE PKY AND ARTS SMT.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,710920780,-84.301204,34.054229,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6706, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{F2793C56-3911-46F2-9514-92844F864957},2015-12-30T22:07:46.000Z
1514,UNCLASSIFIED,DEKALB COUNTY DEPARTMENT OF FIRE AND RESCUE SERVICES STATION 19,678-406-7750,3253 MERCER UNIVERSITY DRIVE, ,CHAMBLEE,GA,30341,5631,DEKALB,13089,LOCATED ON THE NORTHWEST SIDE OF THE INTERSECTION OF FLOWERS RD S AND MERCER UNIVERSITY DR., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,127181293,-84.256329,33.875728,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6806, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{3014D867-2DDF-4600-B72D-E00FBF3793A8},2015-12-30T22:07:46.000Z
1515,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 16,404-853-7000,1048 SIMPSON ROAD NORTHWEST, ,ATLANTA,GA,30314,2744,FULTON,13121,S SIDE OF SIMPSON RD NW BETWEEN TEMPLE ST NW AND FLOWERS PL NW, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22697112,-84.422045,33.763373,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6759, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{60DC2C98-97DC-43F0-80DB-155C0A0AB298},2015-12-30T22:07:46.000Z
1516,UNCLASSIFIED,SOUTHERN EMERGENCY MEDICAL SERVICES,404-768-1223,2867 3RD AVENUE SOUTHWEST, ,ATLANTA,GA,30315,8903,FULTON,13121,LOCATED IN THE NE CORNER OF THE T-INTERSECTION OF 3RD AVE SW AND 4TH ST SW, , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",22714241,-84.403799,33.676584,NAVTEQ,2007Q2,ONENTITY,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{BAE355B3-3312-43AC-A329-5B592973EED7},2015-12-30T22:07:46.000Z
1517,UNCLASSIFIED,MEDLIN TREATMENT CENTER,770-957-9124,110 EAGLES WALK, ,STOCKBRIDGE,GA,30281,7204,HENRY,13151,ON THE NE CORNER OF ROCKQUARRY RD AND EAGLES WALK, , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",22829904,-84.229185,33.513055,NAVTEQ,2007Q2,ONENTITY,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{0058E67F-D40B-42B8-B880-9BE0F5422AA2},2015-12-30T22:07:46.000Z
1518,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 8,678-518-4800,2295 BRANNAN BOULEVARD, ,GRAYSON,GA,30017,1375,GWINNETT,13135,"LOCATED SW SIDE OF BRANNON BLVD SE, BETWEEN HERRING RD SE AND GRAYSON INDUSTRIAL PKY SE.", , , ,,PHONE,,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,22804022,-83.949176,33.892266,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS,6672, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{65E9B6BA-4D39-4D78-9F25-C02091525B24},2015-12-30T22:07:46.000Z
1519,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 31,404-853-7000,2406 FAIRBURN ROAD SOUTHWEST, ,ATLANTA,GA,30331,5206,FULTON,13121,"LOCATED ON THE EAST SIDE OF FAIRBURN RD, .1 MILES SOUTH OF CAMPBELLTON RD SW.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22713459,-84.51136,33.689051,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6731, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{3DB3E6C4-8524-4D35-8E87-55E50CAC32BC},2015-12-30T22:07:46.000Z
1520,UNCLASSIFIED,MORROW FIRE DEPARTMENT STATION 1,770-961-4008,1500 MORROW ROAD, ,MORROW,GA,30260,1654,CLAYTON,13063,NORTH SIDE OF MORROW RD DIRECTLY ACROSS FROM HAMMACK DR, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,716204511,-84.341396,33.583457,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6843,3105,0,0,25,0,0,0,1,LOCAL, ,CAREER, , , ,Y, , ,{DE60AAF6-9A81-42AF-8260-F377209E0B97},2015-12-30T22:07:46.000Z
1521,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 7,404-853-7000,535 WEST WHITEHALL STREET SOUTHWEST, ,ATLANTA,GA,30310,1940,FULTON,13121,LOCATED ON THE SOUTHWEST CORNER OF OAK ST SW AND W WHITEHALL ST SW., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,111691976,-84.412152,33.740731,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6760, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{0FF194F4-1B5A-47FD-B201-699F417FEC7F},2015-12-30T22:07:46.000Z
1522,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 32 - AIRPORT DIVISION,404-761-6049,8500 NORTH TERMINAL PARKWAY,HARTSFIELD INTERNATIONAL AIRPORT,ATLANTA,GA,30320,0,CLAYTON,13063,"LOCATED E SIDE OF N TERMINAL PKY, .11 MILE SE OF CAMP CREEL PKY.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,127191379,-84.444956,33.641453,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6745, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{D7D4F0F8-4F12-4E4E-8DC6-8118CA893F37},2015-12-30T22:07:46.000Z
1523,UNCLASSIFIED,COBB COUNTY FIRE DEPARTMENT STATION 15,770-528-8000,3892 OAK LANE, ,MARIETTA,GA,30062,5861,COBB,13067,SW CORNER OF OAK LN AND JOHNSON FERRY RD NE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22685558,-84.436559,34.004637,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6856, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{26506B8C-D437-4FB5-952D-0E526A1AE639},2015-12-30T22:07:46.000Z
1524,UNCLASSIFIED,HENRY COUNTY FIRE DEPARTMENT STATION 6,770-288-6600,680 FAIRVIEW ROAD, ,STOCKBRIDGE,GA,30281,1036,HENRY,13151,ON THE SOUTH SIDE OF THE INTERSECTION OF BLACK OAK COURT AND FAIRVIEW ROAD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,114458717,-84.222855,33.607432,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6664, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{11093C55-EE62-4095-AC4D-A1B7CCEB5910},2015-12-30T22:07:46.000Z
1525,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 10,678-518-4800,642 RUSSELL ROAD, ,LAWRENCEVILLE,GA,30043,3636,GWINNETT,13135,"LOCATED S SIDE OF RUSSELL RD NE, .04 MILE W OF BUFORD DR NE", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,23005894,-83.993664,34.006197,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6676, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{4E9273ED-ECF2-4C8B-A889-492F50AFA62E},2015-12-30T22:07:46.000Z
1526,UNCLASSIFIED,MARIETTA FIRE DEPARTMENT STATION 5,770-794-5450,1160 FRANKLIN ROAD, ,MARIETTA,GA,30067,0,COBB,13067,ENTRANCE IS LOCATED ON THE W SIDE OF FRANKLIN RD APRROX 0.02 MILES S OF KINGSTON CT SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22652594,-84.492196,33.924194,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6867, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{BCA43EA3-FF2E-41FA-8A8C-B3D076C1BB3E},2015-12-30T22:07:46.000Z
1527,UNCLASSIFIED,DEKALB COUNTY DEPARTMENT OF FIRE AND RESCUE SERVICES STATION 5,678-406-7750,4013 LAWRENCEVILLE HIGHWAY, ,TUCKER,GA,30084,4620,DEKALB,13089,"LOCATED ON THE SOUTH SIDE OF LAWRENCEVILLE HWY, BETWEEN FELLOWSHIP RD AND TOWNSHIP LN.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22656367,-84.217634,33.849867,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6821, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{3C597B78-6247-42AE-92C1-096D279A65A3},2015-12-30T22:07:46.000Z
1528,UNCLASSIFIED,CHEROKEE COUNTY FIRE AND EMERGENCY SERVICES STATION 19,770-529-9895,100 RIDGE MILL COURT, ,ACWORTH,GA,30102,0,CHEROKEE,13057,ON NORTHEAST CORNER OF RIDGE MILL CT. AND GA-92 INTERSECTION, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,704833667,-84.62373,34.095833,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS,6906, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{5C786D57-824A-4D30-8F3A-AA6AE4F5936C},2015-12-30T22:07:46.000Z
1529,UNCLASSIFIED,DOUGLAS COUNTY FIRE DEPARTMENT STATION 10,770-942-8626,6774 CHURCH STREET, ,DOUGLASVILLE,GA,30134,1718,DOUGLAS,13097,LOCATED ON THE SOUTH CORNER OF WEST CHURCH STREET AND PRAY STREET., , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22818981,-84.749396,33.749922,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS,6798, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{C514BBF3-9A4B-4524-8942-02A57C595695},2015-12-30T22:07:46.000Z
1530,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 18,678-518-4800,3600 STATE HIGHWAY 124, ,DACULA,GA,30019,0,GWINNETT,13135,"LOCATED N SIDE OF GA-124, .02 MILE W OF JIM MOORE RD NE.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,111705982,-83.906686,34.069321,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6688, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{5B9B14DB-5143-4FC5-A246-1BDD04C1CC42},2015-12-30T22:07:46.000Z
1531,UNCLASSIFIED,FAYETTE COUNTY FIRE AND EMERGENCY SERVICES STATION 6,770-460-5730,903 STATE HIGHWAY 85 CONNECTOR, ,BROOKS,GA,30205,0,FAYETTE,13113,LOCATED ON THE WEST SIDE OF GA-85 CONNECTOR BETWEEN PRICE RD AND WOODS RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,127170812,-84.464539,33.3032,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6781, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{862ECA6F-F82A-48BA-B1C3-2CDAF2DAC7C0},2015-12-30T22:07:46.000Z
1532,UNCLASSIFIED,COLLEGE PARK FIRE DEPARTMENT STATION 2,404-669-3781,2336 SULLIVAN ROAD, ,COLLEGE PARK,GA,30337,6302,FULTON,13121,S SIDE OF SULLIVAN RD BETWEEN ST JOE BLVD AND EDISON DR, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22734354,-84.463331,33.624521,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6741, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{33B104F8-F3EC-4865-8559-97AC26A3B4F8},2015-12-30T22:07:46.000Z
1533,UNCLASSIFIED,RURAL/METRO CORPORATION - HEADQUARTERS,678-473-1990,1125 NORTHMEADOW PARKWAY,SUITE 120,ROSWELL,GA,30076,3870,FULTON,13121,"LOCATED ON THE EAST SIDE OF NORTHMEADOW PKY, BETWEEN GA-120 AND HEMBREE RD.", , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",22680108,-84.314929,34.064185,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{046C2B54-D5CC-47E6-87C2-A98B2A3BEBF9},2015-12-30T22:07:46.000Z
1534,UNCLASSIFIED,HENRY COUNTY FIRE DEPARTMENT STATION 4,770-288-6600,1092 KEYS FERRY ROAD, ,MCDONOUGH,GA,30252,6103,HENRY,13151,ON THE SOUTH SIDE OF KEYS FERRY ROAD BETWEEN MACKEY ROAD AND SANDY RIDGE ROAD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,716456055,-84.007215,33.417762,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS,6658, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{397C7E05-1BA2-4AF5-928D-B0B98FB6B044},2015-12-30T22:07:46.000Z
1535,UNCLASSIFIED,FULTON COUNTY FIRE DEPARTMENT STATION 19,404-699-4209,3965 AERO DRIVE,FULTON COUNTY AIRPORT,ATLANTA,GA,30336,1512,FULTON,13121,NW SIDE OF AERO DR NW APPROX 0.11 MILES NE OF AVIATION CIR NW, , , ,,PHONE,,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,22695320,-84.517429,33.778172,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS,6736, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{3C299E60-B62E-40B1-B34B-C2FDF5AFF87C},2015-12-30T22:07:46.000Z
1536,UNCLASSIFIED,FULTON COUNTY FIRE DEPARTMENT STATION 5,770-306-3177,3175 BETHSAIDA ROAD, ,FAIRBURN,GA,30213,3103,FULTON,13121,LOCATED ON THE NORTH SIDE OF THE INTERSECTION OF BUCK CREEK DRIVE AND BETHESDA ROAD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22736693,-84.493265,33.561855,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6727, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{BE1053CA-1209-4D1E-9D0F-17DAC0A6B633},2015-12-30T22:07:46.000Z
1537,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 7,678-518-4800,3288 STATE HIGHWAY 120, ,DULUTH,GA,30096,0,GWINNETT,13135,"LOCATED NE SIDE OF GA-120, .06 MILE SE OF HALL CIR NW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22700256,-84.137463,33.997097,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6686, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{A011C8A9-4174-4678-A3B1-99D641D659AF},2015-12-30T22:07:46.000Z
1538,UNCLASSIFIED,ATLANTA FIRE AND RESCUE - TRAINING ACADEMY,404-624-0654,407 ASHWOOD AVENUE, ,ATLANTA,GA,30315,6003,FULTON,13121,N SIDE OF ASHWOOD AVE APPROX 0.09 MILES W OF BOND DR SW, , , ,,PHONE,,MANUAL,611519,FIRE FIGHTER TRAINING SCHOOLS,22712147,-84.401674,33.705365,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6766, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{AF24AAE9-0EC9-42CE-AF54-B5BBA356D5A1},2015-12-30T22:07:46.000Z
1539,UNCLASSIFIED,GWINNETT COUNTY FIRE AMD EMERGENCY SERVICES STATION 13,678-518-4801,343 UNITED STATES HIGHWAY 23, ,SUWANEE,GA,30024,0,GWINNETT,13135,"LOCATED NW SIDE OF US-23, BETWEEN TOWN CENTER AVE NW AND SUWANEE DAM RD NW", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,127201943,-84.065461,34.056973,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6668, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{99E85BC7-EEDE-47EE-ACB0-F32B8564537B},2015-12-30T22:07:46.000Z
1540,UNCLASSIFIED,DEKALB COUNTY DEPARTMENT OF FIRE AND RESCUE SERVICES STATION 4,678-406-7750,4540 FLAKES MILL ROAD, ,ELLENWOOD,GA,30294,1919,DEKALB,13089,LOCATED ON THE SOUTHEAST CORNER OF RIVER RD AND FLAKES MILL RD., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,118807851,-84.230898,33.654531,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{24A1A75D-730A-46AD-A841-D8007AE9B8BC},2015-12-30T22:07:46.000Z
1541,UNCLASSIFIED,MEDSTAT AMBULANCE SERVICE,404-763-2273,2967 METROPOLITAN PARKWAY SOUTHWEST, ,ATLANTA,GA,30315,7917,FULTON,13121,"LOCATED ON THE WEST SIDE OF METROPOLITAN PKY SW, BETWEEN GRAND AVE SW AND MT ZION RD SW.", , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",22714511,-84.408656,33.674291,NAVTEQ,2007Q2,ONENTITY,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{83B39D7A-DF8B-4768-B9C6-119FC98BEC96},2015-12-30T22:07:46.000Z
1542,UNCLASSIFIED,SMYRNA FIRE DEPARTMENT STATION 1,770-434-6667,2620 ATLANTA ROAD, ,SMYRNA,GA,30080,2118,COBB,13067,SW SIDE OF ATLANTA RD APPROX 0.04 MILES SE OF HILL ST SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22676665,-84.516433,33.889237,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6870,3302,0,0,70,0,0,0,4,LOCAL, ,CAREER, , , ,Y, , ,{2C4A2D07-95DC-4B51-9D4E-E81275E6D8E8},2015-12-30T22:07:46.000Z
1543,UNCLASSIFIED,RURAL/METRO CORPORATION,770-476-1600,10205 MEDLOCK BRIDGE PARKWAY, ,ALPHARETTA,GA,30022,8133,FULTON,13121,LOCATED ON THE NORTH CORNER OF MEDRIDGE DR AND MEDLOCK BRIDGE PKY., , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",22648544,-84.187051,34.029408,NAVTEQ,2007Q2,ONENTITY,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{3CF7CF49-66DE-422B-9DDE-1930E73A2D46},2015-12-30T22:07:46.000Z
1544,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 20,678-518-4800,1801 CRUSE ROAD, ,LAWRENCEVILLE,GA,30044,2322,GWINNETT,13135,"LOCATED NW SIDE OF CRUSE RD NW, .03 MILE NE OF FIRE STA NW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22796809,-84.056714,33.955556,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6681, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{DAE96899-9AA4-4934-A58D-91DB4D75B6EB},2015-12-30T22:07:46.000Z
1545,UNCLASSIFIED,CHEROKEE COUNTY FIRE AND EMERGENCY SERVICES STATION 2,770-735-2091,388 GROOVER STREET, ,BALL GROUND,GA,30107,2904,CHEROKEE,13057,SOUTHWEST CORNER OF GROOVER ST AND CIVIC DR INTERSECTION, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,124520509,-84.374265,34.338165,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6888, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{54567EC4-0B0F-407D-9D76-7B33656B7BD4},2015-12-30T22:07:46.000Z
1546,UNCLASSIFIED,FAYETTE COUNTY FIRE AND EMERGENCY SERVICES STATION 5,770-305-5414,1830 SOUTH STATE HIGHWAY 85, ,FAYETTEVILLE,GA,30215,0,FAYETTE,13113,LOCATED ON THE EAST SIDE OF GA-85 S APPROX. 0.2 MILES NORTHEAST OF BERNHARD RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,114448484,-84.429209,33.507382,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6783, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{D7F36BF5-B224-4B9D-9CA7-8577CF4FDD41},2015-12-30T22:07:46.000Z
1547,UNCLASSIFIED,FULTON COUNTY FIRE DEPARTMENT HEADQUARTERS,404-505-5700,3977 AVIATION CIRCLE,FULTON COUNTY AIRPORT,ATLANTA,GA,30336,1514,FULTON,13121,SW SIDE OF AVIATION CIR APPROX 0.37 MILES NW OF FULTON INDUSTRIAL BLVD, , , ,,PHONE,,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,22695903,-84.520528,33.776206,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS,6735,6002,0,0,454,0,0,0,22,LOCAL, ,CAREER, , , ,Y, , ,{1C60CE88-13B7-4D14-BD8B-84CC62961788},2015-12-30T22:07:46.000Z
