OBJECTID,FeatureID,NbrhdID,DevName,DevType,DevPhase,PlatDate,PathToPlatGeo,PathToPlatNotGeo,PathToPlatGeoWeb,PathToPlatNotGeoWeb,PlatType,Comments,GlobalID,created_date,last_edited_date,Shape__Area,Shape__Length
687,NP101241,SA100299,Old Taylor Farms,Subdivision,,2007-03-22T00:00:00.000Z,P:\OldTaylorFarms\plat_geo\20120104pg2.tif,X:\Records\Plats\Old_Taylor_Farms_AKA_Rogers_Bridge\Final\20120104.tif,http:\\gis.johnscreekga.gov\docs\OldTaylorFarms\plat_geo\20120104pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Old_Taylor_Farms_AKA_Rogers_Bridge/Final/20120104.tif,Final,,4a59fc71-094d-485c-91e1-3933444d9817,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,66379.23828125,1668.83026204921
688,NP101246,SA100419,Abbotts View,Subdivision,,2004-12-10T00:00:00.000Z,P:\AbbottsView\plat_geo\20050223_pg4.tif,X:\Records\Plats\Abbotts_View\Final\20050223.tif,http:\\gis.johnscreekga.gov\docs\AbbottsView\plat_geo\20050223_pg4.tif,http://gis.johnscreekga.gov/docs_records/Plats/Abbotts_View/Final/20050223.tif,Final,,34819e7f-cdd4-4a70-a974-03a8b6819a04,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,20540.30078125,982.035855707324
689,NP101247,SA100419,Abbotts View,Subdivision,,2004-12-10T00:00:00.000Z,P:\AbbottsView\plat_geo\20050223_pg3.tif,X:\Records\Plats\Abbotts_View\Final\20050223.tif,http:\\gis.johnscreekga.gov\docs\AbbottsView\plat_geo\20050223_pg3.tif,http://gis.johnscreekga.gov/docs_records/Plats/Abbotts_View/Final/20050223.tif,Final,,d97bfdbe-6fa8-464b-ad07-dac3ef0d8c88,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,26971.046875,1380.68546849055
690,NP101248,SA100282,Abbotts Run,Subdivision,Phase 2,2000-10-11T00:00:00.000Z,P:\AbbottsRun\plat_geo\Phase2_20030404_pg2.tif,X:\Records\Plats\Abbotts_Run\Final\Phase2_20030404.tif,http:\\gis.johnscreekga.gov\docs\AbbottsRun\plat_geo\Phase2_20030404_pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Abbotts_Run/Final/Phase2_20030404.tif,Final,,98c1cb1b-e74c-42c9-91ff-d663a1219bcf,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,39323.08203125,1275.49290766099
691,NP101249,SA100282,Abbotts Run,Subdivision,Phase 2,2000-10-11T00:00:00.000Z,P:\AbbottsRun\plat_geo\Phase2_20030404_pg1.tif,X:\Records\Plats\Abbotts_Run\Final\Phase2_20030404.tif,http:\\gis.johnscreekga.gov\docs\AbbottsRun\plat_geo\Phase2_20030404_pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Abbotts_Run/Final/Phase2_20030404.tif,Final,,357189cd-a5f8-461b-87db-dc34de3f0c01,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,39531.72265625,1712.3962714521
692,NP101250,SA100282,Abbotts Run,Subdivision,Phase 2,2000-10-11T00:00:00.000Z,P:\AbbottsRun\plat_geo\Phase2_20030404_pg3.tif,X:\Records\Plats\Abbotts_Run\Final\Phase2_20030404.tif,http:\\gis.johnscreekga.gov\docs\AbbottsRun\plat_geo\Phase2_20030404_pg3.tif,http://gis.johnscreekga.gov/docs_records/Plats/Abbotts_Run/Final/Phase2_20030404.tif,Final,,7a40d004-a9ea-4b56-9b33-5e0cb9ad93dc,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,32415.19921875,1226.25121610038
693,NP101251,SA100282,Abbotts Run,Subdivision,Phase 1,2000-10-11T00:00:00.000Z,P:\AbbottsRun\plat_geo\Phase1A_20001013_pg1.tif,X:\Records\Plats\Abbotts_Run\Final\Phase1A_20001013.tif,http:\\gis.johnscreekga.gov\docs\AbbottsRun\plat_geo\Phase1A_20001013_pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Abbotts_Run/Final/Phase1A_20001013.tif,Final,,9dcf591c-d2e1-49f8-8a22-d611731db6f2,2013-06-13T13:38:48.000Z,2016-02-02T18:32:00.000Z,150794.140625,2236.56180127628
694,NP101252,SA100282,Abbotts Run,Subdivision,Phase 1,2000-10-11T00:00:00.000Z,P:\AbbottsRun\plat_geo\Phase1B_20010918.tif,X:\Records\Plats\Abbotts_Run\Final\Phase1B_20010918.tif,http:\\gis.johnscreekga.gov\docs\AbbottsRun\plat_geo\Phase1B_20010918.tif,http://gis.johnscreekga.gov/docs_records/Plats/Abbotts_Run/Final/Phase1B_20010918.tif,Final,,8cde71e8-a26e-41de-9939-8783c7ac7635,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,27988.8984375,1364.24057350593
695,NP101253,SA100423,Randolph Hall,Subdivision,Unit 3B,1999-06-01T00:00:00.000Z,P:\RandolfHall\plat_geo\Unit3B_1999001.tif,X:\Records\Plats\Randolph_Hall\Final\Unit3B_19990601.tif,http:\\gis.johnscreekga.gov\docs\RandolfHall\plat_geo\Unit3B_1999001.tif,http://gis.johnscreekga.gov/docs_records/Plats/Randolph_Hall/Final/Unit3B_19990601.tif,Final,,874dc238-03d3-4565-8d15-53d91aad2a56,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,31501.125,1149.3962916325
696,NP101254,SA100423,Randolph Hall,Subdivision,Unit 3A,1999-06-01T00:00:00.000Z,P:\RandolfHall\plat_geo\Unit3A_19990601.tif,X:\Records\Plats\Randolph_Hall\Final\Unit3A_19990601.tif,http:\\gis.johnscreekga.gov\docs\RandolfHall\plat_geo\Unit3A_19990601.tif,http://gis.johnscreekga.gov/docs_records/Plats/Randolph_Hall/Final/Unit3A_19990601.tif,Final,,b00601f0-c5ff-4dab-b596-0ebf01137cb0,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,20915.12109375,798.378938044405
697,NP101255,SA100423,Randolph Hall,Subdivision,Unit 4,1999-07-30T00:00:00.000Z,P:\RandolfHall\plat_geo\Unit4_19990730.tif,X:\Records\Plats\Randolph_Hall\Final\Unit4_19990730.tif,http:\\gis.johnscreekga.gov\docs\RandolfHall\plat_geo\Unit4_19990730.tif,http://gis.johnscreekga.gov/docs_records/Plats/Randolph_Hall/Final/Unit4_19990730.tif,Final,,47baf17c-0579-4a51-9bd0-244fddd97dc5,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,63935.58203125,1936.34632575321
698,NP101257,SA100520,Stonegrove Overlook,Subdivision,,2012-06-29T00:00:00.000Z,P:\StonegroveOverlook\plat_geo\StonegroveOverlook_20120629_pg4.tif,"X:\Records\Plats\Stonegrove Overlook (LL 263, 264, 279, 280 Dist 1-1)\Final\StonegroveOverlook20120629.tif",http:\\gis.johnscreekga.gov\docs\StonegroveOverlook\plat_geo\StonegroveOverlook_20120629_pg4.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Stonegrove Overlook (LL 263, 264, 279, 280 Dist 1-1)/Final/StonegroveOverlook20120629.tif",Final,,e57beed8-2563-416a-ad01-40114aa66509,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,21071.27734375,855.524627280326
699,NP101258,SA100520,Stonegrove Overlook,Subdivision,,2012-06-29T00:00:00.000Z,P:\StonegroveOverlook\plat_geo\StonegroveOverlook_20120629_pg5.tif,"X:\Records\Plats\Stonegrove Overlook (LL 263, 264, 279, 280 Dist 1-1)\Final\StonegroveOverlook20120629.tif",http:\\gis.johnscreekga.gov\docs\StonegroveOverlook\plat_geo\StonegroveOverlook_20120629_pg5.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Stonegrove Overlook (LL 263, 264, 279, 280 Dist 1-1)/Final/StonegroveOverlook20120629.tif",Final,,27339b21-6845-4ce9-81d3-2aeec0922d4d,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,10436.00390625,606.236819458227
700,NP101259,SA100520,Stonegrove Overlook,Subdivision,,2012-06-29T00:00:00.000Z,P:\StonegroveOverlook\plat_geo\StonegroveOverlook_20120629_pg6.tif,"X:\Records\Plats\Stonegrove Overlook (LL 263, 264, 279, 280 Dist 1-1)\Final\StonegroveOverlook20120629.tif",http:\\gis.johnscreekga.gov\docs\StonegroveOverlook\plat_geo\StonegroveOverlook_20120629_pg6.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Stonegrove Overlook (LL 263, 264, 279, 280 Dist 1-1)/Final/StonegroveOverlook20120629.tif",Final,,1bc6ef30-4f6d-4e00-bbd4-eaf385908983,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,49866.38671875,1234.04542897956
701,NP101260,SA100520,Stonegrove Overlook,Subdivision,,2012-06-29T00:00:00.000Z,P:\StonegroveOverlook\plat_geo\StonegroveOverlook_20120629_pg7.tif,"X:\Records\Plats\Stonegrove Overlook (LL 263, 264, 279, 280 Dist 1-1)\Final\StonegroveOverlook20120629.tif",http:\\gis.johnscreekga.gov\docs\StonegroveOverlook\plat_geo\StonegroveOverlook_20120629_pg7.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Stonegrove Overlook (LL 263, 264, 279, 280 Dist 1-1)/Final/StonegroveOverlook20120629.tif",Final,,5d8e91bb-ec22-4a5d-85f0-96562c95a317,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,10795.375,764.328378354076
702,NP101261,SA100389,Parsons Run,Subdivision,,2012-06-29T00:00:00.000Z,P:\StonegroveOverlook\plat_geo\StonegroveOverlookpg4.tif,,http:\\gis.johnscreekga.gov\docs\StonegroveOverlook\plat_geo\StonegroveOverlookpg4.tif,,Final,Conveyed to Parsons Run,34ba5849-b10a-4dee-8462-c1a796946d9d,2013-06-13T13:38:48.000Z,2014-01-16T16:53:04.000Z,3696.68359375,408.001183856841
703,NP101263,SA100398,Blackstone,Subdivision,"Unit 2, Phase 2",2003-05-01T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase2_20030501pg2.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit2 Phase2 20030501.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase2_20030501pg2.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit2 Phase2 20030501.tif",Final,,b8325c62-5571-4ac0-8038-29f282b25d92,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,71719.46484375,2859.36723921668
704,NP101265,SA100398,Blackstone,Subdivision,"Unit 2, Phase 3B & 5",2003-12-16T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase3B&5_20031216pg3.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 2 Phase 3B & Phase 5_20031216.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase3B&5_20031216pg3.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 2 Phase 3B & Phase 5_20031216.tif",Final,,5bcc0fb3-1b27-41e6-9a32-2ac34e30f518,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,77832.40234375,2675.84596114568
705,NP101266,SA100398,Blackstone,Subdivision,"Unit 2, Phase 3C",2005-07-06T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase3C_20050706pg4.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 2 Phase 3C 20050706.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase3C_20050706pg4.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 2 Phase 3C 20050706.tif",Final,,fd17a988-b96a-42a0-b628-eecc90501054,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,38773.3203125,1607.2218352446
706,NP101267,SA100398,Blackstone,Subdivision,"Unit 2, Phase 4",2010-02-25T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase4_20100225pg3.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 2 Phase 4 20100225.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase4_20100225pg3.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 2 Phase 4 20100225.tif",Final,,c68e62c4-053a-489b-af7a-d0b477f8478a,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,18421.1015625,802.567150439513
707,NP101268,SA100398,Blackstone,Subdivision,"Unit 2, Phase 6",2002-02-20T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase6-20040803pg2.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 2 Phase 6 20040803.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase6-20040803pg2.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 2 Phase 6 20040803.tif",Final,,886999f6-1eaa-4ba6-aa68-547ec41755cf,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,41394.859375,1520.9593534778
708,NP101271,SA100421,Cambridge,Subdivision,Unit 8,1999-11-17T00:00:00.000Z,P:\Cambridge\plat_geo\Unit8_19991117_pg3.tif,X:\Records\Plats\Cambridge\Final\Unit 8 19991117.tif,http:\\gis.johnscreekga.gov\docs\Cambridge\plat_geo\Unit8_19991117_pg3.tif,http://gis.johnscreekga.gov/docs_records/Plats/Cambridge/Final/Unit 8 19991117.tif,Final,,050f5010-6cab-4cb6-b799-961e506bfa6f,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,36340.78515625,1384.80994592308
709,NP101273,SA100421,Cambridge,Subdivision,Unit 8,1999-11-17T00:00:00.000Z,P:\Cambridge\plat_geo\Unit8_19991117_pg5.tif,X:\Records\Plats\Cambridge\Final\Unit 8 19991117.tif,http:\\gis.johnscreekga.gov\docs\Cambridge\plat_geo\Unit8_19991117_pg5.tif,http://gis.johnscreekga.gov/docs_records/Plats/Cambridge/Final/Unit 8 19991117.tif,Final,,493e0d41-76aa-4537-bbd4-c78a9d50e01f,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,14452.48828125,577.96362825773
710,NP101274,SA100421,Cambridge,Subdivision,Unit 9,2000-04-13T00:00:00.000Z,P:\Cambridge\plat_geo\Unit9_20000413_pg5.tif,X:\Records\Plats\Cambridge\Final\Unit 9 20000413.tif,http:\\gis.johnscreekga.gov\docs\Cambridge\plat_geo\Unit9_20000413_pg5.tif,http://gis.johnscreekga.gov/docs_records/Plats/Cambridge/Final/Unit 9 20000413.tif,Final,,763fbc74-69ee-4679-b975-8104b9e4d4dc,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,9377.7265625,560.539141635717
711,NP101279,SA100318,Coventry at Jones Bridge,Subdivision,,2004-04-08T00:00:00.000Z,P:\CoventryAtJonesBridge\plat_geo\20040408.tif,"X:\Records\Plats\Coventry at Jones Bridge (LL 32, 33 Dist 1-1)\Final\20040408.tif",http:\\gis.johnscreekga.gov\docs\CoventryAtJonesBridge\plat_geo\20040408.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Coventry at Jones Bridge (LL 32, 33 Dist 1-1)/Final/20040408.tif",Final,,2fcb32db-132b-489b-8312-3474501dded7,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,35105.734375,1295.07153233024
712,NP101282,SA100377,Wynbrook,Subdivision,"Unit 1, Phase 1",1993-06-28T00:00:00.000Z,P:\Wynbrook\plat_geo\Unit1Phase1_19930628.tif,X:\Records\Plats\Wynbrook\Final\Unit1Phase1_19930628.tif,http:\\gis.johnscreekga.gov\docs\Wynbrook\plat_geo\Unit1Phase1_19930628.tif,http://gis.johnscreekga.gov/docs_records/Plats/Wynbrook/Final/Unit1Phase1_19930628.tif,Final,,a069cce9-42a6-4190-bc1b-6aec8180c568,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,86551.2265625,3376.0886843354
713,NP101284,SA100377,Wynbrook,Subdivision,"Unit 1, Phase 2",1990-04-23T00:00:00.000Z,P:\Wynbrook\plat_geo\Unit1Phase2_19900423.tif,X:\Records\Plats\Wynbrook\Final\Unit1PHase2_19900423.tif,http:\\gis.johnscreekga.gov\docs\Wynbrook\plat_geo\Unit1Phase2_19900423.tif,http://gis.johnscreekga.gov/docs_records/Plats/Wynbrook/Final/Unit1PHase2_19900423.tif,Final,,ccb74922-5e40-48e2-ad61-2dd0b72aea1d,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,103633.80859375,3540.6613967753
714,NP101285,SA100432,Wynbridge,Subdivision,,1990-10-05T00:00:00.000Z,P:\Wynbridge\plat_geo\19901005.tif,X:\Records\Plats\Wynbrook\Final\19901005.tif,http:\\gis.johnscreekga.gov\docs\Wynbridge\plat_geo\19901005.tif,http://gis.johnscreekga.gov/docs_records/Plats/Wynbrook/Final/19901005.tif,Final,,d0c0d674-940f-4f4a-b653-ec855e6d2725,2013-06-13T13:38:48.000Z,2014-12-04T00:00:00.000Z,63219.125,1945.51670090342
715,NP101286,SA100376,Woodridge,Subdivision,,1993-11-19T00:00:00.000Z,P:\Woodridge\plat_geo\19931119.tif,X:\Records\Plats\Woodridge\Final\19931119.tif,http:\\gis.johnscreekga.gov\docs\Woodridge\plat_geo\19931119.tif,http://gis.johnscreekga.gov/docs_records/Plats/Woodridge/Final/19931119.tif,Final,,b0d7f0f6-902e-4374-bb68-6085b925ce4e,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,52615.62109375,1790.10821495186
716,NP101288,SA100402,Glenhurst,Subdivision,Phase 1,1996-02-28T00:00:00.000Z,P:\Glenhurst\plat_geo\Phase1_19980213pg1.tif,X:\Records\Plats\Glenhurst\Final\Phase1_19980213.tif,http:\\gis.johnscreekga.gov\docs\Glenhurst\plat_geo\Phase1_19980213pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Glenhurst/Final/Phase1_19980213.tif,Final,,65940512-0057-4379-a423-98bde0f1fdc3,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,88767.34765625,3064.27803249873
717,NP101289,SA100402,Glenhurst,Subdivision,Phase 1,1996-02-28T00:00:00.000Z,P:\Glenhurst\plat_geo\Phase1_19980213pg2.tif,X:\Records\Plats\Glenhurst\Final\Phase1_19980213.tif,http:\\gis.johnscreekga.gov\docs\Glenhurst\plat_geo\Phase1_19980213pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Glenhurst/Final/Phase1_19980213.tif,Final,,6afede93-18e2-44b0-9708-4f02bf66070d,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,85073.78125,3123.58640872611
718,NP101290,SA100402,Glenhurst,Subdivision,Phase 1,1996-02-28T00:00:00.000Z,P:\Glenhurst\plat_geo\Phase1_19980213pg3.tif,X:\Records\Plats\Glenhurst\Final\Phase1_19980213.tif,http:\\gis.johnscreekga.gov\docs\Glenhurst\plat_geo\Phase1_19980213pg3.tif,http://gis.johnscreekga.gov/docs_records/Plats/Glenhurst/Final/Phase1_19980213.tif,Final,,792b038a-6f52-42b6-9f19-2df1c9f36791,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,38277.33984375,1332.52565086389
719,NP101291,SA100408,Medlock Bridge,Subdivision,"Unit 8A, Phase 2",1997-05-28T00:00:00.000Z,P:\MedlockBridge\plat_geo\Unit8APhase2_19970528.tif,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\Unit8APhase2_19970528.tif",http:\\gis.johnscreekga.gov\docs\MedlockBridge\plat_geo\Unit8APhase2_19970528.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)/Final/Unit8APhase2_19970528.tif",Final,,ce3a1e9a-92f3-4669-97c7-074b496e0508,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,33406.421875,1358.0094847746
720,NP101295,SA100290,Morton Chase,Subdivision,,1994-04-07T00:00:00.000Z,P:\MortonChase\plat_geo\19940407.tif,"X:\Records\Plats\Morton_Chase (LL 187, 188 Dist 1-1)\Final\19940407.tif",http:\\gis.johnscreekga.gov\docs\MortonChase\plat_geo\19940407.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Morton_Chase (LL 187, 188 Dist 1-1)/Final/19940407.tif",Final,,fb03a79d-9798-4f55-bbb0-da841b75f9b5,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,69751.1171875,3581.66125895539
721,NP101297,SA100408,Medlock Bridge,Subdivision,,1986-09-18T00:00:00.000Z,,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\",,,Final,,e6b2fbf8-9812-45cb-b9ef-badbe45cafdd,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,11265.89453125,571.41462302833
722,NP101299,SA100408,Medlock Bridge,Subdivision,,1986-09-18T00:00:00.000Z,,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\",,,Final,,2b2baacf-678b-4bdd-af02-56a30843d3c6,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,12970.56640625,471.905840241803
723,NP101300,SA100408,Medlock Bridge,Subdivision,,1986-09-18T00:00:00.000Z,,"X:\Records\Plats\Medlock Bridge (LL 258, 259, 260, 283, 284, 285, 301, 302, 303 Dist 1-1)\Final\",,,Final,,c824bbef-8b09-4549-957b-aafc23e9091d,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,43303.83984375,1296.93193964543
724,NP101303,SA100424,Stonehaven,Subdivision,Unit 1,1986-06-04T00:00:00.000Z,P:\Stonehaven\plat_geo\Unit1_19860604.tif,X:\Records\Plats\Stonehaven\Final\Unit1_19860604.tif,http:\\gis.johnscreekga.gov\docs\Stonehaven\plat_geo\Unit1_19860604.tif,http://gis.johnscreekga.gov/docs_records/Plats/Stonehaven/Final/Unit1_19860604.tif,Final,North corner DOES cross a driveway,2531767f-3c52-487a-803e-4a24326714f6,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,79579.046875,2742.83001363822
725,NP101304,SA100424,Stonehaven,Subdivision,Unit 2,1991-02-08T00:00:00.000Z,P:\Stonehaven\plat_geo\Unit2_19910208.tif,X:\Records\Plats\Stonehaven\Final\Unit2_19910208.tif,http:\\gis.johnscreekga.gov\docs\Stonehaven\plat_geo\Unit2_19910208.tif,http://gis.johnscreekga.gov/docs_records/Plats/Stonehaven/Final/Unit2_19910208.tif,Final,,c2d7b82d-50cb-4a99-acb4-2a86ec9536c5,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,133183.47265625,2933.36451652959
726,NP101306,SA100457,River Walk,Subdivision,"Unit 1, Phase 2",1996-12-04T00:00:00.000Z,P:\RiverWalk\plat_geo\Unit1_Phase2_19961204_Recreation.tif,"X:\Records\Plats\Riverwalk (LL F58, F60, F61, 509, 510, 511, 513 Dist 1-1)\Final\Unit1_Phase2_19961204.tif",http:\\gis.johnscreekga.gov\docs\RiverWalk\plat_geo\Unit1_Phase2_19961204_Recreation.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Riverwalk (LL F58, F60, F61, 509, 510, 511, 513 Dist 1-1)/Final/Unit1_Phase2_19961204.tif",Final,,33d5f8b3-8411-4a0e-84eb-cbc983b43635,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,28247.98046875,772.929363507522
727,NP101307,SA100457,River Walk,Subdivision,Unit 5,1999-08-23T00:00:00.000Z,P:\RiverWalk\plat_geo\Unit5_19990823_extra.tif,"X:\Records\Plats\Riverwalk (LL F58, F60, F61, 509, 510, 511, 513 Dist 1-1)\Final\Unit5_19990823.tif",http:\\gis.johnscreekga.gov\docs\RiverWalk\plat_geo\Unit5_19990823_extra.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Riverwalk (LL F58, F60, F61, 509, 510, 511, 513 Dist 1-1)/Final/Unit5_19990823.tif",Final,,0f5ed3b1-3e0c-488f-9ec2-82945e1c5705,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,11365.890625,633.931907746563
728,NP101313,SA100279,River Ridge,Townhomes,,,,,,,,No final plat for this phase,3da99817-6417-4a3e-9ee5-b94c53b845f3,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,52378.70703125,2447.28455999379
729,NP101315,SA100267,Woodland Hills,Subdivision,Unit 2,1983-08-18T00:00:00.000Z,P:\WoodlandHills\plat_geo\Unit2.tif,X:\Records\Plats\Woodland_Hills\Final\Unit2.tif,http:\\gis.johnscreekga.gov\docs\WoodlandHills\plat_geo\Unit2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Woodland_Hills/Final/Unit2.tif,Final,,d9361f9b-8a0a-4996-a3b9-4326d117004f,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,95485.19921875,3403.72882580975
730,NP101316,SA100437,Haynesbrooke,Subdivision,,2006-11-22T00:00:00.000Z,P:\Haynesbrooke\plat_geo\20061122_pg2.tif,"X:\Records\Plats\Haynesbrooke_AKA_10145_Haynes_Bridge (LL 867, 897 Dist 1-2)\Final\20061122.tif",http:\\gis.johnscreekga.gov\docs\Haynesbrooke\plat_geo\20061122_pg2.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Haynesbrooke_AKA_10145_Haynes_Bridge (LL 867, 897 Dist 1-2)/Final/20061122.tif",Final,,218aa6f2-1198-4c40-bdb7-4bbae8a22397,2013-06-13T13:38:48.000Z,2013-06-13T13:38:48.000Z,25034.01171875,1300.7292476698
731,NP101318,SA100476,Abbotts Bridge Place,Townhomes,Unit 1,2006-09-29T00:00:00.000Z,P:\AbbottsBridgePlace\plat_geo\Unit1_20060929_pg4.tif,"X:\Records\Plats\Abbotts Bridge Place (LL 322, 323, 344, 345, 346, 359, 360 Dist 1-1)\Final\Unit I/Unit1_20060929.tif",http:\\gis.johnscreekga.gov\docs\AbbottsBridgePlace\plat_geo\Unit1_20060929_pg4.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Abbotts Bridge Place (LL 322, 323, 344, 345, 346, 359, 360 Dist 1-1)/Final/Unit I/Unit1_20060929.tif",Final,,abd1046b-a3cb-4e71-9bcd-c7374456c362,2013-06-13T13:38:48.000Z,2016-06-01T17:12:40.000Z,37303.734375,817.400112495279
