OBJECTID_1,Status,FACTYPE1,FACTYPE2,ON_OFFROAD,REGION1,REGION2,Signed,Net_Aff,Comments,State_Rte,Surf_Struc,Marked,Signed_Rte,Edited,NAME,FEAT_MOD_D,WIDTH_USFT,Length_Miles,GlobalID,last_edited_date
1540,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Decatur, , , ,No,Hard, , ,Yes, ,July_2008, ,0.042154,{780196CE-E4B3-4F85-815F-153AA7E6E024},
1541,,Conventional Bike Lane,Bike Lane,On,DeKalb County, ,Yes, ,Unknown Local Bike Route,No, , , ,Yes, , , ,0.074562,{0DEE9CEB-3052-4B1E-8E12-050E9F2E02F1},
1542,c,Conventional Bike Lane,Bike Lane,On,DeKalb County, ,Yes, ,Unknown Local Bike Route,No, ,Yes, ,Yes, , , ,0.224181,{63F090D8-FCA1-4F1C-A249-BBF5FECD01CB},
1543,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Cherokee County, ,No,GDOT State Bicycle Route,Unknown State Bike Route,Yes,Hard, , ,,Northern Crescent State Bike Route, , ,5.618747,{674DB54C-E7CA-457B-8D83-5E374D2F970F},
1544,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Fulton Forsyth, ,No,GDOT State Bicycle Route,Unknown State Bike Route,Yes,Hard, , ,,Northern Crescent State Bike Route, , ,1.80058,{85CEBF42-7882-498E-B4CC-70805934E47A},
1545,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Fulton County,Roswell,No,GDOT State Bicycle Route,Unknown State Bike Route,Yes,Hard, , ,Yes,Northern Crescent State Bike Route, , ,7.4338,{F6D31D43-8317-4B42-9CD3-F52045FF42A5},
1546,c,Side Path,Off Road Bike Facility,Off,Rockdale County,Conyers, , , , ,Hard, , ,Yes, , , ,0.802842,{CE77DD1A-54AB-45E3-AA5F-70B3BE12609F},
1547,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, , , ,1.122688,{657F7436-FF5F-4D21-9120-9E0E3CE56858},
1548,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, , , ,1.527269,{6EBBE0F0-AC1F-49A4-A76B-F639932D3B25},
1549,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes,Silver Comet Trail Cumberland Connector,June_2_2008, ,0.44983,{EAC25595-EC8D-43F6-B3BE-3E724F865DB8},
1550,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,Silver Comet Trail Cumberland Connector,No,Hard, ,No,Yes,Silver Comet Trail Cumberland Connector,June_2_2008, ,0.187475,{4A611BF4-345B-40C4-BFDC-F537D956AA01},
1551,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes,Silver Comet Trail Cumberland Connector,June_2_2008, ,0.438549,{82EF4BEC-D460-4BF1-8A2D-14DFFC0A6046},
1552,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,0.133154,{613E3B73-9784-43A0-AAE9-85F8B3E41DD0},
1553,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,No,Hard, ,No,,Columns Drive,June_2_2008, ,2.533621,{3587D07B-2109-4176-A307-B3D5D0B96055},
1554,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,No,Hard, ,No,,Cumberland Parkway,June_2_2008, ,1.014877,{1A73C18D-F67C-48C4-A298-5A67EF0D753C},
1555,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,No,Hard, ,No,,Sandy Plains Road,June_2_2008, ,2.430551,{6DFA3222-14A2-4656-B1F9-AF76B4F5D99C},
1556,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,No,Hard, ,No,,Burnt Hickory Road,June_2_2008, ,2.841516,{698F656B-1F6C-4E82-B5A8-329943B9FAF1},
1557,,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes,Roswell Road Trail,June_2_2008, ,1.67144,{DD73D0DA-4C6C-4C05-9753-BABD40DA49C9},
1558,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,No,Hard, ,No,,Kennesaw-Due West Road,June_2_2008, ,3.801125,{1AD22B93-3072-4AEA-9D04-04BE77314590},
1559,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,No,Hard, ,No,,Stilesboro Road,June_2_2008, ,6.136584,{041A4599-854C-4243-9A78-B1A9581140CA},
1560,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes,Cochran Shoals Trail,June_2_2008, ,1.702306,{38047FCE-32CC-4EFE-8703-A893E2E46FEC},
1561,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,No,Hard, ,No,,Cumberland Boulevard,June_2_2008, ,0.326679,{8023FE82-C349-495E-8F2F-82FFFBB0A3D1},
1562,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,No,Hard, ,No,,Burnt Hickory Road,June_2_2008, ,3.12695,{0774C191-69BE-4292-90EC-9F2703417018},
1563,c,Side Path,Off Road Bike Facility,Off,Cobb County,Marietta, , , ,No,Hard, ,No,Yes,Mountain-to-River Trail,June_2_2008, ,1.797362,{5E799B9C-DA2C-44EF-A5B4-F6FBAF26B85A},
1564,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,No,Hard, ,No,,Chastain Road,June_2_2008, ,2.107674,{DC940CCC-D073-4B16-87CC-F2B69D4EDF56},
1565,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,"Not in Google Earth or Bing Imagery, not corrected",No,Hard, ,No,Null,Deerfield Park Trail,June_3_2008, ,0.457559,{D171102A-8760-4C93-A498-0D4E5C8F0FC4},
1566,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Cobb County,Kennesaw, , , ,No,Hard, ,No,,Kennesaw-Due West Road,June_2_2008, ,0.884927,{3E4E043C-9EC0-4341-B0B0-789DE18576B6},
1567,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,0.588133,{56AB306A-F420-49EE-B46B-E0328FE60EAF},
1568,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,1.491209,{6AB4D321-86A1-4D33-83EC-D9D353AF1F9E},
1569,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,0.470341,{6674A3E3-7FDE-4948-B83C-650CD509188D},
1570,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,0.053787,{AE898B27-CB82-4064-A22C-CE707BE92678},
1571,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,0.444747,{4897230C-97F7-4325-AAE9-90DEDD3DAAA7},
1572,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,0.505397,{2D6050AE-998C-40D2-8F52-CFD6443D5F53},
1573,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,0.620801,{F1BC28FC-A61B-4DA6-9EE2-74A576B9DD8A},
1574,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,Silver Comet Trail Cumberland Connector,No,Hard, ,No,Yes,Silver Comet Trail Cumberland Connector,June_2_2008, ,0.251574,{ED959145-6744-4DAD-8ADD-6F456F0DF12B},
1575,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,Silver Comet Trail Cumberland Connector,No,Hard, ,No,Yes,Silver Comet Trail Cumberland Connector,June_2_2008, ,0.973901,{EC226B15-6C74-4CA5-9FC9-EFAD86000D6F},
1576,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes,Silver Comet Trail Cumberland Connector,June_2_2008, ,0.516779,{52680200-9F92-4AC7-B33F-001C12018DA2},
1577,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,Silver Comet Trail Cumberland Connector,No,Hard, ,No,Yes,Silver Comet Trail Cumberland Connector,June_2_2008, ,0.114681,{13AB39D9-714F-4A94-8AB5-522211F4E19A},
1578,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,0.403344,{0285F7B4-E981-421B-BF80-154B4B9BE65E},
1579,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,0.127112,{DFAF05B5-5C34-4621-844B-000624B15CC7},
1580,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,0.31078,{6D14ABE1-C627-44D9-B035-D17242E46ACB},
1581,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes,Silver Comet Trail,June_2_2008, ,1.590032,{E6250E52-576F-4B05-A037-35A8C56BEE22},
1582,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes, ,June_2_2008, ,0.853854,{E274AD79-01B1-4794-87C3-B3FDFE09110D},
1583,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,Yes,Hard, ,No,,Central State Route, , ,20.052683,{A41D745E-0F0D-4B4C-8122-445D7CB4FA95},
1584,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, ,No,Yes,Silver Comet Trail, , ,9.843654,{D4AA323E-049B-4D78-B252-DB75502B8097},
1585,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,Yes,Hard, ,No,,Northern Crescent State Route, , ,12.845597,{397EAB2C-4FF7-4929-BCCA-3E56209921A9},
1586,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,Yes,Hard, ,No,Yes,March To The Sea State Route, , ,2.521262,{2E2F4013-6BFD-4752-BF8F-7933D5A92489},
1587,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,Yes,Hard, ,No,,March To The Sea State Route, , ,7.283942,{74C473A9-704D-49E4-BF4E-3780B966C9DE},
1588,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,Yes,Hard, ,No,,March To The Sea State Route, , ,3.144386,{2B96B986-C515-4B99-8549-828B1CC317CB},
1589,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,"Not on Google Earth or Bing Imagery, not corrected", ,Hard, , ,Null,Noonday Creek Trail Phase II, , ,0.411295,{F9C1A335-F34C-4B23-A823-11E8085E5275},
1590,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,"Not on Google Earth or Bing Imagery, not corrected", ,Hard, , ,Null,Noonday Creek Trail Phase II, , ,1.883649,{73750482-75D7-47B2-A034-457F2485B324},
1591,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,West Cobb Trail, , ,1.324512,{1BD863B0-663B-4D3C-BFBB-19BC3F1FB3E5},
1592,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,West Cobb Trail, , ,1.757323,{125179A5-F944-41A8-B113-605668A76427},
1593,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Noonday Creek Trail Phase II, , ,0.664676,{F531044E-37BE-40EE-BF19-15B87702330F},
1594,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Noonday Creek Trail Phase II, , ,0.357233,{20762D4B-9C02-48EF-85F0-B539BF3F2185},
1595,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Noonday Creek Trail Phase II, , ,0.861355,{241F3926-CC4B-4B96-B1D3-A5F4F06693C8},
1596,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,couldn't visually find-needs verification, ,Hard, , ,Null,Dallas Highway Streetscape, , ,1.277246,{FEE6F53B-38E0-4CDB-A264-51E6A6706F1E},
1597,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Cheatham Hill Trail, , ,0.908886,{593B4977-494F-4E59-9ECC-32E5433475D2},
1598,,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Lower Roswell Trail, , ,1.893354,{950F1FF1-ACC2-4D7D-9170-C1E8DF7A082B},
1599,,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Lower Roswell Trail, , ,0.94302,{573281BC-CD83-4BF5-94E3-C3D2EF5FAEC4},
1600,,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,East Cobb Trail, , ,1.03548,{184DD0E6-0262-4B99-AD94-EAA9189FF4C8},
1601,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,Bob Callan Trail, ,Hard, , ,Yes,Rottenwood Creek Trail, , ,1.65755,{7B85C274-B156-4307-B902-B8ED66F601DD},
1602,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Interstate North Trail, , ,0.256813,{FC1D9F87-AF49-4210-BAE8-3B6D50551EE8},
1603,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,"Not in Google Earth of Bing Imagery, not corrected", ,Hard, , ,Null,"Bob Callan Trail, Phase 2", , ,0.258292,{50DF7AB4-37A1-4892-9B8B-BBA6F8F4C830},
1604,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,, ,Hard, , ,Yes,Bob Callan Trail, , ,0.397046,{AA4D7954-3A0D-4C89-8295-7EEE1CD5507E},
1605,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,"Not in Google Earth of Bing Imagery, not corrected", ,Hard, , ,Null,"Bob Callan Trail, Phase 2", , ,0.577932,{F0BD0154-CF66-4539-938B-F4EA926555AB},
1606,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,"Not on Google Earth or Bing Imagery, not corrected", ,Hard, , ,Null,Bob Callan Loop Trail, , ,1.077083,{3B89AEF4-0568-49F5-BE38-73E8FAFD8379},
1607,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,Couldn't verify visually - needs work, ,Hard, , ,Null,Al Bishop Trail, , ,0.684048,{AF049801-B4AA-40BB-B717-ADBC7BFBC36D},
1608,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , , ,Hard, , ,,Concord Road Trail, , ,2.242789,{82419A50-9DCF-4C9E-85A1-DC51803AAF55},
1609,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Spring Road Trail, , ,0.976217,{ED39B457-933A-4588-98E4-A4CA83241306},
1610,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,No,Hard, , ,Yes,Spring Road Trail, , ,0.718474,{79C5602E-61B1-4EA2-8A89-BE408EE95158},
1611,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Spring Road Trail, , ,0.723366,{AA7ECE34-F1F1-4C85-A03E-25086A491649},
1612,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,"Not on Google Earth or Bing Imagery, not corrected", ,Hard, , ,Null,Concord Road Trail, , ,0.176515,{C3D0D5BB-C86D-4EFF-A20E-E79B38532967},
1613,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,"Not on Google Earth or Bing Imagery, not corrected", ,Hard, , ,Null,Concord Road Trail, , ,0.374827,{B52767BE-52EE-4881-ADE7-74ABDC0B9DA7},
1614,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,"Not on Google Earth or Bing Imagery, not corrected", ,Hard, , ,Null,Concord Road Trail, , ,0.675,{23B0BED7-62BE-49BA-972E-1AE4288B437E},
1615,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,"Not in Google Earth or Bing Imagery, not corrected", ,Hard, , ,Null,Winchester Forest Park Trail, , ,0.309848,{242BFA70-8900-42FA-B44E-02FE34CD4044},
1616,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,"Not in Google Earth or Bing Imagery, not corrected", ,Hard, , ,Null,Deerfield Park Trail, , ,0.480303,{2AF44C95-53C3-4796-AF80-D37739F99492},
1617,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,"Not in Google Earth or Bing Imagery, not corrected", ,Hard, , ,Null,Winchester Forest Park Trail, , ,0.51572,{B415D84D-0897-4CDD-9072-12E765FD484B},
1618,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,"Not in Google Earth or Bing Imagery, not corrected", ,Hard, , ,Null,Matlock Trail, , ,0.607765,{C81298E5-126A-4EE4-B200-B3B3A61F598D},
1619,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County,Ackworth, , , , ,Hard, , ,Yes,Lake Acworth Trail, , ,0.454412,{648692A9-D7C8-4981-8EB9-19F08DB05BD7},
1620,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Logan Farm Park Trail, , ,0.308394,{307D0EE0-FF73-4CB7-9927-507FCB358B1E},
1621,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,"Not shown on Google Earth or Bing, not corrected", ,Hard, , ,Null,A.L. Burruss Park Trail, , ,0.458139,{ABAF30FF-79C3-4A41-9F4D-16860888423E},
1622,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,"Not on google or bing imagery, not corrected", ,Hard, , ,Null,"University Trail, Phase 1", , ,0.597657,{2B60315B-5123-41B3-A92A-FC6F411AFCFB},
1623,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,"Not shown on Google Earth or Bing, not corrected", ,Hard, , ,Null,Life University Trail, , ,0.287194,{F416F9F2-07FD-4A57-A16E-9A07FB5B6493},
1624,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,couldn't visually find-needs verification, ,Hard, , ,Null,Powder Springs Road Trail, , ,1.064205,{FE552C1D-EFAE-41FB-85CD-C78A8B780E03},
1625,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,couldn't visually find-needs verification, ,Hard, , ,Null,Powder Springs Road Trail, , ,0.254735,{1342D292-7DE8-4149-AA7E-521EDC188AF2},
1626,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Big Shanty, , ,1.556129,{71EB0777-7FE8-4F98-AB21-9F6CA6EF9F21},
1627,c,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , ,, ,Hard, , ,Null,Akers Mill, , ,0.919115,{589175BF-02FE-4743-891D-00ADB6DCC4F8},
1628,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Cobb Galleria Pkwy, , ,0.754107,{19E52F16-DBB6-4928-9962-C692E3490357},
1629,c,Conventional Bike Lane,Bike Lane,On,Cobb County, , , , , ,Hard,Yes, ,Yes, , , ,1.311627,{74507608-F5BC-4238-837A-7098A59CBB2A},
1630,c,Conventional Bike Lane,Bike Lane,On,Cobb County, , , , , ,Hard,Yes, ,Yes,Murray Ave, , ,1.368373,{7372250A-CD41-4401-9DFF-89396E179225},
1631,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,,Hard, ,No,Yes,March To The Sea State Route, , ,0.921259,{F8F6A1CC-FD8D-4117-B0FB-B4891A3562FF},
1632,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Cobb County, , , , ,Yes,Hard, ,No,,March To The Sea State Route, , ,2.857762,{4AB0DFBA-56AF-4AF2-8BDF-6D710CA1DACE},
1633,c,Conventional Bike Lane,Bike Lane,On,Cobb County, , , , , ,Hard, , ,Yes,Greers Chapel Rd/Barrett Lakes Blvd, , ,0.296807,{F6EF979A-6728-4810-87C5-66B72DB0A1DA},
1634,p,Side Path,Off Road Bike Facility,Off,Rockdale County, , , , , ,Hard, , ,Null, , , ,0.629394,{356AB861-F49B-457F-B8FB-A64E51A16EEA},
1635,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Rockdale County, , , ,"Not on Google Earth or Bing Imagery, not corrected", ,Hard, , ,Yes, , , ,1.084516,{21F766D2-01BE-46D5-B503-3ABFBFA45653},
1636,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Rockdale County, , , ,No Bing Imagery so not corrected, ,Hard, , ,Yes, , , ,1.46419,{DCB12379-44FC-419F-9C55-AAA96AB4F437},
1637,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes ,Southtowne Trail,2010, ,0.273788,{92333DAB-AC04-44B8-A8E3-EEBD6D7B75C5},
1638,c,Side Path,Off Road Bike Facility,Off,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Westside Trail,2008, ,0.086523,{936C1DA1-2474-4135-9984-865F335F93FC},
1639,c,Side Path,Off Road Bike Facility,Off,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Westside Trail,2008, ,0.607365,{CB94575A-A327-41B4-895A-CBC3D4D8686F},
1640,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Westside Trail,2008, ,0.461943,{32520C0F-8076-4A7F-AA1E-7BC7F53C214B},
1641,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Westside Trail,2008, ,0.118181,{1B19F542-F534-4332-A568-A2FA6FCD69DC},
1642,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Westside Trail,2008, ,0.211545,{41E73F78-1091-4344-8DD0-6D133B5AAEE2},
1643,c,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Westside Trail,2008, ,0.346815,{813F2B75-35D2-49A6-A917-688C87AEE8F5},
1644,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Westside Trail,2008, ,0.237835,{64409847-CB1F-493E-A4C1-B9B53C97D9C9},
1645,c,Side Path,Off Road Bike Facility,Off,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Atlanta BeltLine Trail,2010, ,0.245427,{D9F9D030-3EA6-413F-B79A-6AC1F49968A9},
1646,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Atlanta BeltLine Trail,2010, ,0.143554,{FE6BADCE-0476-40B4-B15A-CE3878991EFB},
1647,c,Conventional Bike Lane,Bike Lane,On,DeKalb County,Atlanta, , ,bike box & green ln only in one direction handle?, ,Hard,Colored pavement (green painted), ,Yes,W Trinity Pl,2011, ,0.031112,{5C51FD85-07FC-4969-8F2D-C522C8F6BE3A},
1648,c,Conventional Bike Lane,Bike Lane,On, ,Atlanta, , , , ,Hard, , ,Yes,5th St,2013, ,0.177896,{E6C45B4F-F036-4DC2-9F38-E9AEC8910318},
1649,c,Conventional Bike Lane,Bike Lane,On, ,Atlanta, , , ,No,Hard,Colored pavement (green painted), ,Yes,5th St,2013, ,0.03584,{FDE8F5E0-A988-429F-A36E-D91E8643AB99},
1650,c,Conventional Bike Lane,Bike Lane,On, ,Atlanta, , , , ,Hard, , ,Yes,W Peachtree St (NB),2013, ,0.335906,{66EDE384-D417-460E-B8E5-FA8D5C912218},
1651,c,Conventional Bike Lane,Bike Lane,On, ,Atlanta, , , ,No,Hard,Colored pavement (green painted), ,Yes,W Peachtree St (NB),2013, ,0.03584,{9ABD5255-C08D-4B94-A817-8F8205C183C9},
1652,f,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta, ,PATH, , ,Hard, , ,Yes,Freedom Park Trail,2008, ,0.109991,{0CD47B85-842D-42F3-ACC7-BC71DFF63926},
1653,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta, ,PATH, , ,Hard, , ,Yes,Freedom Park Trail,2008, ,0.032447,{9700E3BA-590A-4D1B-B385-AC42E39297FC},
1654,,Side Path,Off Road Bike Facility,Off,,Atlanta,,,Added by Charlene based on Bing Imagery,No,Hard,,,Yes,,,,0.287195,{3E368BC6-8E45-46D0-ACF4-2C0ECAAE9EFD},
1655,,Side Path,Off Road Bike Facility,Off,,Atlanta,,,Added by Charlene based on Bing Imagery,No,Hard,,,Yes,,,,0.03074,{CCB630FF-BEC4-411F-83F8-392155A3D092},
1656,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,,Yes,,,No,Hard,,,Yes,Freedom Park Trail,,,0.062028,{AE348575-D6BD-4D06-808E-A18698BB5599},
1657,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,,Yes,,,No,Hard,,,Yes,Freedom Park Trail,,,0.031,{7225DFA3-B0A8-490A-BF77-DAD7F5EF8B83},
1658,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta,,PATH,,,Hard,,,Yes,Freedom Park Trail,,,0.038067,{C6379C1B-ADDE-4C8B-9305-85C591F763AF},
1659,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta,,PATH,,,Hard,,,Yes,Freedom Park Trail,,,0.023921,{6D102F30-B427-4640-BAAF-A0D37E90E211},
1660,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta,,PATH,,No,Hard,,,Yes,Freedom Park Trail,,,0.044529,{5CD90D80-7675-45AF-9928-CFB57AB92D86},
1661,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta,,PATH,,No,Hard,,,Yes,Freedom Park Trail,,,0.013257,{778E22EC-D9A9-4376-B5D3-BFA05232376A},
1662,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta,,PATH,,No,Hard,,,Yes,Freedom Park Trail,,,0.041529,{21EA8EE3-F04E-412A-9B72-22C16F369EF8},
1663,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta,,PATH,,No,Hard,,,Yes,Freedom Park Trail,,,0.048048,{1420CB9F-F73E-4F3C-8C64-08E20EFC3150},
1664,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta, ,PATH, ,No,Hard, , ,Yes,Freedom Park Trail,2008, ,0.091452,{C0C6B00E-4A4F-48D0-B4C9-FF5FFD405704},
1665,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta, ,PATH, ,No,Hard, , ,Yes,Freedom Park Trail,2008, ,0.681855,{B3FAAEE2-8E6E-42D4-9D56-E921B7A23084},
1666,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta,,PATH,,,Hard,,,Yes,Freedom Park Trail,2008,,0.007959,{A0FBFCC5-8E47-4705-9647-67A337AD1CE6},
