OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Population__1_yr_and_older,Population_did_not_move,Percent_of_pop_did_not_move,Population_who_moved_last_year,Percent_of_population_who_moved,GlobalID,Pop_Chng_per_SqMi_2000_2010,Pop_Moved_From_Diff_State,Pct_Pop_Moved_Diff_State,Pop_Who_Moved_From_Abroad,Pct_Pop_Moved_From_Abroad
424,050415,13135050415,504.15,ARC 10,2015-05-27T12:35:40.000Z,3524,3165,89.81,330,9.36,{4F6088C6-10D6-4777-8C2D-1FAC031117F3},-165.8,53,1.5,29,0.82
425,050718,13135050718,507.18,ARC 10,2015-05-27T12:35:40.000Z,8007,7505,93.73,502,6.27,{73858F90-818D-41EF-B160-E5379024C7CF},31.3,41,0.51,0,0
426,050427,13135050427,504.27,ARC 10,2015-05-27T12:35:40.000Z,5813,5117,88.03,686,11.8,{3601DB9C-5834-4E3C-A801-BA23B207C3C9},204.8,110,1.89,10,0.17
427,050428,13135050428,504.28,ARC 10,2015-05-27T12:35:40.000Z,6244,5712,91.48,519,8.31,{987B0E7B-227C-4F30-8F3D-DAAB6C75C6C3},14.8,289,4.63,13,0.21
428,050416,13135050416,504.16,ARC 10,2015-05-27T12:35:40.000Z,3307,2966,89.69,341,10.31,{510A7318-E4D7-4264-836D-81E0074ED29A},72.7,86,2.6,0,0
429,050425,13135050425,504.25,ARC 10,2015-05-27T12:35:40.000Z,5278,4827,91.46,437,8.28,{561D691B-0CB8-4646-83E2-B5E9097E81F2},-55.4,36,0.68,14,0.27
430,050526,13135050526,505.26,ARC 10,2015-05-27T12:35:40.000Z,4123,3110,75.43,980,23.77,{9C4CEA7C-123A-4613-BA44-1F3827EB82C0},114.5,60,1.46,33,0.8
431,050431,13135050431,504.31,ARC 10,2015-05-27T12:35:40.000Z,6202,3802,61.3,2400,38.7,{4D815A5B-F0D6-4FE6-A28A-6F409EE9ECA2},1583.8,280,4.51,0,0
432,050426,13135050426,504.26,ARC 10,2015-05-27T12:35:40.000Z,6504,5768,88.68,715,10.99,{204B3B86-819D-4942-B002-72093FEF62A5},-129.4,118,1.81,21,0.32
433,050430,13135050430,504.30,ARC 10,2015-05-27T12:35:40.000Z,5035,4411,87.61,581,11.54,{DBE2F78C-09DD-4C13-8041-3C87C9ABC34C},-18.8,226,4.49,43,0.85
434,009501,13121009501,95.01,ARC 10,2015-05-27T12:35:40.000Z,3813,3392,88.96,393,10.31,{8A74DFFA-80D3-4FCF-87F0-FF1B3D403CB8},-44.1,107,2.81,28,0.73
435,011305,13121011305,113.05,ARC 10,2015-05-27T12:35:40.000Z,4315,2694,62.43,1621,37.57,{E22ACD7A-4C45-4CCC-8BAE-234FB0CEB76F},-1323.6,216,5.01,0,0
436,011306,13121011306,113.06,ARC 10,2015-05-27T12:35:40.000Z,2756,1798,65.24,958,34.76,{69CE1254-7659-47F2-998A-AACC4745D662},-462.9,17,0.62,0,0
437,007706,13121007706,77.06,ARC 10,2015-05-27T12:35:40.000Z,7926,5974,75.37,1952,24.63,{70E7D3B6-0604-4EC3-8EDC-A13581DDEEB3},715.8,298,3.76,0,0
438,007703,13121007703,77.03,ARC 10,2015-05-27T12:35:40.000Z,3413,2935,85.99,478,14.01,{5ABB290C-291D-44BD-96E6-0BB114C3E2BD},-61.2,94,2.75,0,0
439,003700,13121003700,37,ARC 10,2015-05-27T12:35:40.000Z,117,117,100,0,0,{0EE9D824-BA25-45D1-B336-A8F230A65E48},,0,0,0,0
440,011202,13121011202,112.02,ARC 10,2015-05-27T12:35:40.000Z,5529,4546,82.22,935,16.91,{5D2A4FF4-3929-4D06-A085-BF901B8EB792},-1226.7,243,4.4,48,0.87
441,011100,13121011100,111,ARC 10,2015-05-27T12:35:40.000Z,2148,1809,84.22,339,15.78,{AE53B8E0-AC06-428B-84B9-551AADADF093},-446.9,108,5.03,0,0
442,011201,13121011201,112.01,ARC 10,2015-05-27T12:35:40.000Z,3482,2495,71.65,987,28.35,{4B6D2914-2B34-4031-8657-A36D1C833C89},-1516,78,2.24,0,0
443,011303,13121011303,113.03,ARC 10,2015-05-27T12:35:40.000Z,7608,6309,82.93,1241,16.31,{83393899-9D9A-40F9-9336-F555779D7307},299.6,105,1.38,58,0.76
444,008102,13121008102,81.02,ARC 10,2015-05-27T12:35:41.000Z,6333,4971,78.49,1362,21.51,{0BFA9D90-89CD-4C24-BE2B-D8C6747B2520},-233.6,116,1.83,0,0
445,007002,13121007002,70.02,ARC 10,2015-05-27T12:35:41.000Z,2530,1866,73.75,664,26.25,{FF5A84E3-A699-4F70-B842-8545E8F24CB1},-946.5,72,2.85,0,0
446,011301,13121011301,113.01,ARC 10,2015-05-27T12:35:41.000Z,5027,4272,84.98,750,14.92,{07AF5784-85CF-4CD6-9B45-40A9454D55EB},-315.5,103,2.05,5,0.1
447,001202,13139001202,12.02,ARC 20,2015-05-27T12:35:41.000Z,5753,5120,89,633,11,{BA2F26A8-5268-4831-B8DA-52F54CC45D24},97.4,46,0.8,0,0
448,000101,13139000101,1.01,ARC 20,2015-05-27T12:35:41.000Z,4462,3895,87.29,538,12.06,{D35FD7B0-1910-4FBA-8773-B273662D25C4},45.1,11,0.25,29,0.65
449,000701,13139000701,7.01,ARC 20,2015-05-27T12:35:41.000Z,5841,4809,82.33,1032,17.67,{41B99ACA-D2BF-4DE9-9FCA-10B67769976A},139.6,26,0.45,0,0
450,000702,13139000702,7.02,ARC 20,2015-05-27T12:35:41.000Z,4651,4362,93.79,289,6.21,{A4292983-F8BB-4B46-BBF2-6B383AAF9247},168.2,15,0.32,0,0
451,000102,13139000102,1.02,ARC 20,2015-05-27T12:35:41.000Z,3554,3128,88.01,394,11.09,{60264DF6-7A94-41F1-A627-82C96DBEECBA},8.1,17,0.48,32,0.9
452,000201,13139000201,2.01,ARC 20,2015-05-27T12:35:41.000Z,5883,5674,96.45,209,3.55,{BFB3A156-DADB-4428-B085-A069C44ACC4B},14.7,0,0,0,0
453,000302,13139000302,3.02,ARC 20,2015-05-27T12:35:41.000Z,6710,6136,91.45,574,8.55,{B5E23B16-2601-4837-9985-E634607905F5},54,55,0.82,0,0
454,000900,13139000900,9,ARC 20,2015-05-27T12:35:41.000Z,4639,3554,76.61,1001,21.58,{99C315FE-7277-4364-B13F-9F6363F320EA},86.1,81,1.75,84,1.81
455,000500,13139000500,5,ARC 20,2015-05-27T12:35:41.000Z,7341,6101,83.11,1240,16.89,{DC92D8D9-6AE0-43C8-9F44-710A6FFFE976},3,107,1.46,0,0
456,001402,13139001402,14.02,ARC 20,2015-05-27T12:35:41.000Z,5031,4475,88.95,556,11.05,{C5F62799-A9C3-4CEA-968A-E941703B7B75},95.1,4,0.08,0,0
457,001002,13139001002,10.02,ARC 20,2015-05-27T12:35:41.000Z,5823,5366,92.15,457,7.85,{B9D19D1E-49FD-4FB7-A96E-2312E8B3C437},63.8,78,1.34,0,0
458,000800,13139000800,8,ARC 20,2015-05-27T12:35:41.000Z,3426,2796,81.61,603,17.6,{532792DF-128A-4BDB-8962-3336F4E15046},-93.7,26,0.76,27,0.79
459,000600,13139000600,6,ARC 20,2015-05-27T12:35:41.000Z,5908,4376,74.07,1532,25.93,{03B5C933-19EF-4E27-9AD9-706029FA96D4},42.7,448,7.58,0,0
460,000400,13139000400,4,ARC 20,2015-05-27T12:35:41.000Z,5712,4921,86.15,759,13.29,{5A058100-D67F-493A-A1A1-256482A1E18E},83.9,120,2.1,32,0.56
461,007604,13121007604,76.04,ARC 10,2015-05-27T12:35:41.000Z,2263,1482,65.49,781,34.51,{CF8330CA-19D5-4FBD-878F-644C542C8413},177.5,114,5.04,0,0
462,007704,13121007704,77.04,ARC 10,2015-05-27T12:35:41.000Z,4680,3652,78.03,989,21.13,{A11EA7B0-29ED-4AA7-8192-2655262285D3},-26.9,83,1.77,39,0.83
463,007603,13121007603,76.03,ARC 10,2015-05-27T12:35:41.000Z,4982,3400,68.25,1563,31.37,{9F651B24-72E1-4FC1-8E12-0332A6067F51},-15,272,5.46,19,0.38
464,011427,13121011427,114.27,ARC 10,2015-05-27T12:35:41.000Z,6395,5510,86.16,777,12.15,{18F959E1-25E6-4AB8-8849-D70B3E98F579},211.1,138,2.16,108,1.69
465,011616,13121011616,116.16,ARC 10,2015-05-27T12:35:41.000Z,4658,3553,76.28,1088,23.36,{18B95CB1-1581-4645-8430-C51CCDFDD89E},234.5,698,14.98,17,0.36
466,011617,13121011617,116.17,ARC 10,2015-05-27T12:35:41.000Z,7041,6497,92.27,531,7.54,{8C22CFD9-C25A-45E1-BE24-8049A5C26A07},582.4,137,1.95,13,0.18
467,011611,13121011611,116.11,ARC 10,2015-05-27T12:35:41.000Z,6524,5153,78.99,1276,19.56,{5EB21EAA-C016-48DA-9C33-CC594BB6E39B},413.6,457,7,95,1.46
468,010800,13121010800,108,ARC 10,2015-05-27T12:35:41.000Z,6304,4449,70.57,1811,28.73,{A399DC7D-FC07-4A94-BA96-735D89F8DAE4},91.4,0,0,44,0.7
469,980000,13121980000,9800,ARC 10,2015-05-27T12:35:41.000Z,0,0,,0,,{606B6AD3-8EA5-4127-8699-24DE82F5F66D},,0,,0,
470,004300,13121004300,43,ARC 10,2015-05-27T12:35:41.000Z,2490,1614,64.82,847,34.02,{FA04ED5A-DE03-43B4-A60E-717114350D22},-1745,392,15.74,29,1.16
471,008904,13121008904,89.04,ARC 10,2015-05-27T12:35:41.000Z,5234,4156,79.4,975,18.63,{CE6994AF-19CD-4ECB-9C73-3ED4C4DDA491},266.7,301,5.75,103,1.97
472,008903,13121008903,89.03,ARC 10,2015-05-27T12:35:41.000Z,2488,1942,78.05,541,21.74,{AF791A73-EE3D-4C65-8269-BBA447F9D762},-1160,366,14.71,5,0.2
473,001001,13121001001,10.01,ARC 10,2015-05-27T12:35:41.000Z,1866,1117,59.86,639,34.24,{FD53941D-7325-4058-AEC9-A4EF8A4DB193},1765,216,11.58,110,5.89
474,009101,13121009101,91.01,ARC 10,2015-05-27T12:35:41.000Z,4571,2960,64.76,1584,34.65,{FD889EC2-D476-4A10-AEAB-B65E669D7613},-212.9,255,5.58,27,0.59
475,001201,13121001201,12.01,ARC 10,2015-05-27T12:35:41.000Z,3518,2308,65.61,1154,32.8,{FCD94DC9-F7BF-439D-86D0-8908071E72B5},5035,419,11.91,56,1.59
476,001202,13121001202,12.02,ARC 10,2015-05-27T12:35:41.000Z,3575,2265,63.36,1231,34.43,{83416E05-C801-4256-B84C-6677BA47CAA0},11070,288,8.06,79,2.21
477,009102,13121009102,91.02,ARC 10,2015-05-27T12:35:41.000Z,3300,2335,70.76,965,29.24,{D463FAF1-8996-4245-8639-4F5FC3BB73F3},1405,291,8.82,0,0
478,010108,13121010108,101.08,ARC 10,2015-05-27T12:35:41.000Z,4061,3653,89.95,310,7.63,{34D3A145-514F-415B-8C9C-4BE28F6AAD36},-7.5,160,3.94,98,2.41
479,007500,13121007500,75,ARC 10,2015-05-27T12:35:41.000Z,3613,2882,79.77,731,20.23,{296F1B4E-05CE-4567-834D-140FD675AF88},-168.5,52,1.44,0,0
480,008101,13121008101,81.01,ARC 10,2015-05-27T12:35:41.000Z,1096,971,88.59,125,11.41,{D88E7277-CF1A-49F3-B33F-EF8AC72CEBAE},-480,0,0,0,0
481,006000,13121006000,60,ARC 10,2015-05-27T12:35:41.000Z,3243,2223,68.55,1020,31.45,{B9C11916-90B8-4E1D-8919-926F841BA19E},-1455,64,1.97,0,0
482,000700,13121000700,7,ARC 10,2015-05-27T12:35:41.000Z,3451,1527,44.25,1893,54.85,{031EB32A-F354-4D12-A6C7-00CFED299CFA},-1081.4,127,3.68,31,0.9
483,001002,13121001002,10.02,ARC 10,2015-05-27T12:35:41.000Z,8308,3539,42.6,4499,54.15,{56BC3371-0811-4130-8442-2FE236BEEEE6},-1917.1,1341,16.14,270,3.25
484,011410,13121011410,114.10,ARC 10,2015-05-27T12:35:41.000Z,7045,6272,89.03,717,10.18,{64490ABB-F878-419B-A284-FC6F25164D77},32.7,250,3.55,56,0.79
485,010107,13121010107,101.07,ARC 10,2015-05-27T12:35:41.000Z,1866,1708,91.53,158,8.47,{CE4BFDB8-372E-46FD-8417-DE0778AA8696},47.1,33,1.77,0,0
486,011405,13121011405,114.05,ARC 10,2015-05-27T12:35:41.000Z,7244,6207,85.68,1012,13.97,{C593478E-1E7C-4C67-8BE9-EFC4BD9774E5},132.7,208,2.87,25,0.35
487,010106,13121010106,101.06,ARC 10,2015-05-27T12:35:41.000Z,3915,3122,79.74,793,20.26,{120020C3-D091-4880-9CED-5A089A0AE390},111.9,174,4.44,0,0
488,002900,13121002900,29,ARC 10,2015-05-27T12:35:41.000Z,1861,1129,60.67,718,38.58,{03B11DB2-D947-4AF9-9E60-3883B478307F},3966.7,120,6.45,14,0.75
489,010110,13121010110,101.10,ARC 10,2015-05-27T12:35:41.000Z,4573,3607,78.88,951,20.8,{EBAB9779-5D47-4FA6-A9E4-47A0BFA7E733},571,400,8.75,15,0.33
490,010205,13121010205,102.05,ARC 10,2015-05-27T12:35:41.000Z,4919,4181,85,738,15,{0C38ECD8-D5D3-40A3-868A-9D4CD1D4B0CE},165,388,7.89,0,0
491,010210,13121010210,102.10,ARC 10,2015-05-27T12:35:41.000Z,5162,3883,75.22,1279,24.78,{146422C9-53E2-4D50-9AE9-9F9FBBD96750},199.4,315,6.1,0,0
492,010209,13121010209,102.09,ARC 10,2015-05-27T12:35:41.000Z,4968,3087,62.14,1881,37.86,{357C73FA-66CA-47E4-8C7D-EDF97A0CC954},-24,639,12.86,0,0
493,008902,13121008902,89.02,ARC 10,2015-05-27T12:35:41.000Z,6063,4127,68.07,1843,30.4,{DDAE0B96-0F05-4B71-BA1D-73083FE5219F},317.5,253,4.17,93,1.53
494,008500,13121008500,85,ARC 10,2015-05-27T12:35:41.000Z,4669,2660,56.97,2009,43.03,{04312B72-7321-45F5-A484-7FACCDB2EC5D},-682.7,158,3.38,0,0
495,008601,13121008601,86.01,ARC 10,2015-05-27T12:35:41.000Z,4686,3678,78.49,1008,21.51,{26887667-6DAE-461C-B8AA-7F24FC808CC8},-525.9,84,1.79,0,0
496,005800,13121005800,58,ARC 10,2015-05-27T12:35:41.000Z,1447,1137,78.58,310,21.42,{DA6C578A-58BB-4261-B199-2A7261D7CB4A},-1636,74,5.11,0,0
497,007900,13121007900,79,ARC 10,2015-05-27T12:35:41.000Z,5091,4432,87.06,659,12.94,{3F34F0B0-01F1-4024-85D0-B8F0AD6E1C96},107,145,2.85,0,0
498,010601,13121010601,106.01,ARC 10,2015-05-27T12:35:41.000Z,3632,2843,78.28,766,21.09,{B9C1FF95-19E5-45BE-8D33-C77DB1954933},-1088.2,9,0.25,23,0.63
499,008700,13121008700,87,ARC 10,2015-05-27T12:35:41.000Z,4669,3482,74.58,1177,25.21,{4FBAAE20-EE20-44E5-8469-BF2ACDFD1BF9},-12,0,0,10,0.21
500,012300,13121012300,123,ARC 10,2015-05-27T12:35:41.000Z,2408,1792,74.42,616,25.58,{26375946-5889-44AF-AB0B-129A1D2BDB70},-506.4,46,1.91,0,0
501,012000,13121012000,120,ARC 10,2015-05-27T12:35:41.000Z,2551,2111,82.75,440,17.25,{FF58F692-ADDF-4B50-BB1D-5C27311159F1},97.8,62,2.43,0,0
502,011900,13121011900,119,ARC 10,2015-05-27T12:35:41.000Z,2216,1217,54.92,932,42.06,{B450B7BC-47CD-4A3D-A0C8-253F3DFF299E},-253.3,31,1.4,67,3.02
503,011800,13121011800,118,ARC 10,2015-05-27T12:35:41.000Z,3090,1771,57.31,1286,41.62,{E8E3BCF6-EE86-4911-947E-C460CD35BAA9},-20,33,1.07,33,1.07
504,011624,13121011624,116.24,ARC 10,2015-05-27T12:35:41.000Z,4335,3963,91.42,372,8.58,{A5C4A896-8C28-4CDB-851E-0DD83CC172C5},269,137,3.16,0,0
505,003600,13121003600,36,ARC 10,2015-05-27T12:35:41.000Z,1506,877,58.23,609,40.44,{ABC673CF-FE1B-4E60-BBC7-21BE9A73C063},-1475,360,23.9,20,1.33
506,003500,13121003500,35,ARC 10,2015-05-27T12:35:41.000Z,1839,757,41.16,1074,58.4,{562C65C8-06BB-4718-8FEB-759EED1E7DDC},-2938,128,6.96,8,0.44
507,010208,13121010208,102.08,ARC 10,2015-05-27T12:35:41.000Z,3663,2877,78.54,769,20.99,{C07CB1EA-82B8-4F6F-A947-C27726118216},260.8,249,6.8,17,0.46
508,011411,13121011411,114.11,ARC 10,2015-05-27T12:35:41.000Z,6363,5039,79.19,1324,20.81,{A3320B38-83AB-45CF-92F3-ED314A02558C},-164,346,5.44,0,0
509,011412,13121011412,114.12,ARC 10,2015-05-27T12:35:41.000Z,8341,7155,85.78,1152,13.81,{5D5B6E3E-A498-41AD-BCC7-5BEE5663BC82},245.4,119,1.43,34,0.41
510,011414,13121011414,114.14,ARC 10,2015-05-27T12:35:41.000Z,7692,6224,80.92,1417,18.42,{7EA1CCC8-5F76-4243-9DAB-AB8CCE351767},-2.8,274,3.56,51,0.66
511,010603,13121010603,106.03,ARC 10,2015-05-27T12:35:41.000Z,2988,2040,68.27,902,30.19,{488ED335-6F9C-4178-954E-C5A81A84F1AA},-786.7,123,4.12,46,1.54
512,010604,13121010604,106.04,ARC 10,2015-05-27T12:35:41.000Z,3474,2855,82.18,619,17.82,{A98AE303-CA49-4A04-B786-BA4326AF87E9},-1058.9,57,1.64,0,0
513,007300,13121007300,73,ARC 10,2015-05-27T12:35:41.000Z,5918,4530,76.55,1388,23.45,{1D33D807-D746-4398-B685-DA1A9C880ADE},-237.7,14,0.24,0,0
514,010508,13121010508,105.08,ARC 10,2015-05-27T12:35:41.000Z,3445,2793,81.07,652,18.93,{48B4D9D8-62C3-460D-8B10-6F17D86C33DF},522,36,1.04,0,0
515,010507,13121010507,105.07,ARC 10,2015-05-27T12:35:41.000Z,6972,5062,72.6,1805,25.89,{637A1B34-CA03-4635-8501-FD84A4461BE8},301.1,210,3.01,105,1.51
516,010511,13121010511,105.11,ARC 10,2015-05-27T12:35:41.000Z,7417,6325,85.28,1081,14.57,{943C1B81-6CD7-45B6-963D-1D81AC36DECD},490.5,136,1.83,11,0.15
517,011626,13121011626,116.26,ARC 10,2015-05-27T12:35:41.000Z,7067,5976,84.56,1059,14.99,{435F9A61-EA9A-4B8A-8B1A-52E4B1E725C2},1038.6,351,4.97,32,0.45
518,011622,13121011622,116.22,ARC 10,2015-05-27T12:35:41.000Z,9383,8610,91.76,719,7.66,{6FBA6269-0456-4B55-B4CF-D0809BDA091B},440.8,216,2.3,54,0.58
519,011424,13121011424,114.24,ARC 10,2015-05-27T12:35:41.000Z,4945,4145,83.82,779,15.75,{3F445646-183E-451E-AB9A-129D47856D23},342.6,320,6.47,21,0.42
520,011422,13121011422,114.22,ARC 10,2015-05-27T12:35:41.000Z,3850,3303,85.79,547,14.21,{3D62182B-4DDE-4548-9B21-5D38AF05288A},353.1,67,1.74,0,0
521,011505,13121011505,115.05,ARC 10,2015-05-27T12:35:41.000Z,4186,3832,91.54,354,8.46,{59469DBE-3A44-4C2B-A7AF-4B9D2E18A864},79.4,231,5.52,0,0
522,010123,13121010123,101.23,ARC 10,2015-05-27T12:35:41.000Z,4141,2941,71.02,1196,28.88,{52C21EB7-B111-446E-B07F-F833E8DC7B58},-578.2,233,5.63,4,0.1
523,000100,13121000100,1,ARC 10,2015-05-27T12:35:41.000Z,4308,3908,90.71,385,8.94,{0DCC5325-61DF-44A0-BC7D-CC474D3E2847},200,0,0,15,0.35
524,000200,13121000200,2,ARC 10,2015-05-27T12:35:41.000Z,5692,4547,79.88,1081,18.99,{B59FC749-3427-496D-B65B-EBED9ACB6A81},2.7,181,3.18,64,1.12
525,009402,13121009402,94.02,ARC 10,2015-05-27T12:35:41.000Z,4314,3036,70.38,1190,27.58,{808F9F06-B73F-4173-8AB4-4B87D588E00A},-206,278,6.44,88,2.04
526,001100,13121001100,11,ARC 10,2015-05-27T12:35:41.000Z,3263,2209,67.7,1054,32.3,{5CCB294E-CBDB-4AAE-BF89-E366FE720C15},5415,260,7.97,0,0
527,000400,13121000400,4,ARC 10,2015-05-27T12:35:41.000Z,1754,1380,78.68,374,21.32,{C8846ED2-F07B-4087-A9BF-D46722A27DFF},46.7,147,8.38,0,0
528,009200,13121009200,92,ARC 10,2015-05-27T12:35:41.000Z,4918,3040,61.81,1765,35.89,{77657B42-66DF-4448-A1EB-DB5BA2278476},1725.7,185,3.76,113,2.3
529,008201,13121008201,82.01,ARC 10,2015-05-27T12:35:41.000Z,6619,5329,80.51,1290,19.49,{772BCA39-D6D1-47FD-B189-A3F276D33AC2},175.2,22,0.33,0,0
530,007808,13121007808,78.08,ARC 10,2015-05-27T12:35:41.000Z,3915,3251,83.04,664,16.96,{C6B99AB4-E8B8-4387-A178-C7EA742EF464},483.3,0,0,0,0
531,007806,13121007806,78.06,ARC 10,2015-05-27T12:35:41.000Z,5674,4526,79.77,1133,19.97,{59B48EF2-AE1D-423D-8D31-7120CB4129A3},122.6,109,1.92,15,0.26
532,008800,13121008800,88,ARC 10,2015-05-27T12:35:41.000Z,4954,3771,76.12,1183,23.88,{3C3732A8-948B-4CA1-A7F0-07FA8B482A1E},421.8,145,2.93,0,0
533,008602,13121008602,86.02,ARC 10,2015-05-27T12:35:41.000Z,2149,1783,82.97,366,17.03,{43BE5808-841B-4AD4-8D9D-9988EDE31957},-1300,25,1.16,0,0
534,010121,13121010121,101.21,ARC 10,2015-05-27T12:35:41.000Z,1682,1553,92.33,129,7.67,{05D81F5A-6BF7-46E3-B55A-F756B86550F9},547.5,0,0,0,0
535,010119,13121010119,101.19,ARC 10,2015-05-27T12:35:41.000Z,4907,3284,66.92,1588,32.36,{6F10B1DE-A2DF-4547-A1AA-DD55AB9AAFF0},251.3,407,8.29,35,0.71
536,010211,13121010211,102.11,ARC 10,2015-05-27T12:35:41.000Z,3852,3543,91.98,233,6.05,{2311B50F-B417-4525-938F-FC3D899652E3},514,27,0.7,76,1.97
537,009801,13121009801,98.01,ARC 10,2015-05-27T12:35:41.000Z,4117,3642,88.46,475,11.54,{E10CBD38-43B8-47D0-9B1E-9258EB043ED2},290,15,0.36,0,0
538,009603,13121009603,96.03,ARC 10,2015-05-27T12:35:41.000Z,3606,3153,87.44,400,11.09,{D023D1C0-F33C-4691-8A8D-3E6B95F57A9B},1684.3,56,1.55,53,1.47
539,009601,13121009601,96.01,ARC 10,2015-05-27T12:35:41.000Z,2205,1792,81.27,401,18.19,{87662E0B-A18A-45CA-B61B-24D34DFE012D},1743.3,168,7.62,12,0.54
540,007705,13121007705,77.05,ARC 10,2015-05-27T12:35:41.000Z,3842,3229,84.04,580,15.1,{9A0B153F-E789-4910-95C5-7FE8C63A62E7},496.9,172,4.48,33,0.86
541,011612,13121011612,116.12,ARC 10,2015-05-27T12:35:41.000Z,3221,3034,94.19,89,2.76,{472C41E7-9CA5-4E6F-8944-299D49A00464},-353.1,30,0.93,98,3.04
542,011623,13121011623,116.23,ARC 10,2015-05-27T12:35:41.000Z,11495,10057,87.49,1201,10.45,{CD7F676A-D536-4399-A349-32B1E6209AA6},1144.4,458,3.98,237,2.06
543,011625,13121011625,116.25,ARC 10,2015-05-27T12:35:41.000Z,6986,5849,83.72,771,11.04,{D4E87FCF-6189-4A97-BE21-3E1241E2C780},935,259,3.71,366,5.24
544,011619,13121011619,116.19,ARC 10,2015-05-27T12:35:41.000Z,7231,5349,73.97,1770,24.48,{CC3DC8AB-15FD-4C5E-AABA-9193A9EEF3F6},566.4,659,9.11,112,1.55
545,011621,13121011621,116.21,ARC 10,2015-05-27T12:35:41.000Z,6251,5121,81.92,1034,16.54,{6B3F1821-8692-4791-BCDD-F2AF7EA4979A},204.7,565,9.04,96,1.54
546,000500,13121000500,5,ARC 10,2015-05-27T12:35:41.000Z,4355,3409,78.28,898,20.62,{3B777244-B5D3-40B8-98F5-0F6466144769},750,278,6.38,48,1.1
547,009300,13121009300,93,ARC 10,2015-05-27T12:35:41.000Z,4296,3537,82.33,744,17.32,{632E2551-EE6E-42DB-A961-4AD616B5B1D0},-242.2,263,6.12,15,0.35
548,009900,13121009900,99,ARC 10,2015-05-27T12:35:41.000Z,4668,4176,89.46,492,10.54,{EB9D9A3B-158B-4410-BE59-E0E96CE531E3},167.3,238,5.1,0,0
549,009000,13121009000,90,ARC 10,2015-05-27T12:35:41.000Z,3983,3358,84.31,598,15.01,{93428529-BD16-4326-9DC5-FA781517D256},693.3,193,4.85,27,0.68
550,009700,13121009700,97,ARC 10,2015-05-27T12:35:41.000Z,4394,3325,75.67,1055,24.01,{547EA131-34C8-4313-AF68-BB55BF33A84E},-94.3,80,1.82,14,0.32
551,010206,13121010206,102.06,ARC 10,2015-05-27T12:35:41.000Z,5133,4734,92.23,353,6.88,{C6E14E78-1512-4E22-A880-728CFC049F07},9.1,121,2.36,46,0.9
552,010204,13121010204,102.04,ARC 10,2015-05-27T12:35:41.000Z,4942,4509,91.24,372,7.53,{04E210D0-B2BC-42BC-BB29-6311FE4A8025},2.4,190,3.84,61,1.23
553,007100,13121007100,71,ARC 10,2015-05-27T12:35:41.000Z,2739,2554,93.25,163,5.95,{91BAA060-466D-4EF4-8B14-07777ABBA31C},-1778,0,0,22,0.8
554,006801,13121006801,68.01,ARC 10,2015-05-27T12:35:41.000Z,2341,1668,71.25,633,27.04,{A9ED233B-41B7-4A6B-B754-AF1D79A07DDC},-766.7,211,9.01,40,1.71
555,006900,13121006900,69,ARC 10,2015-05-27T12:35:41.000Z,3293,2663,80.87,630,19.13,{E81127E0-5770-46A6-95A1-A3B37DA74831},-113.3,62,1.88,0,0
556,005200,13121005200,52,ARC 10,2015-05-27T12:35:41.000Z,4212,3534,83.9,649,15.41,{13039A9E-C95A-42FF-B2BD-F4AC8CE3D29C},687.8,42,1,29,0.69
557,005000,13121005000,50,ARC 10,2015-05-27T12:35:41.000Z,2046,1680,82.11,366,17.89,{2381672A-229C-413E-AFCF-99092E5D3181},-44,62,3.03,0,0
558,001500,13121001500,15,ARC 10,2015-05-27T12:35:41.000Z,4199,3016,71.83,1044,24.86,{61F0B570-8EB0-408E-8FAF-0EE74C635594},302.5,170,4.05,139,3.31
559,007807,13121007807,78.07,ARC 10,2015-05-27T12:35:41.000Z,3016,2386,79.11,586,19.43,{BE2B149F-8C16-4315-8D28-7137FDF6B3A1},-449.1,0,0,44,1.46
560,010510,13121010510,105.10,ARC 10,2015-05-27T12:35:41.000Z,15287,11871,77.65,3406,22.28,{0C4FD4D6-F95A-43C9-9898-99F695F2A3B6},766.3,246,1.61,10,0.07
561,010512,13121010512,105.12,ARC 10,2015-05-27T12:35:41.000Z,5761,4026,69.88,1735,30.12,{0FAC8507-4F08-44FA-970E-87D2AA91D617},213.9,275,4.77,0,0
562,007802,13121007802,78.02,ARC 10,2015-05-27T12:35:41.000Z,8510,7581,89.08,929,10.92,{E934B14A-B490-475F-8B06-B0E6A199535B},332.6,148,1.74,0,0
563,007805,13121007805,78.05,ARC 10,2015-05-27T12:35:41.000Z,3372,2775,82.3,597,17.7,{6B06A48A-F3B9-4C77-8781-3B26B8C6B4BB},-118.6,13,0.39,0,0
564,011618,13121011618,116.18,ARC 10,2015-05-27T12:35:41.000Z,3913,3098,79.17,734,18.76,{8D8DDF68-F5BD-44F0-A870-A89D495D1FA8},1114.5,300,7.67,81,2.07
565,011610,13121011610,116.10,ARC 10,2015-05-27T12:35:41.000Z,5283,4179,79.1,1104,20.9,{48DB130F-62A6-4806-845C-4063348DF51A},-1.7,233,4.41,0,0
566,011614,13121011614,116.14,ARC 10,2015-05-27T12:35:41.000Z,12266,9107,74.25,2752,22.44,{F1CFCDA4-A50F-473F-A7B7-A5E158BA7C3D},2205.5,1169,9.53,407,3.32
