OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,CHNG_JOBS_2002_07,CHNG_JOBS_AGE_29_YNGR_2002_07,CHNG_JOBS_AGE_30_54_2002_07,CHNG_JOBS_AGE_55_OLDR_2002_07,CHNG_JOBS_1250_LESS_2002_07,CHNG_JOBS_1251_3333_2002_07,CHNG_JOBS_3333_MORE_2002_07,CHNG_PCT_JOBS_29_YNGR_2002_07,CHNG_PCT_JOBS_30_54_2002_07,CHNG_PCT_JOBS_55_OLDR_2002_07,CHNG_PCT_JOBS_1250_LESS_2002_07,CHNG_PCT_JOBS_1251_3333_2002_07,CHNG_PCT_JOBS_3333_MORE_2002_07,CHNG_JOBS_2007_10,CHNG_JOBS_AGE_29_YNGR_2007_10,CHNG_JOBS_AGE_30_54_2007_10,CHNG_JOBS_AGE_55_OLDR_2007_10,CHNG_JOBS_1250_LESS_2007_10,CHNG_JOBS_1251_3333_2007_10,CHNG_JOBS_3333_MORE_2007_10,CHNG_PCT_JOBS_29_YNGR_2007_10,CHNG_PCT_JOBS_30_54_2007_10,CHNG_PCT_JOBS_55_OLDR_2007_10,CHNG_PCT_JOBS_1250_LESS_2007_10,CHNG_PCT_JOBS_1251_3333_2007_10,CHNG_PCT_JOBS_3333_MORE_2007_10,CHNG_JOBS_2010_15,CHNG_JOBS_AGE_29_YNGR_2010_15,CHNG_JOBS_AGE_30_54_2010_15,CHNG_JOBS_AGE_55_OLDR_2010_15,CHNG_JOBS_1250_LESS_2010_15,CHNG_JOBS_1251_3333_2010_15,CHNG_JOBS_3333_MORE_2010_15,CHNG_PCT_JOBS_29_YNGR_2010_15,CHNG_PCT_JOBS_30_54_2010_15,CHNG_PCT_JOBS_55_OLDR_2010_15,CHNG_PCT_JOBS_1250_LESS_2010_15,CHNG_PCT_JOBS_1251_3333_2010_15,CHNG_PCT_JOBS_3333_MORE_2010_15,CHNG_JOBS_2002_15,CHNG_JOBS_AGE_29_YNGR_2002_15,CHNG_JOBS_AGE_30_54_2002_15,CHNG_JOBS_AGE_55_OLDR_2002_15,CHNG_JOBS_1250_LESS_2002_15,CHNG_JOBS_1251_3333_2002_15,CHNG_JOBS_3333_MORE_2002_15,CHNG_PCT_JOBS_29_YNGR_2002_15,CHNG_PCT_JOBS_30_54_2002_15,CHNG_PCT_JOBS_55_OLDR_2002_15,CHNG_PCT_JOBS_1250_LESS_2002_15,CHNG_PCT_JOBS_1251_3333_2002_15,CHNG_PCT_JOBS_3333_MORE_2002_15,GlobalID,last_edited_date
703,13097080603,13097,"Census Tract 806.03, Douglas County",6764,542,ARC 10,3499.87988281,27.23789978,3527.11010742,5.46856022,0.0425592,5.51110983,080603,Douglas,-47,-180,75,58,-325,110,168,-9.5,5.80000019,3.70000005,-17.70000076,7.4000001,10.30000019,-169,-67,-93,-9,-48,-78,-43,-0.5,-0.2,0.69999999,1.60000002,-1.20000005,-0.5,967,306,444,217,442,320,205,-1.29999995,-2.70000005,4.0999999,0.40000001,-0.60000002,0.2,751,59,426,266,69,352,330,-11.30000019,2.9000001,8.39999962,-15.60000038,5.5999999,10,{979242EA-1771-4294-96DB-966F51C72EAC},
704,13097080511,13097,"Census Tract 805.11, Douglas County",9227,560,ARC 10,10511,89.20680237,10600.20019531,16.42340088,0.139386,16.56279945,080511,Douglas,394,133,197,64,171,155,68,0,-2.20000005,2.20000005,3.70000005,-3.70000005,-0.1,-140,-111,-11,-18,-43,-131,34,-5.80000019,6,-0.2,0.60000002,-6,5.4000001,-552,-187,-339,-26,-207,-274,-71,-6,-0.80000001,6.9000001,-1.5,-8.69999981,10.19999981,-298,-165,-153,20,-79,-250,31,-11.89999962,3,8.89999962,2.9000001,-18.39999962,15.5,{776B4C60-AD92-4652-91A4-475149FAE811},
705,13097080304,13097,"Census Tract 803.04, Douglas County",5238,531,ARC 10,2543.97998047,0,2543.97998047,3.9749701,0,3.9749701,080304,Douglas,375,-188,270,293,-404,178,601,-4.80000019,0.80000001,4,-8.80000019,0.30000001,8.5,-234,-254,-29,49,-292,-161,219,-3.29999995,1.79999995,1.5,-3.79999995,-1,4.80000019,579,40,189,350,6,13,560,-1.20000005,-2.5,3.70000005,-2.0999999,-3.5,5.5999999,720,-402,430,692,-690,30,1380,-9.30000019,0.1,9.19999981,-14.60000038,-4.30000019,18.89999962,{07C3CC71-DAAE-447F-8AA6-96E7A12D5BF2},
706,13097080404,13097,"Census Tract 804.04, Douglas County",8366,677,ARC 10,14693.59960938,80.23290253,14773.79980469,22.95870018,0.12536401,23.08410072,080404,Douglas,363,130,173,60,109,138,116,4.5999999,-7.30000019,2.5999999,3.79999995,-5.0999999,1.29999995,-146,-114,-42,10,-52,-41,-53,-9,5.5,3.4000001,-2.0999999,3.29999995,-1.20000005,253,97,108,48,46,71,136,4.5,-5.30000019,0.80000001,-0.80000001,-5.0999999,6,470,113,239,118,103,168,199,0.2,-7.0999999,6.9000001,0.80000001,-6.9000001,6.0999999,{8661A59E-EF30-4926-B79E-87829B6B5C0B},
707,13097080303,13097,"Census Tract 803.03, Douglas County",3930,396,ARC 10,1281.48999023,0,1281.48999023,2.00233006,0,2.00233006,080303,Douglas,104,-15,41,78,-43,21,126,-2.20000005,-1.10000002,3.29999995,-4.4000001,-0.80000001,5.30000019,-97,-85,-57,45,-110,-23,36,-3.20000005,0,3.20000005,-3.9000001,0.60000002,3.29999995,119,2,63,54,64,7,48,-1.20000005,-0.40000001,1.60000002,1.10000002,-1.79999995,0.60000002,126,-98,47,177,-89,5,210,-6.5999999,-1.39999998,8.10000038,-7.0999999,-2,9.19999981,{B0ADB908-39BB-47B1-9232-BE5D7EF3D334},
708,13097080403,13097,"Census Tract 804.03, Douglas County",4689,481,ARC 10,10455.79980469,12.46500015,10468.20019531,16.33720016,0.0194766,16.35659981,080403,Douglas,208,69,104,35,28,29,151,2.29999995,-3.20000005,1,-1.79999995,-7.80000019,9.60000038,255,22,176,57,-6,113,148,-3.5999999,1.70000005,1.89999998,-4.69999981,0.69999999,4,90,-16,51,55,41,-103,152,-2.79999995,-0.40000001,3.20000005,2.20000005,-11,8.89999962,553,75,331,147,63,39,451,-4.0999999,-2,6.0999999,-4.30000019,-18.10000038,22.5,{1D8FCB63-4002-4525-AEDF-6B34CB366515},
709,13097080103,13097,"Census Tract 801.03, Douglas County",7007,667,ARC 10,2486.9699707,3.19804001,2490.16992188,3.88589001,0.00499694,3.89088988,080103,Douglas,863,325,274,264,185,183,495,1.10000002,-3.70000005,2.70000005,-1.10000002,-3.79999995,4.9000001,-1869,-850,-892,-127,-569,-933,-367,-5.80000019,3.5,2.29999995,-0.69999999,-1.20000005,1.79999995,3750,978,2029,743,1095,1209,1446,0.60000002,-2.70000005,2.0999999,0.5,-6,5.4000001,2744,453,1411,880,711,459,1574,-4.19999981,-2.9000001,7.0999999,-1.29999995,-11,12.19999981,{28C8C841-9754-4BA8-AFB6-FF1C2A89CFD2},
710,13097080604,13097,"Census Tract 806.04, Douglas County",9807,694,ARC 10,6829.70019531,82.55449677,6912.25,10.67140007,0.12899099,10.80039978,080604,Douglas,83,27,53,3,47,23,13,1.10000002,2.4000001,-3.5999999,5.9000001,-4.9000001,-1,-6,-1,-14,9,17,-10,-13,0.40000001,-5.19999981,4.80000019,10,-4,-6,203,79,66,58,172,5,26,3.79999995,-11.39999962,7.5999999,13.5,-14.30000019,0.89999998,280,105,105,70,236,18,26,5.4000001,-14.19999981,8.80000019,29.39999962,-23.20000076,-6.19999981,{D36CB6C8-E706-45ED-9AF4-3DFCC2923D5A},
711,13077170304,13077,"Census Tract 1703.04, Coweta County",7089,473,ARC 20,7311.64013672,76.36499786,7388,11.42440033,0.11932,11.54370022,170304,Coweta,-20,57,-99,22,52,-54,-18,7.69999981,-10.89999962,3.20000005,7.30000019,-5.69999981,-1.60000002,74,-17,84,7,16,22,36,-4.19999981,5,-0.80000001,-1.20000005,-0.89999998,2.0999999,-76,-63,-84,71,-82,-25,31,-5.9000001,-4.9000001,10.69999981,-7.0999999,0.60000002,6.5,-22,-23,-99,100,-14,-57,49,-2.4000001,-10.69999981,13.10000038,-1,-6,6.9000001,{56D123EA-4299-4278-82AE-F4803A00D8FB},
712,13077170303,13077,"Census Tract 1703.03, Coweta County",5540,328,ARC 20,14650.09960938,215.92500305,14866,22.89080048,0.337383,23.22809982,170303,Coweta,5,3,-1,3,-22,8,19,0.89999998,-2.0999999,1.20000005,-12,2.5999999,9.39999962,-46,-25,-17,-4,-3,-34,-9,-9.10000038,7.5999999,1.5,4.19999981,-4.5999999,0.40000001,99,41,39,19,29,39,31,10.39999962,-11.89999962,1.60000002,1.89999998,-5.9000001,4,58,19,21,18,4,13,41,2.20000005,-6.5,4.30000019,-5.9000001,-7.9000001,13.69999981,{9E61222B-8007-4304-8CA9-4F636B5C43E2},
713,13077170802,13077,"Census Tract 1708.02, Coweta County",4534,275,ARC 20,29154.19921875,254.10499573,29408.30078125,45.55339813,0.397039,45.95050049,170802,Coweta,96,14,55,27,-21,-4,121,-1.89999998,-0.2,2.0999999,-6.19999981,-7.4000001,13.60000038,-277,-115,-148,-14,-11,-139,-127,-8.39999962,3,5.4000001,9.5,-2.5999999,-6.9000001,197,60,83,54,34,78,85,3.4000001,-5.80000019,2.29999995,-3.5999999,-1.10000002,4.69999981,16,-41,-10,67,2,-65,79,-6.9000001,-2.9000001,9.80000019,-0.30000001,-11.10000038,11.39999962,{AF45EB15-838D-46D0-BE41-D2346516BFF1},
714,13077170801,13077,"Census Tract 1708.01, Coweta County",5353,437,ARC 20,34324.30078125,246.71099854,34571,53.63169861,0.38548601,54.01720047,170801,Coweta,60,1,45,14,-8,16,52,-2.5999999,1.60000002,0.89999998,-5.80000019,-2.0999999,7.9000001,-28,-37,12,-3,-3,-17,-8,-6.30000019,6,0.30000001,1.20000005,-1,-0.2,27,48,-46,25,5,19,3,8.5,-12.39999962,4,-0.69999999,1.5,-0.80000001,59,12,11,36,-6,18,47,-0.40000001,-4.80000019,5.19999981,-5.4000001,-1.60000002,7,{BB58CAA8-BE09-4375-BB3E-9B0C008C744F},
715,13077170700,13077,"Census Tract 1707, Coweta County",7143,446,ARC 20,9263.37011719,31.11109924,9294.48046875,14.47399998,0.0486111,14.52260017,170700,Coweta,-680,-280,-378,-22,-362,-325,7,-5.80000019,1.10000002,4.5999999,-8.30000019,0.2,8.10000038,-328,-131,-152,-45,-103,-208,-17,-4.5999999,3.20000005,1.39999998,-1.60000002,-3.70000005,5.30000019,584,177,270,137,117,305,162,4.0999999,-5,0.80000001,-0.89999998,2.29999995,-1.39999998,-424,-234,-260,70,-348,-228,152,-6.19999981,-0.69999999,6.9000001,-10.80000019,-1.20000005,12,{988BC865-6A15-41A0-9227-7D2AF3046F8D},
716,13077170402,13077,"Census Tract 1704.02, Coweta County",9559,652,ARC 20,10060.70019531,116.38999939,10177.09960938,15.7198,0.181859,15.90170002,170402,Coweta,237,26,107,104,6,81,150,-4.69999981,-2.4000001,7.0999999,-7.0999999,-3.5999999,10.60000038,146,53,59,34,116,-10,40,1.29999995,-1.60000002,0.30000001,7,-6.69999981,-0.2,-438,-178,-177,-83,-220,-274,56,-8.30000019,6.80000019,1.60000002,-11.30000019,-14.69999981,26,-55,-99,-11,55,-98,-203,246,-11.69999981,2.79999995,8.89999962,-11.39999962,-25,36.40000153,{1B645BFF-4358-4456-9E25-2D63C906E65F},
717,13077170200,13077,"Census Tract 1702, Coweta County",7350,502,ARC 20,9468.12011719,125.98999786,9594.11035156,14.79389954,0.196859,14.9907999,170200,Coweta,-186,8,-251,57,-30,-196,40,2.79999995,-7.9000001,5.0999999,1.60000002,-6.69999981,5.0999999,315,13,246,56,149,17,149,-3.0999999,3.29999995,-0.30000001,2.5,-5.5999999,3,247,-38,171,114,-213,75,385,-4,1,3,-13.5,-0.40000001,14,376,-17,166,227,-94,-104,574,-4.19999981,-3.5999999,7.80000019,-9.39999962,-12.69999981,22.10000038,{F93D1719-DF9E-400A-A8D9-72404B507F3C},
718,13077170100,13077,"Census Tract 1701, Coweta County",7428,505,ARC 20,54800,413.34799194,55213.30078125,85.625,0.64585602,86.27079773,170100,Coweta,81,29,4,48,55,-2,28,1.79999995,-6.69999981,4.9000001,4.80000019,-3.79999995,-1,-42,-24,-35,17,-21,-33,12,-2.0999999,-1.39999998,3.5,-1.29999995,-2.9000001,4.19999981,-124,-11,-96,-17,27,-16,-135,2.20000005,-4,1.79999995,10.39999962,2.79999995,-13.19999981,-85,-6,-127,48,61,-51,-95,1.79999995,-12,10.19999981,13.89999962,-3.9000001,-9.89999962,{0E4D1918-20F3-43E1-AD7C-D435D4950431},
719,13097080201,13097,"Census Tract 802.01, Douglas County",5309,865,ARC 10,4693.62011719,8.94719028,4702.56982422,7.33377981,0.01398,7.34777021,080201,Douglas,358,90,203,65,1,88,269,1.39999998,-2.4000001,1.10000002,-10.60000038,-10.19999981,20.79999924,-11,-48,5,32,-14,-1,4,-5.0999999,1.29999995,3.79999995,-1.39999998,0.40000001,1,-230,-83,-110,-37,-56,-175,1,-6.30000019,4.80000019,1.5,-3.29999995,-12.39999962,15.69999981,117,-41,98,60,-69,-88,274,-10.10000038,3.70000005,6.30000019,-15.19999981,-22.20000076,37.5,{58B154F1-BDB9-4EDB-A20E-E31C5E9030A6},
720,13097080506,13097,"Census Tract 805.06, Douglas County",5343,419,ARC 10,4539.41992188,3.58055997,4543,7.09284019,0.00559463,7.09844017,080506,Douglas,344,50,179,115,64,197,83,-3.70000005,-2.20000005,5.9000001,-6.5,6.5999999,-0.1,-110,-59,-33,-18,-16,-89,-5,-3.20000005,2.9000001,0.40000001,2,-4.19999981,2.0999999,43,0,43,0,-17,8,52,-0.80000001,1.60000002,-0.80000001,-3,-0.80000001,3.79999995,277,-9,189,97,31,116,130,-7.80000019,2.29999995,5.5,-7.5,1.70000005,5.80000019,{9DD533BA-3831-4D39-8864-5DF76CEDCD7E},
721,13097080505,13097,"Census Tract 805.05, Douglas County",4753,369,ARC 10,2449.2199707,0,2449.2199707,3.82691002,0,3.82691002,080505,Douglas,-115,-119,-22,26,-316,120,81,-3.9000001,1.79999995,2.0999999,-13.39999962,8.60000038,4.69999981,-120,-112,-24,16,-110,-18,8,-3.9000001,2.0999999,1.89999998,-3.20000005,2,1.20000005,-28,-2,-73,47,-71,-45,88,0.40000001,-3.4000001,3,-3.5,-1.89999998,5.30000019,-263,-233,-119,89,-497,57,177,-7.4000001,0.5,7,-20.10000038,8.80000019,11.30000019,{B7C5F969-BCBE-4F27-98C6-CF80044E8F08},
722,13097080202,13097,"Census Tract 802.02, Douglas County",11511,1074,ARC 10,3720.98999023,25.83760071,3746.82006836,5.8140502,0.0403713,5.85441017,080202,Douglas,-60,-38,-37,15,-45,-48,33,-2.5999999,-0.1,2.70000005,-2.70000005,-3,5.69999981,-68,-19,-68,19,-30,5,-43,-0.30000001,-3.5999999,3.9000001,-0.80000001,3.9000001,-3.0999999,-43,-14,-45,16,-36,-52,45,-0.5,-2.9000001,3.4000001,-3,-4.80000019,7.80000019,-171,-71,-150,50,-111,-95,35,-3.4000001,-6.5999999,10,-6.5,-3.9000001,10.39999962,{BA046B47-216A-49E0-9ED5-2EC02A8A0152},
723,13097080507,13097,"Census Tract 805.07, Douglas County",3734,337,ARC 10,6224.89990234,52.14220047,6277.04003906,9.72640991,0.0814722,9.80786991,080507,Douglas,23,-42,46,19,-39,-20,82,-11.69999981,7.5999999,4.0999999,-10.89999962,-7.30000019,18.20000076,-95,-16,-79,0,-17,-62,-16,0,-3.9000001,3.9000001,-0.30000001,-8.39999962,8.69999981,-144,9,-126,-27,38,-38,-144,18.89999962,-17.60000038,-1.29999995,35.09999847,1.89999998,-37.09999847,-216,-49,-159,-8,-18,-120,-78,7.19999981,-13.89999962,6.69999981,23.89999962,-13.69999981,-10.19999981,{4D2A79B2-9F17-4D6C-AAB5-C865DFCCC500},
724,13097080402,13097,"Census Tract 804.02, Douglas County",7915,646,ARC 10,27700.09960938,78.02230072,27778.09960938,43.28139877,0.12191,43.40330124,080402,Douglas,-6,-11,-27,32,-25,4,15,-2.29999995,-5.5,7.80000019,-5.5,1.5,4,-31,-4,-8,-19,-35,-25,29,0.40000001,2.5999999,-3,-6.80000019,-3.0999999,9.89999962,21,-9,19,11,38,-34,17,-3.0999999,1.5,1.70000005,8.19999981,-10.30000019,2.0999999,-16,-24,-16,24,-22,-55,61,-5.0999999,-1.39999998,6.4000001,-4.0999999,-11.80000019,15.89999962,{A32742B0-2CD4-427C-9A22-91389C9DC476},
725,13097080301,13097,"Census Tract 803.01, Douglas County",12471,862,ARC 10,5533.27001953,14.26589966,5547.52978516,8.64573002,0.0222905,8.66802025,080301,Douglas,-366,-88,-294,16,-66,-298,-2,0,-3,3,0.30000001,-5.80000019,5.5,-415,-178,-196,-41,-120,-157,-138,-4.80000019,3.29999995,1.5,-2.20000005,1.29999995,1,81,-35,16,100,-46,-34,161,-2.9000001,-2.0999999,5,-3.5,-4,7.5,-700,-301,-474,75,-232,-489,21,-7.80000019,-1.70000005,9.5,-5.4000001,-8.5,14,{D7037CF6-929B-401C-BFEB-2B6AA798C2D7},
726,13089980000,13089,"Census Tract 9800, DeKalb County",0,13,ARC 10,158.60299683,23.78240013,182.38600159,0.24781699,0.03716,0.284978,980000,DeKalb,1,1,0,0,4,-19,16,0.2,-0.2,-0.1,1.79999995,-10.10000038,8.19999981,-33,-36,0,3,-35,8,-6,-10.69999981,6.9000001,3.9000001,-12.89999962,13.69999981,-0.89999998,2,-34,26,10,-2,-3,7,-21.39999962,15.5,6,-1.60000002,-2.5,4.0999999,-30,-69,26,13,-33,-14,17,-31.89999962,22.10000038,9.80000019,-12.60000038,1.10000002,11.5,{C93CD5EC-8902-4CCD-815E-8DFF49D7CFBE},
727,13089023428,13089,"Census Tract 234.28, DeKalb County",10126,851,ARC 10,1877.43994141,55.81639862,1933.25,2.93350005,0.0872131,3.02069998,023428,DeKalb,519,330,151,38,374,123,22,29,-24.70000076,-4.30000019,26.5,-13.89999962,-12.60000038,-210,-139,-66,-5,-159,-55,4,-6.30000019,3.70000005,2.5999999,-6.19999981,1.70000005,4.5999999,110,-2,82,30,-2,83,29,-7.19999981,4.80000019,2.5,-8.80000019,7,1.79999995,419,189,167,63,213,151,55,15.5,-16.20000076,0.69999999,11.39999962,-5.30000019,-6.0999999,{DFFFCF64-2E44-434B-9DE6-3E544B1C5195},
728,13089023426,13089,"Census Tract 234.26, DeKalb County",4601,525,ARC 10,1320.48999023,25.68190002,1346.17004395,2.06327009,0.040128,2.10338998,023426,DeKalb,50,12,36,2,14,32,4,12.19999981,21.79999924,-34,8,7.69999981,-15.80000019,21,12,-1,10,16,3,2,9.19999981,-18.39999962,9.30000019,12.80000019,-12.30000019,-0.5,78,-7,61,24,-2,26,54,-19.20000076,14.30000019,4.9000001,-20.29999924,-8.10000038,28.39999962,149,17,96,36,28,61,60,2.20000005,17.70000076,-19.79999924,0.60000002,-12.69999981,12.10000038,{EDD5E4AE-81B8-4584-8369-1D468837FBFF},
729,13089021502,13089,"Census Tract 215.02, DeKalb County",4370,430,ARC 10,874.83599854,0.43095201,875.26702881,1.36693001,0.00067336,1.36759996,021502,DeKalb,-547,-129,-436,18,-275,-308,36,0,-2,2,-3.5999999,-1.70000005,5.30000019,-319,-340,-65,86,-62,-304,47,-6.30000019,3.0999999,3.20000005,-0.2,-4.19999981,4.4000001,541,140,174,227,131,58,352,1,-3.70000005,2.70000005,0.80000001,-3,2.0999999,-325,-329,-327,331,-206,-554,435,-5.4000001,-2.5999999,8,-2.9000001,-8.80000019,11.80000019,{D1A200DD-9439-4D65-86F7-B878D529123F},
730,13089022302,13089,"Census Tract 223.02, DeKalb County",4397,331,ARC 10,884.05401611,0,884.05401611,1.38133001,0,1.38133001,022302,DeKalb,35,-119,97,57,-134,37,132,-8,4.80000019,3.20000005,-9.10000038,1.5,7.5999999,-29,-65,15,21,-23,-54,48,-3.4000001,1.79999995,1.5,-0.69999999,-2.5999999,3.29999995,-207,-29,-169,-9,-38,-95,-74,2.29999995,-4.0999999,1.79999995,3.20000005,-1.70000005,-1.60000002,-201,-213,-57,69,-195,-112,106,-9,2.5999999,6.5,-6.5,-2.79999995,9.30000019,{2D5129EF-59F5-4EB1-BF42-2CF393151D7E},
731,13089022007,13089,"Census Tract 220.07, DeKalb County",4043,439,ARC 10,296.6539917,0,296.6539917,0.46352199,0,0.46352199,022007,DeKalb,-125,-42,-81,-2,-86,-58,19,-2.79999995,-3.4000001,6.19999981,-11.80000019,-1.29999995,13.10000038,100,20,69,11,19,62,19,-1.60000002,4.19999981,-2.5999999,-4.5,5.69999981,-1.20000005,56,-13,57,12,11,13,32,-6.69999981,6.0999999,0.60000002,-1.39999998,-3.5999999,5,31,-35,45,21,-56,17,70,-11.10000038,6.80000019,4.30000019,-17.79999924,0.89999998,16.89999962,{79739778-67F9-4F76-BD62-135689D4A5BB},
732,13089021602,13089,"Census Tract 216.02, DeKalb County",3776,350,ARC 10,788.05200195,0,788.05200195,1.23133004,0,1.23133004,021602,DeKalb,-205,-72,-127,-6,-120,-48,-37,-2.5,-2,4.5,-8,6.19999981,1.79999995,-7,-15,-3,11,3,-25,15,-3.4000001,0.2,3.0999999,1.39999998,-5.69999981,4.30000019,131,16,71,44,57,26,48,-3.0999999,-0.5,3.70000005,1.79999995,-4.0999999,2.29999995,-81,-71,-59,49,-60,-47,26,-9,-2.29999995,11.30000019,-4.80000019,-3.5,8.39999962,{DB73EF88-F9E3-4068-943D-144A1E32CA82},
733,13089023803,13089,"Census Tract 238.03, DeKalb County",5419,535,ARC 10,1220.34997559,1.55799997,1221.90002441,1.90680003,0.00243437,1.90921998,023803,DeKalb,37,-1,17,21,-2,16,23,-3.29999995,-3,6.30000019,-5.30000019,-0.40000001,5.5999999,-30,-8,-10,-12,-13,-23,6,-1.70000005,4.19999981,-2.5,-2.9000001,-4.5999999,7.5,-29,-4,-34,9,-5,-5,-19,0,-8.30000019,8.39999962,0.5,3.79999995,-4.30000019,-22,-13,-27,18,-20,-12,10,-5,-7.0999999,12.19999981,-7.69999981,-1.10000002,8.80000019,{08D6DB92-E956-42C5-B5E9-545A52B5299F},
734,13089022402,13089,"Census Tract 224.02, DeKalb County",5952,450,ARC 10,768.47601318,23.10460091,791.58099365,1.20073998,0.0361009,1.23685002,022402,DeKalb,175,106,-697,766,-957,-1053,2185,0.30000001,-3.79999995,3.5,-4.69999981,-5.30000019,9.89999962,13104,533,9072,3499,731,1339,11034,-8.30000019,3.5999999,4.80000019,-4.30000019,-9.39999962,13.80000019,-10170,-729,-7881,-1560,-179,-3302,-6689,4.4000001,-5.9000001,1.5,4.5,-2.9000001,-1.70000005,3109,-90,494,2705,-405,-3016,6530,-3.70000005,-6.0999999,9.80000019,-4.4000001,-17.60000038,22,{E0A768ED-F362-4D7A-9639-D40E4FA41AF0},
735,13089022700,13089,"Census Tract 227, DeKalb County",4732,341,ARC 10,556.68200684,0,556.68200684,0.86981601,0,0.86981601,022700,DeKalb,64,5,40,19,-32,52,44,-1.5,-0.2,1.79999995,-9.30000019,4.69999981,4.5999999,35,-15,29,21,30,-17,22,-3.4000001,1,2.4000001,2.9000001,-4.69999981,1.79999995,267,47,108,112,35,156,76,-0.1,-7.19999981,7.30000019,-6.0999999,6.5999999,-0.5,366,37,177,152,33,191,142,-5,-6.5,11.5,-12.5,6.69999981,5.80000019,{4B9168AD-704A-4858-A480-513540EC31B3},
736,13089022403,13089,"Census Tract 224.03, DeKalb County",3806,260,ARC 10,1213.94995117,2.22641993,1216.18005371,1.89680004,0.00347878,1.90028,022403,DeKalb,-25,-17,-33,25,-61,5,31,-1.70000005,-3.20000005,4.9000001,-8.89999962,2.70000005,6.30000019,32,15,15,2,48,-13,-3,1,-0.40000001,-0.60000002,6.4000001,-4.5,-1.89999998,64,94,-14,-16,72,10,-18,11.30000019,-7.19999981,-4.0999999,7.4000001,-2.29999995,-5.0999999,71,92,-32,11,59,2,10,10.60000038,-10.80000019,0.2,4.80000019,-4.0999999,-0.69999999,{DEF01890-201D-4191-96B1-6A1BA0265D46},
737,13089023425,13089,"Census Tract 234.25, DeKalb County",5183,825,ARC 10,1235.97998047,34.52700043,1270.51000977,1.93122005,0.0539484,1.98517001,023425,DeKalb,54,-28,46,36,-41,22,73,-5.0999999,2,3.0999999,-6.80000019,0.30000001,6.5999999,-69,-29,-43,3,-13,-57,1,-0.60000002,-0.80000001,1.39999998,1.60000002,-3.5999999,1.89999998,48,-33,20,61,-32,45,35,-5.19999981,-0.5,5.69999981,-5.5,3.0999999,2.4000001,33,-90,23,100,-86,10,109,-10.80000019,0.69999999,10.19999981,-10.69999981,-0.2,10.89999962,{D1B93B82-6780-469B-99D0-2066608D2447},
738,13089022204,13089,"Census Tract 222.04, DeKalb County",7557,1312,ARC 10,1020.42999268,0,1020.42999268,1.59441996,0,1.59441996,022204,DeKalb,124,-97,116,105,-27,16,135,-4.69999981,1.5,3.29999995,-2.29999995,-1.39999998,3.70000005,-579,-225,-316,-38,-240,-167,-172,-4,1.89999998,2.0999999,-3.5,3.5999999,0,203,65,-2,140,136,-14,81,1.10000002,-5.4000001,4.4000001,3.5999999,-4.5,0.89999998,-252,-257,-202,207,-131,-165,44,-7.69999981,-2.0999999,9.80000019,-2.29999995,-2.29999995,4.5,{EDDFCAD1-AAAB-4123-B354-21672D547835},
739,13089023423,13089,"Census Tract 234.23, DeKalb County",7719,847,ARC 10,5673.52978516,63.95880127,5737.49023438,8.8648901,0.0999356,8.9648304,023423,DeKalb,2169,218,1108,843,707,240,1222,-2,-4.0999999,6.0999999,3.70000005,-8,4.30000019,-442,-374,-204,136,-308,-293,159,-3.70000005,0.89999998,2.79999995,-2.5999999,-1.70000005,4.30000019,851,208,324,319,23,-42,870,1.10000002,-2.5,1.29999995,-1.5,-3.5999999,5.0999999,2578,52,1228,1298,422,-95,2251,-4.5,-5.69999981,10.19999981,-0.40000001,-13.30000019,13.69999981,{52F3768D-3782-42FD-AF88-448ADB68B65C},
740,13089023419,13089,"Census Tract 234.19, DeKalb County",9792,849,ARC 10,3266.68994141,59.57509995,3326.26000977,5.10419989,0.0930861,5.19727993,023419,DeKalb,49,12,29,8,13,29,7,-10.5,4.69999981,5.80000019,-21.10000038,19.10000038,2,37,-8,35,10,-3,19,21,-17,12.39999962,4.5,-15.10000038,0.89999998,14.30000019,16,10,-6,12,17,8,-9,6.0999999,-13.19999981,7.0999999,10.30000019,0.1,-10.39999962,102,14,58,30,27,56,19,-21.39999962,4,17.39999962,-25.89999962,20,5.9000001,{6BEF8B37-9688-439D-9679-0FA910B86BF9},
741,13089023312,13089,"Census Tract 233.12, DeKalb County",9369,742,ARC 10,2132.18994141,53.15340042,2185.34008789,3.33154988,0.0830522,3.41458988,023312,DeKalb,-27,-14,-46,33,-8,-53,34,-1.60000002,-5.0999999,6.69999981,-0.40000001,-7.4000001,7.80000019,81,30,27,24,24,29,28,2.5,-3.4000001,1,1.10000002,-0.2,-0.89999998,-14,-10,2,-6,50,-32,-32,-1.20000005,1.60000002,-0.40000001,8.5,-4.30000019,-4.19999981,40,6,-17,51,66,-56,30,-0.30000001,-6.9000001,7.19999981,9.19999981,-11.80000019,2.5999999,{4C92DFD5-9911-429C-A836-6C87BD2CA096},
