OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,CHANGE_WORKERS_2002_07,CHG_WRKRS_AGE_29_YNGR_2002_07,CHG_WRKRS_AGE_30_54_2002_07,CHG_WRKRS_AGE_55_OLDR_2002_07,CHG_WRKRS_1250_LESS_2002_07,CHG_WRKRS_1251_3333_2002_07,CHG_WRKRS_3333_MORE_2002_07,CHG_PCT_WRKRS_29_YNGR_2002_07,CHG_PCT_WRKRS_30_54_2002_07,CHG_PCT_WRKRS_55_OLDR_2002_07,CHG_PCT_WRKRS_1250_LESS_2002_07,CHG_PCT_WRKRS_1251_3333_2002_07,CHG_PCT_WRKRS_3333_MORE_2002_07,CHANGE_WORKERS_2007_10,CHG_WRKRS_AGE_29_YNGR_2007_10,CHG_WRKRS_AGE_30_54_2007_10,CHG_WRKRS_AGE_55_OLDR_2007_10,CHG_WRKRS_1250_LESS_2007_10,CHG_WRKRS_1251_3333_2007_10,CHG_WRKRS_3333_MORE_2007_10,CHG_PCT_WRKRS_29_YNGR_2007_10,CHG_PCT_WRKRS_30_54_2007_10,CHG_PCT_WRKRS_55_OLDR_2007_10,CHG_PCT_WRKRS_1250_LESS_2007_10,CHG_PCT_WRKRS_1251_3333_2007_10,CHG_PCT_WRKRS_3333_MORE_2007_10,CHANGE_WORKERS_2010_15,CHG_WRKRS_AGE_29_YNGR_2010_15,CHG_WRKRS_AGE_30_54_2010_15,CHG_WRKRS_AGE_55_OLDR_2010_15,CHG_WRKRS_1250_LESS_2010_15,CHG_WRKRS_1251_3333_2010_15,CHG_WRKRS_3333_MORE_2010_15,CHG_PCT_WRKRS_29_YNGR_2010_15,CHG_PCT_WRKRS_30_54_2010_15,CHG_PCT_WRKRS_55_OLDR_2010_15,CHG_PCT_WRKRS_1250_LESS_2010_15,CHG_PCT_WRKRS_1251_3333_2010_15,CHG_PCT_WRKRS_3333_MORE_2010_15,CHANGE_WORKERS_2002_15,CHG_WRKRS_AGE_29_YNGR_2002_15,CHG_WRKRS_AGE_30_54_2002_15,CHG_WRKRS_AGE_55_OLDR_2002_15,CHG_WRKRS_1250_LESS_2002_15,CHG_WRKRS_1251_3333_2002_15,CHG_WRKRS_3333_MORE_2002_15,CHG_PCT_WRKRS_29_YNGR_2002_15,CHG_PCT_WRKRS_30_54_2002_15,CHG_PCT_WRKRS_55_OLDR_2002_15,CHG_PCT_WRKRS_1250_LESS_2002_15,CHG_PCT_WRKRS_1251_3333_2002_15,CHG_PCT_WRKRS_3333_MORE_2002_15,GlobalID,last_edited_date
692,13077170503,13077,"Census Tract 1705.03, Coweta County",5825,432,ARC 20,17520,347.19100952,17867.19921875,27.375,0.54248601,27.91749954,170503,Coweta,392,79,222,91,78,70,244,-1.70000005,-1.29999995,3,0.30000001,-6,5.69999981,111,-88,141,58,13,-33,131,-6.19999981,3.79999995,2.29999995,-0.40000001,-4,4.4000001,829,162,415,252,172,150,507,-0.2,-4.5999999,4.69999981,0.69999999,-5.19999981,4.5,1332,153,778,401,263,187,882,-8.10000038,-2,10.10000038,0.60000002,-15.30000019,14.60000038,{59888CA9-4477-48FD-80A4-9B8A6148950F},
693,13077170501,13077,"Census Tract 1705.01, Coweta County",7257,407,ARC 20,25793.09960938,355.26599121,26148.40039063,40.30170059,0.555103,40.85689926,170501,Coweta,372,52,180,140,-4,-3,379,-1.60000002,-1.70000005,3.29999995,-2.9000001,-5.30000019,8.10000038,-67,-202,62,73,-74,-109,116,-6.0999999,3.4000001,2.70000005,-2,-2.70000005,4.69999981,-159,-10,-279,130,-37,-153,31,0.69999999,-6.0999999,5.4000001,-0.30000001,-3.4000001,3.5999999,146,-160,-37,343,-115,-265,526,-6.9000001,-4.4000001,11.39999962,-5.0999999,-11.39999962,16.5,{D4B033B5-4373-4F90-9D47-1651DC1DC4D0},
694,13077170406,13077,"Census Tract 1704.06, Coweta County",3828,217,ARC 20,3114.2199707,50.57410049,3164.80004883,4.86597013,0.079022,4.94500017,170406,Coweta,-78,-42,-74,38,-103,-47,72,-1.70000005,-1.60000002,3.29999995,-5.9000001,-1.5,7.4000001,-3,-34,-8,39,-32,-54,83,-2.4000001,-0.40000001,2.79999995,-2.20000005,-3.79999995,6,362,78,125,159,78,99,185,0.60000002,-6,5.4000001,0.69999999,-0.2,-0.5,281,2,43,236,-57,-2,340,-3.5,-8.10000038,11.60000038,-7.4000001,-5.5,12.89999962,{58825540-1E2E-42BE-99BD-258F5FA716D7},
695,13077170305,13077,"Census Tract 1703.05, Coweta County",10536,804,ARC 20,6719.50976563,48.12969971,6767.64013672,10.49919987,0.0752027,10.57439995,170305,Coweta,694,256,301,137,211,171,312,2,-3.9000001,1.89999998,2.4000001,-5.30000019,2.9000001,-6,-126,85,35,-57,32,19,-4.4000001,3.20000005,1.29999995,-2,1.20000005,0.80000001,972,275,497,200,200,388,384,0.5,-1.79999995,1.39999998,-0.2,-0.5,0.69999999,1660,405,883,372,354,591,715,-1.89999998,-2.5999999,4.5,0.2,-4.5999999,4.4000001,{6185B30C-A481-4B1C-81E0-DAE3187D5F90},
696,13077170601,13077,"Census Tract 1706.01, Coweta County",7682,716,ARC 20,5868.39013672,169.28999329,6037.68017578,9.16936016,0.264516,9.43387985,170601,Coweta,834,194,398,242,1,131,702,-0.5,-3.5,4,-6.5999999,-5.9000001,12.5,-98,-143,87,-42,-58,-56,16,-3.29999995,4,-0.69999999,-1,-0.60000002,1.60000002,-862,-67,-748,-47,-91,-112,-659,4.4000001,-7.30000019,2.9000001,3.5,7,-10.5,-126,-16,-263,153,-148,-37,59,0.60000002,-6.69999981,6.0999999,-4.0999999,0.60000002,3.5,{0F0EB7D0-CE13-413C-8FF0-035D43107E29},
697,13077170603,13077,"Census Tract 1706.03, Coweta County",5316,390,ARC 20,7881.87988281,138.83799744,8020.72021484,12.31540012,0.216934,12.53240013,170603,Coweta,844,224,466,154,188,209,447,-0.2,-2.0999999,2.29999995,0.2,-6.9000001,6.5999999,342,-85,338,89,10,-48,380,-6.30000019,4.80000019,1.5,-2.29999995,-6.4000001,8.69999981,-344,-89,-296,41,-113,-136,-95,-0.69999999,-3.0999999,3.79999995,-1.89999998,-1.10000002,3,842,50,508,284,85,25,732,-7.30000019,-0.30000001,7.5999999,-3.9000001,-14.39999962,18.29999924,{19729834-0969-4C59-B854-C058C95CAAAC},
698,13077170502,13077,"Census Tract 1705.02, Coweta County",5995,430,ARC 20,19562.09960938,178.86000061,19740.90039063,30.56579971,0.27946901,30.84519958,170502,Coweta,345,46,165,134,-7,20,332,-2.29999995,-2.70000005,4.9000001,-4.19999981,-6.80000019,11,131,-10,120,21,47,-20,104,-2,1.89999998,0,1.10000002,-3.29999995,2.20000005,549,81,319,149,30,208,311,-1.5,-0.89999998,2.4000001,-2.79999995,0.60000002,2.0999999,1025,117,604,304,70,208,747,-5.69999981,-1.60000002,7.4000001,-5.80000019,-9.5,15.30000019,{19EBD06C-2144-476D-B8F1-5780EF6DCB88},
699,13077170405,13077,"Census Tract 1704.05, Coweta County",7354,348,ARC 20,4812.89013672,63.66320038,4876.54980469,7.52014017,0.0994738,7.61960983,170405,Coweta,388,151,81,156,193,60,135,2.4000001,-6.0999999,3.70000005,4.0999999,-2.5999999,-1.60000002,17,-115,81,51,-62,-92,171,-3.9000001,2.29999995,1.60000002,-2.0999999,-3.20000005,5.30000019,230,52,-79,257,-17,65,182,0.30000001,-6.9000001,6.69999981,-1.89999998,-0.1,2,635,88,83,464,114,33,488,-1.29999995,-10.69999981,12,0.1,-5.80000019,5.80000019,{2C24BBAF-9D76-41FF-95E0-41C3DC3EFE5B},
700,13077170404,13077,"Census Tract 1704.04, Coweta County",5612,434,ARC 20,4705.79003906,81.40100098,4787.18994141,7.35279989,0.127189,7.47997999,170404,Coweta,28,15,-90,103,-26,11,43,0.30000001,-4.19999981,3.9000001,-1.29999995,0.1,1.20000005,134,-108,188,54,-102,-7,243,-5.0999999,3.79999995,1.29999995,-4.80000019,-1.89999998,6.80000019,105,68,-227,264,43,-119,181,1.79999995,-10.60000038,8.80000019,0.89999998,-5.4000001,4.5,267,-25,-129,421,-85,-115,467,-3,-11,14,-5.19999981,-7.30000019,12.5,{0E875247-AE72-4068-9C69-A0D729D0CAB8},
701,13077170403,13077,"Census Tract 1704.03, Coweta County",4703,354,ARC 20,10382.59960938,104.10500336,10486.70019531,16.2227993,0.162664,16.38549995,170403,Coweta,-52,-21,-54,23,-41,-18,7,-1,-1.70000005,2.70000005,-2.70000005,-0.2,2.79999995,32,-5,15,22,-32,15,49,-1,-0.60000002,1.60000002,-3.5,0.5,3,767,125,407,235,117,178,472,-0.89999998,-5.4000001,6.19999981,-1,-3.5,4.5,747,99,368,280,44,175,528,-2.79999995,-7.5999999,10.5,-7.19999981,-3.20000005,10.30000019,{7399DD3D-2689-4EDE-9C40-F4857989B0E6},
702,13077170306,13077,"Census Tract 1703.06, Coweta County",8973,607,ARC 20,4386.08007813,36.84790039,4422.93017578,6.85325003,0.0575748,6.91083002,170306,Coweta,508,159,204,145,-4,174,338,0.2,-3.29999995,3.0999999,-5.0999999,-1.70000005,6.69999981,177,-86,206,57,-25,-42,244,-4.69999981,3.5999999,1,-2.20000005,-3.9000001,6,574,45,315,214,37,26,511,-2.9000001,-0.60000002,3.5,-2.20000005,-5.4000001,7.5999999,1259,118,725,416,8,158,1093,-7.30000019,-0.30000001,7.5999999,-9.5,-10.89999962,20.29999924,{C656FEFD-E14F-45E7-B7D3-914276BDAC78},
703,13097080603,13097,"Census Tract 806.03, Douglas County",6764,542,ARC 10,3499.87988281,27.23789978,3527.11010742,5.46856022,0.0425592,5.51110983,080603,Douglas,214,65,94,55,-28,-19,261,0.60000002,-1.60000002,1,-2.9000001,-4.19999981,7.0999999,-235,-132,-124,21,-32,-142,-61,-3.20000005,1,2.20000005,0.69999999,-2.0999999,1.39999998,302,21,101,180,7,-5,300,-1.5,-3.29999995,4.80000019,-2.0999999,-4.30000019,6.4000001,281,-46,71,256,-53,-166,500,-4,-4,8,-4.4000001,-10.5,14.89999962,{979242EA-1771-4294-96DB-966F51C72EAC},
704,13097080511,13097,"Census Tract 805.11, Douglas County",9227,560,ARC 10,10511,89.20680237,10600.20019531,16.42340088,0.139386,16.56279945,080511,Douglas,371,36,255,80,8,54,309,-1.89999998,0.5,1.39999998,-3.0999999,-3.5999999,6.69999981,-39,-103,-14,78,-43,-52,56,-3.5,0.40000001,3.0999999,-1.29999995,-1.39999998,2.70000005,1059,204,588,267,120,279,660,0.2,-2.9000001,2.79999995,-2.5999999,-2.70000005,5.30000019,1391,137,829,425,85,281,1025,-5.30000019,-2,7.30000019,-6.9000001,-7.69999981,14.69999981,{776B4C60-AD92-4652-91A4-475149FAE811},
705,13097080304,13097,"Census Tract 803.04, Douglas County",5238,531,ARC 10,2543.97998047,0,2543.97998047,3.9749701,0,3.9749701,080304,Douglas,-125,-28,-113,16,31,-170,14,0.40000001,-2.29999995,1.89999998,3.29999995,-5.9000001,2.5999999,-91,-132,50,-9,-94,-28,31,-6.19999981,5.80000019,0.40000001,-4.0999999,0.69999999,3.4000001,368,113,162,93,32,85,251,1.39999998,-2.9000001,1.39999998,-2.4000001,-3.9000001,6.30000019,152,-47,99,100,-31,-113,296,-4.30000019,0.60000002,3.70000005,-3.20000005,-9.10000038,12.30000019,{07C3CC71-DAAE-447F-8AA6-96E7A12D5BF2},
706,13097080404,13097,"Census Tract 804.04, Douglas County",8366,677,ARC 10,14693.59960938,80.23290253,14773.79980469,22.95870018,0.12536401,23.08410072,080404,Douglas,1036,249,602,185,130,354,552,-0.1,-1.79999995,1.89999998,-4.69999981,-3.70000005,8.39999962,-265,-196,-71,2,-91,-211,37,-5.30000019,3.70000005,1.70000005,-1.5,-4.19999981,5.69999981,584,190,248,146,166,145,273,2.5999999,-4.30000019,1.60000002,1.89999998,-2.20000005,0.30000001,1355,243,779,333,205,288,862,-2.79999995,-2.4000001,5.19999981,-4.30000019,-10.10000038,14.39999962,{8661A59E-EF30-4926-B79E-87829B6B5C0B},
707,13097080303,13097,"Census Tract 803.03, Douglas County",3930,396,ARC 10,1281.48999023,0,1281.48999023,2.00233006,0,2.00233006,080303,Douglas,-219,-111,-131,23,-108,-206,95,-2.70000005,-0.40000001,3.0999999,-3,-6.0999999,9.10000038,-137,-82,-24,-31,-57,-32,-48,-3,3.5999999,-0.60000002,-1.60000002,1.79999995,-0.2,128,50,29,49,91,8,29,1.10000002,-3,1.89999998,3.9000001,-3.0999999,-0.80000001,-228,-143,-126,41,-74,-230,76,-4.5999999,0.2,4.4000001,-0.80000001,-7.4000001,8.10000038,{B0ADB908-39BB-47B1-9232-BE5D7EF3D334},
708,13097080403,13097,"Census Tract 804.03, Douglas County",4689,481,ARC 10,10455.79980469,12.46500015,10468.20019531,16.33720016,0.0194766,16.35659981,080403,Douglas,823,191,492,140,140,280,403,1,-2.9000001,1.89999998,-1.20000005,-5.80000019,7,-88,-58,-19,-11,-12,-124,48,-2.20000005,2.0999999,0.1,0.2,-5,4.80000019,354,99,119,136,111,37,206,1.39999998,-5.4000001,4,2.0999999,-4.30000019,2.20000005,1089,232,592,265,239,193,657,0.2,-6.0999999,5.9000001,1.20000005,-15.10000038,14,{1D8FCB63-4002-4525-AEDF-6B34CB366515},
709,13097080103,13097,"Census Tract 801.03, Douglas County",7007,667,ARC 10,2486.9699707,3.19804001,2490.16992188,3.88589001,0.00499694,3.89088988,080103,Douglas,-213,-101,-133,21,-143,-61,-9,-1.10000002,-0.40000001,1.5,-3.0999999,1.29999995,1.79999995,222,-104,278,48,52,27,143,-5.69999981,4.9000001,0.69999999,0.1,-2.5999999,2.5,-338,-33,-306,1,-82,-110,-146,2,-3.5,1.5,-0.2,1.5,-1.29999995,-329,-238,-161,70,-173,-144,-12,-4.80000019,1,3.70000005,-3.20000005,0.30000001,3,{28C8C841-9754-4BA8-AFB6-FF1C2A89CFD2},
710,13097080604,13097,"Census Tract 806.04, Douglas County",9807,694,ARC 10,6829.70019531,82.55449677,6912.25,10.67140007,0.12899099,10.80039978,080604,Douglas,442,158,188,96,165,49,228,2,-3.4000001,1.5,2.4000001,-4.5,2.0999999,72,-142,133,81,-75,-1,148,-5,2.70000005,2.29999995,-2.9000001,-0.89999998,3.79999995,575,228,165,182,149,244,182,3.20000005,-5.69999981,2.5,0.89999998,0.80000001,-1.60000002,1089,244,486,359,239,292,558,0.2,-6.4000001,6.19999981,0.30000001,-4.5999999,4.30000019,{D36CB6C8-E706-45ED-9AF4-3DFCC2923D5A},
711,13077170304,13077,"Census Tract 1703.04, Coweta County",7089,473,ARC 20,7311.64013672,76.36499786,7388,11.42440033,0.11932,11.54370022,170304,Coweta,405,70,191,144,106,50,249,-0.69999999,-2.5999999,3.29999995,1.10000002,-4,2.9000001,54,-99,94,59,-68,-46,168,-4.19999981,2.29999995,1.89999998,-3,-2.4000001,5.4000001,73,94,-136,115,47,-19,45,3,-6.69999981,3.70000005,1.29999995,-1.60000002,0.30000001,532,65,149,318,85,-15,462,-1.79999995,-7.0999999,8.89999962,-0.60000002,-8,8.60000038,{56D123EA-4299-4278-82AE-F4803A00D8FB},
712,13077170303,13077,"Census Tract 1703.03, Coweta County",5540,328,ARC 20,14650.09960938,215.92500305,14866,22.89080048,0.337383,23.22809982,170303,Coweta,139,46,43,50,-13,25,127,1,-2.70000005,1.70000005,-2.5,-1.60000002,4.0999999,193,-48,185,56,11,-35,217,-4.69999981,3.4000001,1.29999995,-1.39999998,-5.4000001,6.80000019,505,106,166,233,79,29,397,0.80000001,-6.69999981,5.9000001,-0.5,-5.0999999,5.69999981,837,104,394,339,77,19,741,-2.9000001,-6,8.80000019,-4.5,-12.10000038,16.60000038,{9E61222B-8007-4304-8CA9-4F636B5C43E2},
713,13077170802,13077,"Census Tract 1708.02, Coweta County",4534,275,ARC 20,29154.19921875,254.10499573,29408.30078125,45.55339813,0.397039,45.95050049,170802,Coweta,446,134,236,76,49,125,272,0.89999998,-1.60000002,0.69999999,-3.79999995,-4,7.80000019,-218,-155,-79,16,-114,-115,11,-5.5999999,2.79999995,2.79999995,-3.70000005,-1.5,5.19999981,379,98,172,109,73,0,306,0.80000001,-2.79999995,2,-0.1,-7.30000019,7.30000019,607,77,329,201,8,10,589,-4,-1.60000002,5.5999999,-7.5999999,-12.80000019,20.29999924,{AF45EB15-838D-46D0-BE41-D2346516BFF1},
714,13077170801,13077,"Census Tract 1708.01, Coweta County",5353,437,ARC 20,34324.30078125,246.71099854,34571,53.63169861,0.38548601,54.01720047,170801,Coweta,412,134,177,101,43,121,248,1.29999995,-3.70000005,2.4000001,-2.70000005,-3.79999995,6.5,20,-122,128,14,-17,-14,51,-6.30000019,5.69999981,0.5,-1,-1.10000002,2.20000005,386,150,109,127,80,55,251,2.79999995,-5.5999999,2.79999995,0.1,-4.5999999,4.5,818,162,414,242,106,162,550,-2.0999999,-3.5999999,5.69999981,-3.5999999,-9.5,13.10000038,{BB58CAA8-BE09-4375-BB3E-9B0C008C744F},
715,13077170700,13077,"Census Tract 1707, Coweta County",7143,446,ARC 20,9263.37011719,31.11109924,9294.48046875,14.47399998,0.0486111,14.52260017,170700,Coweta,192,42,63,87,-2,46,148,-0.30000001,-1.60000002,2,-1.70000005,-1.39999998,3.0999999,-337,-188,-108,-41,-62,-231,-44,-3.5,3.0999999,0.40000001,0.89999998,-2.79999995,2,231,21,5,205,-49,65,215,-1.10000002,-4.5,5.5999999,-3.70000005,-1.10000002,4.69999981,86,-125,-40,251,-113,-120,319,-4.9000001,-3,7.9000001,-4.5,-5.30000019,9.80000019,{988BC865-6A15-41A0-9227-7D2AF3046F8D},
716,13077170402,13077,"Census Tract 1704.02, Coweta County",9559,652,ARC 20,10060.70019531,116.38999939,10177.09960938,15.7198,0.181859,15.90170002,170402,Coweta,451,165,101,185,157,136,158,2.70000005,-6.30000019,3.5999999,2.29999995,-0.40000001,-1.89999998,-120,-158,39,-1,-82,-189,151,-4.19999981,3.5999999,0.69999999,-1.79999995,-4.69999981,6.5,341,67,69,205,-19,-25,385,0.40000001,-4.4000001,4,-2.4000001,-3.4000001,5.80000019,672,74,209,389,56,-78,694,-1.20000005,-7.0999999,8.30000019,-1.89999998,-8.5,10.39999962,{1B645BFF-4358-4456-9E25-2D63C906E65F},
717,13077170200,13077,"Census Tract 1702, Coweta County",7350,502,ARC 20,9468.12011719,125.98999786,9594.11035156,14.79389954,0.196859,14.9907999,170200,Coweta,-4,-44,-14,54,-43,-174,213,-1.5,-0.40000001,1.89999998,-1.39999998,-5.9000001,7.30000019,-167,-92,-48,-27,-46,-130,9,-1.79999995,1.79999995,0,-0.40000001,-2.0999999,2.5,180,-18,54,144,9,-64,235,-2.0999999,-1.79999995,3.9000001,-1,-4.69999981,5.69999981,9,-154,-8,171,-80,-368,457,-5.30000019,-0.5,5.80000019,-2.79999995,-12.69999981,15.5,{F93D1719-DF9E-400A-A8D9-72404B507F3C},
718,13077170100,13077,"Census Tract 1701, Coweta County",7428,505,ARC 20,54800,413.34799194,55213.30078125,85.625,0.64585602,86.27079773,170100,Coweta,-53,-68,-98,113,-63,-170,180,-1.79999995,-2.0999999,3.9000001,-1.70000005,-4.69999981,6.30000019,-74,-126,45,7,-49,-114,89,-3.5999999,2.9000001,0.69999999,-1.10000002,-2.70000005,3.79999995,141,30,-55,166,24,-124,241,0.1,-4.5,4.4000001,-0.1,-5.69999981,5.80000019,14,-164,-108,286,-88,-408,510,-5.30000019,-3.70000005,9,-2.9000001,-13.10000038,16,{0E4D1918-20F3-43E1-AD7C-D435D4950431},
719,13097080201,13097,"Census Tract 802.01, Douglas County",5309,865,ARC 10,4693.62011719,8.94719028,4702.56982422,7.33377981,0.01398,7.34777021,080201,Douglas,92,40,-4,56,-46,-84,222,0.80000001,-2.5,1.70000005,-2.79999995,-5.0999999,7.80000019,-455,-198,-252,-5,-85,-205,-165,-4.69999981,1.29999995,3.4000001,0.69999999,-1.10000002,0.40000001,206,124,-1,83,17,29,160,3.9000001,-5.80000019,1.89999998,-1.29999995,-2.29999995,3.5999999,-157,-34,-257,134,-114,-260,217,0,-7,7,-3.4000001,-8.39999962,11.80000019,{58B154F1-BDB9-4EDB-A20E-E31C5E9030A6},
720,13097080506,13097,"Census Tract 805.06, Douglas County",5343,419,ARC 10,4539.41992188,3.58055997,4543,7.09284019,0.00559463,7.09844017,080506,Douglas,150,10,20,120,49,-118,219,-1.10000002,-2.70000005,3.79999995,0.5,-7.0999999,6.69999981,-418,-186,-214,-18,-155,-181,-82,-3.79999995,1.29999995,2.5,-2.29999995,-0.60000002,2.9000001,-24,-38,-2,16,-39,-64,79,-1.5,0.60000002,0.89999998,-1.5,-2.5,4,-292,-214,-196,118,-145,-363,216,-6.30000019,-0.80000001,7.19999981,-3.4000001,-10.19999981,13.60000038,{9DD533BA-3831-4D39-8864-5DF76CEDCD7E},
721,13097080505,13097,"Census Tract 805.05, Douglas County",4753,369,ARC 10,2449.2199707,0,2449.2199707,3.82691002,0,3.82691002,080505,Douglas,1,-109,-10,120,-2,-115,118,-5.69999981,-0.5,6.19999981,-0.1,-6,6.0999999,-196,-101,-97,2,-117,-41,-38,-3.0999999,0.89999998,2.20000005,-3.9000001,2.29999995,1.60000002,116,66,35,15,31,-39,124,2.29999995,-1.79999995,-0.5,0.40000001,-4.80000019,4.5,-79,-144,-72,137,-88,-195,204,-6.5,-1.39999998,7.9000001,-3.70000005,-8.5,12.19999981,{B7C5F969-BCBE-4F27-98C6-CF80044E8F08},
722,13097080202,13097,"Census Tract 802.02, Douglas County",11511,1074,ARC 10,3720.98999023,25.83760071,3746.82006836,5.8140502,0.0403713,5.85441017,080202,Douglas,-350,-179,-206,35,-121,-346,117,-2.5,0.2,2.29999995,-1.10000002,-5.0999999,6.19999981,2,-100,76,26,-87,-12,101,-2.9000001,2.20000005,0.69999999,-2.5,-0.40000001,2.9000001,169,104,-70,135,73,-75,171,1.89999998,-4.9000001,3,1.10000002,-4.0999999,3,-179,-175,-200,196,-135,-433,389,-3.5,-2.5,6,-2.5,-9.60000038,12.10000038,{BA046B47-216A-49E0-9ED5-2EC02A8A0152},
723,13097080507,13097,"Census Tract 805.07, Douglas County",3734,337,ARC 10,6224.89990234,52.14220047,6277.04003906,9.72640991,0.0814722,9.80786991,080507,Douglas,375,67,213,95,62,99,214,-2.0999999,-0.60000002,2.5999999,-1.29999995,-3.5,4.80000019,-170,-136,-22,-12,-70,-83,-17,-6.4000001,5.30000019,1.10000002,-2.29999995,-1.20000005,3.5999999,103,61,8,34,77,-21,47,2.70000005,-3.70000005,1,3.70000005,-3.79999995,0.1,308,-8,199,117,69,-5,244,-5.80000019,1,4.69999981,0,-8.5,8.5,{4D2A79B2-9F17-4D6C-AAB5-C865DFCCC500},
724,13097080402,13097,"Census Tract 804.02, Douglas County",7915,646,ARC 10,27700.09960938,78.02230072,27778.09960938,43.28139877,0.12191,43.40330124,080402,Douglas,684,102,409,173,4,146,534,-1.70000005,-0.60000002,2.29999995,-4.4000001,-3.70000005,8.10000038,-222,-195,-15,-12,-71,-190,39,-4.4000001,3.70000005,0.69999999,-0.89999998,-3.29999995,4.0999999,341,79,-18,280,73,-53,321,0.5,-6.5999999,6.0999999,0.30000001,-4.5999999,4.30000019,803,-14,376,441,6,-97,894,-5.5999999,-3.5,9.10000038,-5,-11.5,16.5,{A32742B0-2CD4-427C-9A22-91389C9DC476},
725,13097080301,13097,"Census Tract 803.01, Douglas County",12471,862,ARC 10,5533.27001953,14.26589966,5547.52978516,8.64573002,0.0222905,8.66802025,080301,Douglas,94,-39,94,39,-81,-118,293,-1.89999998,1,0.80000001,-3,-4.80000019,7.80000019,580,-51,552,79,76,153,351,-5,4.5999999,0.40000001,-1.5,-3,4.5999999,445,162,68,215,167,6,272,1.5,-5.0999999,3.5999999,1.5,-4.19999981,2.79999995,1119,72,714,333,162,41,916,-5.30000019,0.5,4.80000019,-3.0999999,-12,15.10000038,{D7037CF6-929B-401C-BFEB-2B6AA798C2D7},
726,13089980000,13089,"Census Tract 9800, DeKalb County",0,13,ARC 10,158.60299683,23.78240013,182.38600159,0.24781699,0.03716,0.284978,980000,DeKalb,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,,,,,68,15,38,15,16,32,20,,,,,,,68,15,38,15,16,32,20,,,,,,,{C93CD5EC-8902-4CCD-815E-8DFF49D7CFBE},
727,13089023428,13089,"Census Tract 234.28, DeKalb County",10126,851,ARC 10,1877.43994141,55.81639862,1933.25,2.93350005,0.0872131,3.02069998,023428,DeKalb,-187,-11,-316,140,-44,-125,-18,1.20000005,-6,4.9000001,0.1,-1.10000002,1,-152,-100,-92,40,-108,-95,51,-2,0,2,-2.29999995,-0.80000001,3.0999999,641,231,331,79,233,288,120,2,-1.5,-0.5,2.5,-0.30000001,-2.20000005,302,120,-77,259,81,68,153,1.20000005,-7.5,6.4000001,0.2,-2.0999999,1.89999998,{DFFFCF64-2E44-434B-9DE6-3E544B1C5195},
728,13089023426,13089,"Census Tract 234.26, DeKalb County",4601,525,ARC 10,1320.48999023,25.68190002,1346.17004395,2.06327009,0.040128,2.10338998,023426,DeKalb,-167,-5,-235,73,-96,-102,31,1.89999998,-7,5.0999999,-3,-1.60000002,4.5999999,-215,-106,-113,4,-83,-122,-10,-3.29999995,0.69999999,2.5,-2.20000005,-2,4.0999999,320,23,174,123,59,16,245,-2.5,-0.69999999,3.20000005,-0.30000001,-5.9000001,6.19999981,-62,-88,-174,200,-120,-208,266,-3.79999995,-7,10.80000019,-5.4000001,-9.5,14.89999962,{EDD5E4AE-81B8-4584-8369-1D468837FBFF},
729,13089021502,13089,"Census Tract 215.02, DeKalb County",4370,430,ARC 10,874.83599854,0.43095201,875.26702881,1.36693001,0.00067336,1.36759996,021502,DeKalb,-346,-112,-271,37,-132,-283,69,-0.30000001,-2.9000001,3.20000005,-3.0999999,-6.80000019,9.89999962,-32,-48,-9,25,-6,-133,107,-1.79999995,0.40000001,1.29999995,-0.1,-5.69999981,5.69999981,317,-32,229,120,-25,48,294,-4.9000001,1.89999998,3,-3,-1.39999998,4.4000001,-61,-192,-51,182,-163,-368,470,-7,-0.60000002,7.5,-6.0999999,-13.80000019,19.89999962,{D1A200DD-9439-4D65-86F7-B878D529123F},
730,13089022302,13089,"Census Tract 223.02, DeKalb County",4397,331,ARC 10,884.05401611,0,884.05401611,1.38133001,0,1.38133001,022302,DeKalb,-242,-176,-71,5,-2,-223,-17,-5.19999981,3.5,1.70000005,1.89999998,-6.19999981,4.4000001,-110,-101,-79,70,-87,-84,61,-3.79999995,-0.5,4.30000019,-3.29999995,-2.5,5.80000019,121,38,34,49,-8,1,128,0.69999999,-2,1.29999995,-1.29999995,-1.70000005,2.9000001,-231,-239,-116,124,-97,-306,172,-8.30000019,1,7.30000019,-2.70000005,-10.39999962,13.10000038,{2D5129EF-59F5-4EB1-BF42-2CF393151D7E},
731,13089022007,13089,"Census Tract 220.07, DeKalb County",4043,439,ARC 10,296.6539917,0,296.6539917,0.46352199,0,0.46352199,022007,DeKalb,-423,-167,-275,19,-133,-282,-8,-1.60000002,-1.39999998,3,-1.10000002,-2,3.20000005,-209,-90,-127,8,-40,-156,-13,-1.79999995,-0.30000001,2.0999999,1.10000002,-2.79999995,1.60000002,113,1,44,68,21,20,72,-2.29999995,-1.5,3.79999995,-0.69999999,-2.9000001,3.5999999,-519,-256,-358,95,-152,-418,51,-5.69999981,-3.20000005,9,-0.69999999,-7.69999981,8.39999962,{79739778-67F9-4F76-BD62-135689D4A5BB},
