OBJECTID,GEOID10,NAME10,PLNG_REGION,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,GlobalID
694,13077170406,1704.06,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1162,0,0,0,3378,U,3377.999995,1,429.781211,0.127229,890.999998,1,356.999998,1,0,0,3377.999995,1,429.781211,0.127229,890.999998,1,356.999998,1,0,0,{B4D0542F-A797-4735-B483-E43DC0437688}
695,13077170305,1703.05,ARC 20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3395,436,0.049641,1,8783,U,5397.072231,0.614491,2545.858798,0.289862,1366.586101,0.628604,464.440851,0.652305,147.380904,0.043411,746.24985,0.084965,356.188086,0.040554,163.072913,0.075011,74.903046,0.105201,17.323647,0.005103,{DCD10E42-3DD3-4614-9AA1-41D47D51C730}
696,13077170601,1706.01,ARC 20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2645,0,0,1,7653,U,7653.000033,1,4141.057125,0.541102,2449.000021,1,739.000003,1,352.587949,0.133304,6628.394803,0.866117,3606.800382,0.471292,2049.013185,0.836673,690.914997,0.934932,329.072968,0.124413,{980AD3B1-1F2C-4D7D-AA60-DD663DED5FEB}
697,13077170603,1706.03,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1742,0,0,0,4974,U,4974.000037,1,997.179378,0.200478,1373.000001,1,499,1,5.918552,0.003398,4974.000037,1,997.179378,0.200478,1373.000001,1,499,1,5.918552,0.003398,{D84A6AEE-3AAA-40F4-838E-6AFFB6510987}
698,13077170502,1705.02,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1936,0,0,0,5579,R,5378.014652,0.963975,1230.921827,0.220635,1527.333561,0.967892,471.704109,0.956803,17.441654,0.009009,5027.886205,0.901216,1141.101733,0.204535,1432.354898,0.907703,437.520924,0.887466,15.32061,0.007914,{40E21311-3622-473C-A6FC-5DBC73700AC7}
699,13077170405,1704.05,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2438,0,0,0,7075,U,6624.842626,0.936374,1329.427493,0.187905,1844.0042,0.930375,675.82175,0.964082,34.268265,0.014056,5402.28349,0.763574,1106.172556,0.156349,1488.604163,0.751062,595.433707,0.849406,24.440173,0.010025,{FD03239E-09BB-44F4-B03C-DF85AAD07B96}
700,13077170404,1704.04,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2015,0,0,0,5848,U,4844.206351,0.828353,652.049626,0.1115,1318.88155,0.824816,443.982742,0.832988,11.177872,0.005547,2879.340335,0.492363,407.10662,0.069615,797.612342,0.498819,262.364311,0.492241,5.578185,0.002768,{15EBE14C-6421-4570-A499-0A7A24141183}
701,13077170403,1704.03,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1336,0,0,0,3965,R,3964.999996,1,826.473707,0.208442,1185.999993,1,360.999999,1,0,0,3964.999996,1,826.473707,0.208442,1185.999993,1,360.999999,1,0,0,{540E12AE-DEFC-42D5-A970-3A8D9F6D8AA2}
702,13077170306,1703.06,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3194,0,0,0,8091,U,5714.428134,0.70627,1348.070249,0.166614,1531.705856,0.699729,664.774645,0.870124,64.590958,0.020223,2900.328232,0.358464,597.646442,0.073866,711.298586,0.324942,416.045842,0.544563,23.213254,0.007268,{3603C314-C5A3-4BEC-918E-794B808CD892}
703,13097080603,806.03,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2241,3,0.000479,0,6268,U,5123.789763,0.817452,965.376464,0.154017,1388.04012,0.801872,519.427286,0.880385,36.633479,0.016347,2005.321013,0.31993,306.651775,0.048923,543.820311,0.314165,165.16278,0.279937,9.688548,0.004323,{0EC617C9-22EF-44F5-8AF9-77827C3E3973}
704,13097080511,805.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2872,122,0.013657,0,8933,U,8238.013923,0.9222,1476.804377,0.16532,2603.717966,0.914227,546.969772,0.941428,0,0,6488.829106,0.726389,1169.23225,0.130889,2008.590055,0.705263,458.591445,0.789314,0,0,{77480CC8-69D6-4264-82CF-480FFFC9DA27}
705,13097080304,803.04,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2152,867,0.156724,1,5532,U,3907.442026,0.706334,1430.977705,0.258673,684.346768,0.637194,466.370603,0.684832,97.78978,0.045441,769.307593,0.139065,292.330255,0.052844,69.350033,0.064572,58.94466,0.086556,9.884976,0.004593,{3FF0AB9D-407C-452E-A381-081FD13FE863}
706,13097080404,804.04,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2762,15,0.001888,0,7943,R,7278.108928,0.916292,2270.481726,0.285847,2101.812263,0.918624,707.632676,0.922598,80.211054,0.029041,5861.504588,0.737946,1984.355701,0.249824,1688.607482,0.738028,571.531116,0.745151,69.400131,0.025127,{9D46414D-685B-42A5-A545-F69D7C0AD18D}
707,13097080303,803.03,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1310,36,0.009397,1,3831,U,3113.819558,0.812796,1640.445567,0.428203,865.556462,0.770754,321.172047,0.877519,197.575595,0.150821,1951.892987,0.5095,981.124554,0.256101,493.574824,0.439515,238.969897,0.652923,121.501926,0.09275,{AB628C67-AFB5-48F8-951B-531274C6A349}
708,13097080403,804.03,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1521,0,0,0,4617,R,4612.90014,0.999112,1501.75678,0.325267,1382.398356,0.999565,442.796677,0.99729,0,0,4501.736427,0.975035,1458.497857,0.315897,1362.829993,0.985416,423.194413,0.953141,0,0,{3E96459E-86D4-46E2-9A6C-2C00EE063E0E}
709,13097080103,801.03,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2729,8,0.001256,1,6371,U,4231.359752,0.664159,1978.980568,0.310623,1144.865192,0.682686,274.644524,0.824758,52.022348,0.019063,442.832008,0.069507,219.331109,0.034426,93.107123,0.05552,61.566801,0.184885,9.553466,0.003501,{A865FFB4-A478-433D-9413-31F8B6B1ACD3}
710,13097080604,806.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2877,18,0.002018,0,8920,U,8621.623288,0.96655,2054.317163,0.230305,2770.192765,0.971316,496.533353,0.960413,0,0,7382.4257,0.827626,1785.65062,0.200185,2409.284262,0.84477,417.795821,0.808116,0,0,{BD03E481-3B70-423E-BED4-1E6447E255BA}
711,13077170304,1703.04,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2315,65,0.01041,0,6244,U,5815.258835,0.931335,1314.553776,0.210531,1453.775816,0.914324,895.693457,0.966228,113.809525,0.049162,4187.475352,0.67064,832.851649,0.133384,998.068927,0.627716,736.076124,0.794041,113.809525,0.049162,{72F473A6-0D94-4E44-BD3F-764A81FF19D5}
712,13077170303,1703.03,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1761,0,0,0,5004,R,5004.000004,1,591.6993,0.118245,1334.000002,1,523.999999,1,0,0,5004.000004,1,591.6993,0.118245,1334.000002,1,523.999999,1,0,0,{C9C32A7C-B247-4856-9ECE-EF397E870A6D}
713,13077170802,1708.02,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1677,0,0,0,4694,R,4694.000008,1,1602.52219,0.341398,1210.000004,1,551.999999,1,25.138144,0.01499,4694.000008,1,1602.52219,0.341398,1210.000004,1,551.999999,1,25.138144,0.01499,{89417528-3C90-4AC0-A56D-AD2578EDD17F}
714,13077170801,1708.01,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2057,0,0,0,5892,R,5892.000029,1,1639.966692,0.278338,1706.000013,1,557.000001,1,37.993246,0.01847,5892.000029,1,1639.966692,0.278338,1706.000013,1,557.000001,1,37.993246,0.01847,{D1FC835D-A229-40B8-870A-C280B4BBFBDF}
715,13077170700,1707,ARC 20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2692,87,0.011549,1,7533,U,6669.963014,0.885432,2772.118598,0.367997,1691.096118,0.874856,857.758608,0.878851,184.772904,0.068638,4426.035789,0.587553,1551.360179,0.205942,1084.812705,0.561207,593.414193,0.608006,102.892287,0.038221,{3FC375AD-D5B8-4890-8C6C-75AC2894DB35}
716,13077170402,1704.02,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2842,0,0,0,8430,U,8427.506374,0.999704,1369.837483,0.162496,2438.421766,0.999763,879.31334,0.99922,63.31216,0.022277,8087.871213,0.959415,1262.722146,0.149789,2331.543316,0.955942,839.588705,0.954078,52.034883,0.018309,{BBC32E3E-58FD-4F00-99D0-D029D93892B8}
717,13077170200,1702,ARC 20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2668,0,0,1,7105,U,6465.196049,0.90995,2848.843102,0.400963,1685.217361,0.907495,780.887433,0.91546,126.728279,0.047499,3778.634872,0.531828,1779.387423,0.250442,963.985964,0.519109,466.848286,0.547302,64.35931,0.024123,{7A38630F-B553-4BDD-A772-19C34E975FE9}
718,13077170100,1701,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2619,0,0,0,7162,R,7045.408707,0.983721,1383.935675,0.193233,1705.055248,0.984443,828.076284,0.984633,45.806696,0.01749,6762.560492,0.944228,1338.43139,0.18688,1637.08371,0.945198,795.348145,0.945717,45.806696,0.01749,{0D84691B-0BED-4531-8AC5-1E227A8087DC}
719,13097080201,802.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2049,7,0.00113,0,6197,U,6196.99997,1,1613.829532,0.260421,1768.999992,1,652.999999,1,29.701568,0.014496,6124.653527,0.988326,1582.759819,0.255407,1748.681891,0.988514,642.39294,0.983756,28.885483,0.014097,{A7CDF572-6074-4262-86C7-EE4EB84AEC1B}
720,13097080506,805.06,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1832,237,0.042231,0,5612,U,5343.673655,0.952187,1347.491111,0.240109,1393.904543,0.957352,806.05597,0.948301,59.857308,0.032673,4601.90874,0.820012,1183.83961,0.210948,1224.886126,0.841268,651.65447,0.766652,56.167544,0.030659,{2F940229-D250-4CB0-A99A-477DC4E7E9F1}
721,13097080505,805.05,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1632,0,0,0,4293,U,2691.749276,0.627009,991.970146,0.231067,669.829983,0.616219,309.0585,0.768802,28.803085,0.017649,1318.849701,0.307209,501.225289,0.116754,353.891031,0.325567,144.162882,0.358614,10.272641,0.006295,{49FA65AF-F97A-478A-A803-FDDE9641CC19}
722,13097080202,802.02,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3430,8,0.000871,0,9186,U,8484.738823,0.92366,2352.231254,0.256067,2273.493131,0.922684,708.342639,0.887647,33.342419,0.009721,6261.892384,0.681678,1350.466167,0.147014,1636.497736,0.664163,540.713212,0.677585,17.338399,0.005055,{35122285-3DA4-4D2A-953A-C7C6E2C7B029}
723,13097080507,805.07,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1204,0,0,0,3610,U,3609.999998,1,772.642068,0.214028,1014.000009,1,312.000002,1,0,0,3609.999998,1,772.642068,0.214028,1014.000009,1,312.000002,1,0,0,{0F8B556F-DC8B-495C-B4E3-06DD6B386D34}
724,13097080402,804.02,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2991,0,0,0,8607,R,8607.000014,1,818.225018,0.095065,2306,1,912.999999,1,28.931967,0.009673,8607.000014,1,818.225018,0.095065,2306,1,912.999999,1,28.931967,0.009673,{C0A5B271-65C6-46BD-8C5D-BB6A0C1FF8A6}
725,13097080301,803.01,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3954,39,0.003307,1,11792,U,11790.233,0.99985,5044.107512,0.427757,3865.364734,0.999836,677.868595,0.999806,267.470186,0.067645,10813.156189,0.916991,4496.834522,0.381346,3537.301761,0.914977,602.258734,0.888287,252.382161,0.06383,{38EA7C40-DE51-4713-99F7-0D8E2B81027D}
726,13089980000,9800,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{7F2B51D5-2491-4D59-99CB-E2EDDCCB35FE}
727,13089023428,234.28,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3496,12,0.00139,1,8631,U,6653.090045,0.770837,3514.117139,0.407151,2023.553147,0.775902,353.686709,0.814946,290.224936,0.083016,3125.779244,0.362157,1554.770202,0.180138,954.481141,0.365982,189.090083,0.435691,149.215476,0.042682,{5FD95A51-0C3E-4CFD-8A05-73C70153EA47}
728,13089023426,234.26,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1499,2,0.000451,0,4432,U,4432.000046,1,1540.524036,0.347591,1145.000013,1,291.000003,1,26.106033,0.017416,3384.942593,0.763751,1291.730944,0.291456,899.312782,0.785426,209.955722,0.721497,12.149938,0.008105,{760331CD-B15A-4AAD-B12E-E039602ED191}
729,13089021502,215.02,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2457,0,0,0,4232,U,2145.150329,0.506888,459.950443,0.108684,191.572692,0.463856,127.891395,0.375048,63.729172,0.025938,0,0,0,0,0,0,0,0,0,0,{7FE861D0-FA8A-47BE-BD07-2F7FE7C1FD65}
730,13089022302,223.02,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2038,0,0,0,4132,U,2374.513394,0.574664,733.503559,0.177518,389.843513,0.52328,258.706302,0.558761,21.355393,0.010479,0,0,0,0,0,0,0,0,0,0,{E331AF63-8E10-4E9E-9549-1CE772ADEA07}
731,13089022007,220.07,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1263,19,0.005023,1,3783,U,1775.532004,0.469345,1131.685811,0.29915,535.869665,0.478455,41.781057,0.360182,78.278968,0.061979,0,0,0,0,0,0,0,0,0,0,{DA547AE8-A4DB-4644-ABCD-196951CB6ABA}
732,13089021602,216.02,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2120,0,0,0,4172,U,3006.289695,0.720587,335.584548,0.080437,576.551899,0.800767,673.709439,0.739527,103.550061,0.048844,377.560632,0.090499,15.757695,0.003777,76.266438,0.105926,77.689317,0.085279,2.370545,0.001118,{616611FF-CA77-4DE3-AB72-21EAA27E417A}
733,13089023803,238.03,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1902,1,0.000192,1,5194,U,4303.314497,0.828516,1929.415004,0.37147,922.855569,0.827673,550.083638,0.841106,103.437637,0.054384,299.706944,0.057703,130.195881,0.025067,63.41028,0.05687,35.615886,0.054459,8.467442,0.004452,{62ECAE2D-E4C9-4153-8CBA-3352DD786D2F}
734,13089022402,224.02,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1120,3835,0.658595,1,5823,U,5011.821191,0.860694,2698.670935,0.46345,117.412633,0.578387,129.201923,0.374498,228.518808,0.204035,33.628964,0.005775,21.32746,0.003663,0.16434,0.00081,0,0,0,0,{95E9D18A-6D26-49A0-8899-2B1EB5474DC3}
735,13089022700,227,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1685,307,0.069253,0,4433,U,4433.000025,1,1296.810248,0.292536,1017.000015,1,391.000004,1,143.138368,0.084949,3226.511601,0.727839,941.461958,0.212376,754.941804,0.742322,332.861652,0.851309,112.665132,0.066864,{355BA26F-44A5-4A7D-8772-E0233F910ED2}
736,13089022403,224.03,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1598,0,0,0,4052,U,2973.052023,0.733725,278.203606,0.068658,704.767916,0.669295,389.893319,0.83848,31.11149,0.019469,1101.875686,0.271934,104.689233,0.025836,266.273264,0.252871,142.674615,0.306827,11.802483,0.007386,{8811CC1C-FF7D-4C64-8476-A042A282CC3C}
737,13089023425,234.25,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2076,11,0.002004,0,5489,U,3531.925639,0.643455,775.206118,0.141229,861.035493,0.620343,325.358755,0.708843,68.894061,0.033186,328.297532,0.05981,83.067888,0.015134,84.039894,0.060547,27.377997,0.059647,7.932974,0.003821,{7AB4E72F-126D-4FF8-9B41-B2A5E453F9C3}
738,13089022204,222.04,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2662,66,0.01014,1,6509,U,2320.797714,0.356552,826.890197,0.127038,490.815841,0.365735,168.701871,0.293906,191.255061,0.071846,10.596881,0.001628,3.423135,0.000526,1.723588,0.001284,1.094978,0.001908,0.790077,0.000297,{B4E99964-9F6B-42AC-BF5D-F48F9F4C4F68}
739,13089023423,234.23,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,3163,66,0.007543,0,8750,U,6978.467366,0.797539,1803.286003,0.20609,1982.39199,0.796781,447.154184,0.861569,155.41125,0.049134,5353.498842,0.611828,1260.974368,0.144111,1513.498837,0.608319,322.302659,0.621007,116.212559,0.036741,{7AF82483-02E7-4EFC-89B5-673B16604FD3}
740,13089023419,234.19,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2995,17,0.001921,0,8851,U,8850.999902,1,2023.414212,0.228609,2465.999974,1,636.999998,1,85.676662,0.028607,8339.531784,0.942214,1900.292222,0.214698,2308.133648,0.935983,613.22604,0.962678,79.665044,0.026599,{B2C1202E-6F82-4946-892A-6AF292189271}
741,13089023312,233.12,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3186,27,0.002923,0,9236,U,8019.492765,0.868286,2245.66892,0.243143,2330.457896,0.859313,497.045103,0.900444,80.34654,0.025219,5641.568369,0.610824,1493.425544,0.161696,1651.145934,0.60883,346.776353,0.628218,57.308787,0.017988,{9BFA16A8-1C97-46BC-9AB9-1B1835BAA8E5}
742,13089023311,233.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1361,4,0.000984,0,4066,U,3407.499175,0.838047,788.755341,0.193988,985.187103,0.845654,200.21329,0.820546,9.211221,0.006768,2111.210126,0.519235,574.457531,0.141283,633.146453,0.543473,113.19269,0.463904,3.683127,0.002706,{D31E2418-5993-4ADD-811F-4F5EEAE07C2F}
743,13089023213,232.13,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2151,59,0.010101,1,5841,U,2524.642927,0.432228,1303.918532,0.223236,709.791276,0.451234,234.656251,0.449533,160.90744,0.074806,89.727864,0.015362,51.071161,0.008744,20.439169,0.012994,23.512572,0.045043,9.093344,0.004228,{AE27B1D3-D0D2-489B-8306-31F32D490199}
744,13089022301,223.01,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3008,0,0,0,5657,U,3377.679074,0.59708,1033.979868,0.182779,460.457147,0.608266,620.045084,0.740795,92.220209,0.030658,0,0,0,0,0,0,0,0,0,0,{904582F4-8615-4123-886F-7E4C1D1EF9ED}
745,13089023602,236.02,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,879,2,0.000864,1,2314,U,1724.009101,0.745034,764.682388,0.330459,345.539001,0.727451,307.821093,0.78326,95.908633,0.109111,0,0,0,0,0,0,0,0,0,0,{BFF9D9E2-B045-41D2-81CB-6113D3010DF0}
746,13089023504,235.04,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1324,3,0.00086,1,3488,U,967.431762,0.27736,485.066801,0.139067,202.679691,0.228243,166.992582,0.392001,36.426431,0.027512,0,0,0,0,0,0,0,0,0,0,{4F30D2BB-6BBF-4A5F-BAE8-219E197BBF09}
747,13089023411,234.11,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1293,5,0.001392,1,3591,U,3254.140274,0.906193,1497.419814,0.416992,771.126382,0.913657,435.843801,0.900504,82.818602,0.064052,1522.580697,0.423999,743.95881,0.207173,401.097565,0.475234,182.462869,0.376989,42.821411,0.033118,{A382B817-4EBD-42D0-953F-50AD2F5487CB}
748,13089023410,234.10,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1503,0,0,1,3761,U,2315.950088,0.61578,1263.700035,0.336001,639.189529,0.61579,164.48609,0.62781,116.251091,0.077346,67.329678,0.017902,33.558856,0.008923,20.108121,0.019372,2.975813,0.011358,2.605228,0.001733,{8F437B9E-E2DE-403E-9D1D-4D464E59BE00}
749,13089023501,235.01,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1299,19,0.005352,1,3550,U,1795.01943,0.505639,1221.033469,0.343953,485.662363,0.51887,165.914269,0.437769,137.289199,0.105688,0,0,0,0,0,0,0,0,0,0,{92005771-B1B9-473B-9C1C-B00E1E9778A4}
750,13089023114,231.14,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,835,11,0.004519,0,2434,U,2434.000013,1,736.723604,0.30268,616.999996,1,226.999999,1,80.452377,0.09635,1137.084679,0.467167,381.319178,0.156664,272.469661,0.441604,93.19469,0.410549,43.714939,0.052353,{52FA7223-1A8F-47E5-A6D6-F69AC4D13E32}
751,13089023112,231.12,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1790,2,0.000501,1,3991,U,3277.672051,0.821266,1961.980256,0.491601,871.613421,0.831692,107.584635,0.808907,412.695432,0.230556,1040.340523,0.260672,605.091391,0.151614,245.997189,0.23473,25.421867,0.191142,171.548146,0.095837,{4ED9CECC-F3E6-408F-8BE2-E9045AE41EA3}
752,13089021912,219.12,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1317,5,0.001449,0,3451,U,3424.460285,0.99231,458.63433,0.132899,597.475184,0.992484,788.372132,0.991663,12.44639,0.009451,2922.670642,0.846905,431.439885,0.125019,517.834482,0.86019,675.971167,0.850278,12.44639,0.009451,{830C0AEA-E83B-4D90-B285-668005AD0B65}
753,13089021910,219.10,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2002,7,0.001467,0,4773,U,4772.999965,1,1204.390313,0.252334,1109.00001,1,345.999999,1,53.021438,0.026484,3844.5895,0.805487,1042.588659,0.218435,869.691677,0.784213,296.227609,0.856149,41.440198,0.020699,{ABD95FA1-9C5D-4655-9CAD-EAEAED62261A}
754,13089021604,216.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1269,0,0,0,3132,U,2754.678052,0.879527,181.740525,0.058027,687.010541,0.898053,513.470672,0.899248,33.782301,0.026621,991.09536,0.316442,76.942235,0.024566,280.897827,0.367187,164.457342,0.288016,10.819458,0.008526,{0C5BFB3C-D0D4-40D2-B143-4D64A3BB37CC}
755,13089021504,215.04,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2882,266,0.046601,1,5708,U,1868.158421,0.327288,582.885294,0.102117,164.355611,0.258421,440.898221,0.523011,64.998686,0.022553,0,0,0,0,0,0,0,0,0,0,{5A3FC394-9A62-4B89-93B9-BB80901C4652}
756,13089021503,215.03,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1590,110,0.028497,1,3860,U,1904.331711,0.49335,831.312222,0.215366,435.662638,0.483532,96.940081,0.235291,187.422283,0.117876,0,0,0,0,0,0,0,0,0,0,{17149A9E-D3D0-4022-B5D1-9280E2BA490A}
757,13089023107,231.07,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1691,11,0.002471,1,4452,U,2906.989461,0.652963,1342.138302,0.301469,729.13845,0.657474,238.306405,0.618978,74.392286,0.043993,1.946425,0.000437,0.740785,0.000166,0,0,0.486606,0.001264,0.071648,4.2e-05,{69C78401-BA3A-48D8-B31D-0E5FEB5AEAFA}
758,13089023418,234.18,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,6529,19,0.001145,0,16588,R,16584.212178,0.999772,5127.411385,0.309104,4851.622766,0.999716,829.853961,0.999824,267.203774,0.040926,15080.151467,0.9091,4597.954036,0.277186,4380.338395,0.902604,767.531955,0.924737,237.331863,0.03635,{C2D73566-E00B-4673-95FC-2D79E85BB68F}
759,13089023101,231.01,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1676,12,0.002676,1,4484,U,3230.704023,0.720496,1418.130665,0.316265,793.674195,0.724155,273.420394,0.686986,173.977399,0.103805,0.622016,0.000139,0.34969,7.8e-05,0.103669,9.5e-05,0.103669,0.00026,0.038294,2.3e-05,{F516DBA1-A886-463B-9D3B-3B9DB6717E48}
760,13089022401,224.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2135,205,0.04613,0,4444,U,4146.726049,0.933107,653.657279,0.147088,697.696623,0.933998,399.215289,0.928408,14.843375,0.006952,803.972942,0.180912,43.106086,0.0097,161.058596,0.215607,96.746318,0.224991,0,0,{C53458DD-D028-4373-8624-1B447C151250}
761,13089020900,209,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2500,0,0,1,5402,U,5292.09927,0.979656,2097.044675,0.388198,731.909926,0.979799,737.818704,0.991692,355.261189,0.142104,1671.944362,0.309505,801.029231,0.148284,246.924017,0.330554,223.670115,0.300632,106.102045,0.042441,{34BABE54-4843-4BD1-B2C5-0BCE37949489}
762,13089020700,207,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,939,0,0,0,2032,U,1994.743287,0.981665,867.825437,0.427079,363.618951,0.980105,173.78226,0.976305,127.992275,0.136307,0,0,0,0,0,0,0,0,0,0,{B95FB04D-43B5-440F-BDC0-76DBD75D8E45}
763,13089020600,206,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,865,0,0,1,2000,U,970.123087,0.485062,470.322998,0.235161,342.78939,0.685579,44.394991,0.431019,73.440878,0.084903,0,0,0,0,0,0,0,0,0,0,{D41FACFB-13D4-49D9-B25C-C8D4D29C53FE}
764,13089020500,205,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1425,17,0.006067,1,2802,U,1009.944762,0.360437,350.88887,0.125228,122.629167,0.347391,128.226675,0.30603,27.156036,0.019057,0,0,0,0,0,0,0,0,0,0,{C06D8AC6-DD7E-4332-9EAB-93B6F5A158F0}
765,13089021410,214.10,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1781,20,0.004372,1,4575,U,2219.969104,0.485239,1174.003267,0.256613,563.52148,0.570366,52.29578,0.23451,115.77217,0.065004,0,0,0,0,0,0,0,0,0,0,{E27DCC47-3F95-46EB-A5B1-A4E0DEDDA77C}
766,13089021216,212.16,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3972,150,0.01945,0,7712,U,1718.125061,0.222786,318.338536,0.041278,342.475578,0.249254,206.453142,0.299642,64.038862,0.016123,0,0,0,0,0,0,0,0,0,0,{ECB68398-BB3B-431D-BFAD-D1934B78F0CC}
