OBJECTID,ID,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,NBR_STA,TYPE,EMS,GlobalID,last_edited_date
1872,10288303,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 9,678,518-4800,165 LAWRENCEVILLA STREET, ,LAWRENCEVILLE,GA,30071,5939,GWINNETT,13135,"LOCATED SE SIDE OF FIVE FORKS TRICKUM RD SW, .17 MILE NE OF HARRISON RIDGE RD SW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22705432,-84.210314,33.94329,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6678,0, ,Y,{C78012FE-14EC-43F2-9310-11BA63A56E43},2015-12-30T22:12:40.000Z
1873,10288416,DEKALB COUNTY FIRE DEPARTMENT STATION 20,404,244-4910,2919 WARREN RD, ,DECATUR,GA,30034,1631,DEKALB,13089, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.269957,33.704909, , , , , ,6808,0, , ,{2A9854DA-A6ED-4E5C-B266-1F056DE6BE55},2015-12-30T22:12:40.000Z
1874,10288315,ATLANTA FIRE RESCUE STATION 13,404,853-7000,447 FLAT SHOALS AVENUE SOUTHEAST, ,ATLANTA,GA,30316,1913,DEKALB,13089,SW CORNER OF FLAT SHOALS AVE SE AND METROPOLITAN AVE SE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22667325,-84.347322,33.741762,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6692,0, ,Y,{32D52204-F977-4DD1-8999-BD4B3A64034A},2015-12-30T22:12:40.000Z
1875,10288381,ATLANTA BUREAU OF FIRE STATION 02,404,525-0039,1568 JONESBORO RD SE, ,ATLANTA,GA,30315,4029,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.381346,33.710058, , , , , ,6761,0, , ,{477AB856-CA9D-49BA-88AA-BAC440D4C53D},2015-12-30T22:12:40.000Z
1876,10288411,DEKALB COUNTY FIRE SERVICES STATION 21,404,406-7750,1090 CROWN POINTE PARKWAY, ,ATLANTA,GA,30338,4775,DEKALB,13089,NW CORNER OF CROWN POINTE PKY AND RIDGEVIEW RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22725770,-84.344187,33.930937,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6803,0, ,Y,{AD2132F3-7F8C-4CB2-B302-9A557446B404},2015-12-30T22:12:40.000Z
1877,0,CLAYTON COUNTY FIRE DEPARTMENT STATION 13,0, ,264 N MAIN STREET, ,JONESBORO,GA,30236,0,CLAYTON,13063, , , , ,, ,, ,0, , ,-84.356697,33.53278, , , , , , ,0, , ,{84862BCD-62B3-4BFE-9411-2FC9C9B041C8},2015-12-30T22:12:40.000Z
1878,10288332,ROSWELL FIRE AND RESCUE STATION 06,770,641-3730,825 COX RD, ,ROSWELL,GA,30075,1017,FULTON,13121, , , , ,, ,,PROVIDED,922160,FIRE AND RESCUE SERVICE, ,-84.386191,34.089401, , , , , ,6709,0, ,Y,{B8DB0F6B-FC4B-4016-B53E-1936340AB3D0},2015-12-30T22:12:40.000Z
1879,10139211,GWINNETT COUNTY FIRE DEPARTMENT STATION 24,678,518-4800,2735 MALL OF GEORGIA BOULEVARD, ,BUFORD,GA,30519,8711,GWINNETT,13135,LOCATED ON THE SOUTH SIDE OF MALL OF GEORGIA BOULEVARD ABOUT 160 YARDS NORTHEAST OF THE MALL OF GEORGIA BOULEVARD AND WOODWARD CROSSING BOULEVARD., , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",17157837,-83.97275,34.066611,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS, ,0, , ,{A112A541-6E2A-48B8-AD88-51E657F82E4E},2015-12-30T22:12:40.000Z
1880,10288291,HENRY COUNTY FIRE DEPARTMENT STATION 6,770,288-6600,680 FAIRVIEW ROAD, ,STOCKBRIDGE,GA,30281,1036,HENRY,13151,ON THE SOUTH SIDE OF THE INTERSECTION OF BLACK OAK COURT AND FAIRVIEW ROAD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,114458717,-84.222855,33.607432,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6664,0, ,Y,{48811721-6560-42C7-93CE-6A9C5DDAED3C},2015-12-30T22:12:40.000Z
1881,10288390,MOUNTAIN PARK FIRE DEPARTMENT,770,998-3533,112 LAKESHORE DRIVE, ,ROSWELL,GA,30075,1120,FULTON,13121,NE SIDE OF LAKESHORE DR BETWEEN CEDAR ST AND MAPLE ST, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22678714,-84.415776,34.082884,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6771,0, ,Y,{7B6E80C4-7500-4BBF-91F3-EA756758515B},2015-12-30T22:12:40.000Z
1882,10288481,COBB COUNTY FIRE DEPARTMENT STATION 6,770,528-8000,5075 HIRAM LITHIA SPRINGS ROAD, ,POWDER SPRINGS,GA,30127,3332,COBB,13067,NE SIDE OF HIRAM LITHIA SPRINGS RD APPROX 0.07 MILES SE OF WESTRIDGE LN SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22690028,-84.689569,33.831616,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6881,0, ,Y,{463CE10A-E825-461B-8806-E5E3110F1DC4},2015-12-30T22:12:40.000Z
1883,10286953,CANTON FIRE DEPARTMENT STATION 16,770,479-7287,190 WEST MAIN STREET, ,CANTON,GA,30114,2743,CHEROKEE,13057,LOCATED ON THE NORTH SIDE OF W MAIN ST APPROX. 0.01 MILES EAST OF ACADEMY ST, , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",104492757,-84.492075,34.237088,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6908,0, ,N,{0220F8A6-FB67-4F55-8753-915A3BBE9CE2},2015-12-30T22:12:40.000Z
1884,10139794,WOODSTOCK FIRE DEPARTMENT - STATION 14,770,926-2302,225 ARNOLD MILL ROAD, ,WOODSTOCK,GA,30188,4145,CHEROKEE,13057,NORTH SIDE OF ARNOLD MILL ROAD BETWEEN SANDY CIRCLE AND DOBBS ROAD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,127169123,-84.510871,34.101338,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,0, ,Y,{38EC651C-1F7C-47C8-A95F-084F18DFFD36},2015-12-30T22:12:40.000Z
1885,10288428,DEKALB COUNTY FIRE SERVICES STATION 24,404,244-4910,4154 REDAN RD, ,STONE MOUNTAIN,GA,30083,5038,DEKALB,13089, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.220472,33.76351, , , , , ,6820,0, , ,{FF4CF8F0-3778-49D9-95E5-9D464218122C},2015-12-30T22:12:40.000Z
1886,10288346,FULTON COUNTY FIRE DEPARTMENT STATION 17,404,306-3071,8675 RIDGE ROAD, ,FAIRBURN,GA,30213,1947,FULTON,13121,NW SIDE OF RIDGE RD APPROX 0.12 MILES NE OF CEDAR GROVE RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22820733,-84.670778,33.618832,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6723,0, ,Y,{76A41D77-D137-4D0A-8C4E-7FA67AA0B2D8},2015-12-30T22:12:40.000Z
1887,10288359,ATLANTA BUREAU OF FIRE STATION 05,404,523-4595,"2825 CAMPBELLTON RD., SW", ,ATLANTA,GA,30311,4504,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.480805,33.70027, , , , , ,6739,0, , ,{A4D38B8C-174F-490A-9D10-555E479053F5},2015-12-30T22:12:40.000Z
1888,10288440,CLAYTON COUNTY FIRE DEPARTMENT STATION 7,770,473-3807,8796 ROBERTS ROAD, ,JONESBORO,GA,30238,4836,CLAYTON,13063,"LOCATED SE SIDE OF ROBERTS RD, .21 MILE SW OF FLINT RIVER RD.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22737927,-84.376307,33.515575,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6837,0, ,Y,{E8F32B5A-2709-410F-AE7F-4A9E0FBA9A1E},2015-12-30T22:12:40.000Z
1889,10287012,CHEROKEE COUNTY STATION 19,770,529-9895,6001 PRIEST RD, ,ACWORTH,GA,30102,2108,CHEROKEE,13057, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.628466,34.094671, , , , , ,6906,0, , ,{1AFA28A4-1D66-4154-A45A-C05EE786B168},2015-12-30T22:12:40.000Z
1890,10288448,FOREST PARK DEPARTMENT OF FIRE SERVICES STATION 02,404,608-2372,785 LINDA WAY, ,FOREST PARK,GA,30297,2758,CLAYTON,13063, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.364627,33.61243, , , , , ,6846,0, , ,{A204BE4D-0536-47EC-A040-075D66358AE9},2015-12-30T22:12:40.000Z
1891,10287184,FULTON COUNTY FIRE DEPARTMENT STATION 23,404,505-5765,4121 CASCADE ROAD, ,ATLANTA,GA,30331,7243,FULTON,13121,NE SIDE OF CASCADE RD DIRECTLY ACROSS FROM MANOR HILLS LN SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,127174833,-84.523111,33.72969,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6732,0, ,Y,{5D946240-821D-43B5-8A7D-C9C08CDB3BEF},2015-12-30T22:12:40.000Z
1892,10288475,SMYRNA FIRE DEPARTMENT STATION 3,770,434-6667,2825 PARK ROAD, ,SMYRNA,GA,30080,2655,COBB,13067,E SIDE OF PARK RD APPROX 0.04 MILES N OF SPRING RD SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22653862,-84.483981,33.885024,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6873,0, ,Y,{C2EB1F44-DAE8-40F6-8826-1FA5108B811B},2015-12-30T22:12:40.000Z
1893,10288365,ATLANTA FIRE AND RESCUE STATION 32 - AIRPORT DIVISION,404,761-6049,8500 NORTH TERMINAL PARKWAY,HARTSFIELD INTERNATIONAL AIRPORT,ATLANTA,GA,30320,0,CLAYTON,13063,"LOCATED E SIDE OF N TERMINAL PKY, .11 MILE SE OF CAMP CREEL PKY.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,127191379,-84.442765,33.642108,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6745,0, ,Y,{1A51222F-854A-442D-B5A5-BE892E2D5F2F},2015-12-30T22:12:40.000Z
1894,10288478,COBB COUNTY FIRE DEPARTMENT STATION 7,770,528-8000,810 HURT ROAD, ,AUSTELL,GA,30106,1446,COBB,13067,NW CORNER OF HURT RD AND HICKS RD SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22687025,-84.577472,33.865153,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6878,0, ,Y,{B675130E-F9AB-4714-9BE1-E42FEDD4F54F},2015-12-30T22:12:40.000Z
1895,10288357,FULTON COUNTY FIRE DEPARTMENT STATION 11,404,699-8953,4760 FULTON INDUSTRIAL BOULEVARD, ,ATLANTA,GA,30336,2022,FULTON,13121,NE SIDE OF ROBINSON DR SW APPROX 0.05 MILES SW OF FULTON INDUSTRIAL BLVD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22697854,-84.541946,33.758042,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6737,0, ,Y,{03D9A032-939D-44F2-963F-6442FD30B2A7},2015-12-30T22:12:40.000Z
1896,10288352,FULTON COUNTY FIRE DEPARTMENT STATION 1,404,762-4018,5165 WELCOME ALL ROAD, ,COLLEGE PARK,GA,30349,2551,FULTON,13121,W SIDE OF WELCOME ALL RD APPROX 0.31 MILES N OF ROOSEVELT HWY, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,124579842,-84.525532,33.614914,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6729,0, ,Y,{3FB0E28B-8DFF-4674-B5F6-F95A98DE0B4A},2015-12-30T22:12:40.000Z
1897,10290442,SANDY SPRINGS FIRE RESCUE DEPARTMENT STATION 1,770,730-5600,1425 SPALDING DRIVE, ,SANDY SPRINGS,GA,30350,4209,FULTON,13121,SW CORNER OF SPALDING DR AND ROBERTS DR, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22772654,-84.339963,33.970807,NAVTEQ,2006Q4,ONENTITY,NO,TGS, ,0, ,Y,{F3868985-D934-4CB2-B2D9-EB8507F30687},2015-12-30T22:12:40.000Z
1898,10288347,FULTON COUNTY FIRE DEPARTMENT STATION 03,770,969-7927,4035 STONEWALL TELL RD, ,COLLEGE PARK,GA,30349,1406,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.590928,33.645829, , , , , ,6724,0, , ,{A68F0558-1068-451B-B21A-546128292332},2015-12-30T22:12:40.000Z
1899,10288329,ALPHARETTA FIRE DEPT STATION 3,678,297-6283,9600 WESTSIDE PARKWAY, ,ALPHARETTA,GA,30004,4770,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.303899,34.050301, , , , , ,6706,0, , ,{824F2D7B-C3E2-45B9-9EB0-8B4F2449CB60},2015-12-30T22:12:40.000Z
1900,10288391,ROSWELL FIRE AND RESCUE DEPARTMENT HQ,770,641-3730,1810 HEMBREE ROAD, ,ALPHARETTA,GA,30009,4537,FULTON,13121, , , , ,, ,,PROVIDED,922160,FIRE AND RESCUE SERVICE, ,-84.305629,34.061037, , , , , ,6772,0, ,Y,{D24D43F3-C39C-40CB-9079-D14D0298D823},2015-12-30T22:12:40.000Z
1901,10288483,COBB COUNTY FIRE DEPARTMENT STATION 10,770,528-8000,2049 POWDER SPRINGS ROAD SOUTHWEST, ,MARIETTA,GA,30064,4325,COBB,13067,SE SIDE OF POWDER SPRINGS RD APPROX 0.16 MILES NE OF TIFFANY DR SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,133513268,-84.613352,33.888994,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6883,0, ,Y,{E9F42B68-CACD-4B68-B03A-6C919C4F2B4F},2015-12-30T22:12:40.000Z
1902,10288297,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 8,678,518-4800,2295 BRANNAN BOULEVARD, ,GRAYSON,GA,30017,1375,GWINNETT,13135,"LOCATED SW SIDE OF BRANNON BLVD SE, BETWEEN HERRING RD SE AND GRAYSON INDUSTRIAL PKY SE.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22804022,-83.949176,33.892266,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS,6672,0, ,Y,{E3FAAF4A-F5F6-4D53-A318-B37B6CEB26EA},2015-12-30T22:12:40.000Z
1903,10288492,SUTALLEE VOLUNTEER FIRE DEPARTMENT,770,479-1526,2833 KNOX BRIDGE HWY, ,CANTON,GA,30114,7805,CHEROKEE,13057, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.611046,34.219278, , , , , ,6893,0, , ,{58F08522-9CAB-423F-BA38-983ECF757F0A},2015-12-30T22:12:40.000Z
1904,0,SMYRNA FIRE STATION,0, ,750 COOPER LAKE ROAD, ,SMYRNA,GA,30082,0,COBB,13067, , , , ,, ,, ,0, , ,-84.5336,33.842464, , , , , , ,0, , ,{10ED82EB-E18B-418C-90E4-A966F2216F92},2015-12-30T22:12:40.000Z
1905,10290444,SANDY SPRINGS FIRE RESCUE DEPARTMENT STATION 3,770,730-5600,6025 HEARDS ROAD, ,SANDY SPRINGS,GA,30328,4714,FULTON,13121,NE SIDE OF HEARDS RD NW BETWEEN WESLEY OAK RD NW AND HEARD FERRY RD NW, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22652829,-84.416323,33.918601,NAVTEQ,2006Q4,ONENTITY,NO,TGS, ,0, ,Y,{D860F484-E1E3-495F-B3BF-0FBD8615EC06},2015-12-30T22:12:40.000Z
1906,10288490,SALACOA VOLUNTEER FIRE DEPARTMENT,770,796-3376,5840 SALACOA RD, ,WALESKA,GA,30183,2141,CHEROKEE,13057, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.626822,34.394618, , , , , ,6891,0, , ,{23D79927-4949-4ADF-B0A9-952F34F04B30},2015-12-30T22:12:40.000Z
1907,10287264,COBB COUNTY FIRE DEPARTMENT STATION 9,770,528-8000,7300 FACTORY SHOALS ROAD, ,AUSTELL,GA,30168,6711,COBB,13067,SW SIDE OF HILLCREST DR SW BETWEEN S GORDON RD SW AND SHENANDOAH TRL SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,111673633,-84.578156,33.775714,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6876,0, ,Y,{8FFB6BAE-05AD-4D13-A7C7-1B43F942C208},2015-12-30T22:12:40.000Z
1908,10288358,ATLANTA FIRE RESCUE STATION 9,404,505-3113,3501 MARTIN LUTHER KING JUNIOR DRIVE SOUTHWEST, ,ATLANTA,GA,30331,4006,FULTON,13121,NE SIDE OF MARTIN LUTHER KING JR DR SW BETWEEN DELMAR LN NW AND NATHAN RD SW, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22697950,-84.502203,33.757644,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6738,0, ,Y,{820A1C91-7620-4FE3-8FD5-6946379BA571},2015-12-30T22:12:40.000Z
1909,10288307,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 5,678,518-4800,3001 OLD NORCROSS ROAD, ,DULUTH,GA,30096,0,GWINNETT,13135,"LOCATED N SIDE OF OLD NORCROSS RD NW, APPROX .13 MILE NW OF BRECKINRIDGE PKY NW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,127187133,-84.106139,33.956183,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS,6682,0, ,Y,{A40DB198-53B4-4AD5-A832-C45C34D6DCCA},2015-12-30T22:12:40.000Z
1910,10287227,CHEROKEE COUNTY FIRE DEPARTMENT LITTLE RIVER STATIO,770,926-3599,1530 BARNES RD, ,WOODSTOCK,GA,30188,2902,CHEROKEE,13057, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.467067,34.107222, , , , , ,6903,0, , ,{831F02F0-5755-48E6-9D16-4307CD6335D7},2015-12-30T22:12:40.000Z
1911,0,DOUGLAS COUNTY FIRE DEPARTMENT STATION 8,0, ,2701 TYSON RD, ,VILLA RICA,GA,30180,0,DOUGLAS,13097, , , , ,, ,, ,0, , ,-84.879613,33.730564, , , , , , ,0, , ,{46C5B19C-7889-4F25-94CE-E28FD87E7EA5},2015-12-30T22:12:40.000Z
1913,10288305,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 2,678,518-4800,12 HARMONY GROVE ROAD, ,LILBURN,GA,30047,6157,GWINNETT,13135,LOCATED AT NE CORNER OF ROCK GARDEN CT NW AND HARMONY GROVE RD NW., , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22707828,-84.164195,33.879999,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6680,0, ,Y,{6858D74C-B71B-46C0-A58F-F3B54F5FC00D},2015-12-30T22:12:40.000Z
1914,10288308,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 1,678,518-4800,57 COLLEGE STREET, ,NORCROSS,GA,30071,2541,GWINNETT,13135,"LOCATED ON SE SIDE OF COLLEGE ST NW, .03 MILE SW OF JONES ST NW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22703519,-84.212074,33.94126,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6683,0, ,Y,{F2FFD1B4-9D8F-43BE-BC85-0F695DDCD899},2015-12-30T22:12:40.000Z
1915,10288429,DEKALB COUNTY FIRE DEPARTMENT STATION 05,404,244-4910,4013 LAWRENCEVILLE HWY, ,TUCKER,GA,30084,4620,DEKALB,13089, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.217634,33.849867, , , , , ,6821,0, , ,{A784A6EE-3E4F-48FD-8E02-BE1BB779B6D1},2015-12-30T22:12:40.000Z
1916,10288322,ALPHARETTA FIRE DEPARTMENT STATION 2,678,297-6282,3070 MARKET PLACE, ,ALPHARETTA,GA,30005,3800,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.237129,34.090651, , , , , ,6699,0, , ,{04838E7B-D39E-4FCE-8182-61CBE2C827AC},2015-12-30T22:12:40.000Z
1917,10288392,HAPEVILLE FIRE DEPARTMENT,404,669-2141,3468 N FULTON AVE, ,HAPEVILLE,GA,30354,1466,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.408333,33.659343, , , , , ,6773,0, , ,{1A258D6C-DB7D-4051-8AD6-97372E3065A1},2015-12-30T22:12:40.000Z
1918,10288462,COBB COUNTY FIRE DEPARTMENT STATION 18,770,528-8000,1660 MARS HILL ROAD, ,ACWORTH,GA,30101,4513,COBB,13067,SE SIDE OF MARS HILL RD APPROX 0.19 MILES SW OF STILESBORO RD NW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22816670,-84.706157,33.995796,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6860,0, ,Y,{A9046417-493E-43DF-9776-95FCB83AA9E0},2015-12-30T22:12:40.000Z
1919,10288476,COBB COUNTY FIRE DEPARTMENT STATION 5,770,528-8000,4336 PACES FERRY ROAD, ,ATLANTA,GA,30339,3706,COBB,13067,SW SIDE OF PACES FERRY RD APPROX 0.12 MILES NW OF COCHISE DR SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,133512028,-84.46588,33.865781,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6874,0, ,Y,{55B17558-CC2C-496F-883C-A8139E2D72DB},2015-12-30T22:12:40.000Z
1920,0,FIRE STATION #36,0, ,1335 KIMBERLY ROAD SW, ,ATLANTA,GA,30331,0,FULTON,13121, , , , ,, ,, ,0, , ,-84.520188,33.720809, , , , , , ,0, , ,{6876D3EE-1563-44B3-AB1C-FED4DB5FAA5C},2015-12-30T22:12:40.000Z
1921,0,COBB COUNTY FIRE DEPARTMENT STATION 30,0, , 931 WINDY HILL ROAD, ,MARIETTA,GA,30008,0,COBB,13067, , , , ,, ,, ,0, , ,-84.580873,33.895555, , , , , , ,0, , ,{9CB9390A-EAF3-4658-8DBB-C9D7BAF13A86},2015-12-30T22:12:40.000Z
1922,0,COBB COUNTY FIRE DEPARTMENT STATION 28,0, ,3858 KEMP RIDGE ROAD, ,ACWORTH,GA,30101,0,COBB,13067, , , , ,, ,, ,0, , ,-84.696984,34.049714, , , , , , ,0, , ,{9E817B85-1111-4677-8707-5B202F6F8349},2015-12-30T22:12:40.000Z
1923,10287765,FAYETTE COUNTY FIRE AND EMERGENCY SERVICES STATION 2,770,460-5730,1330 STATE HIGHWAY 92 NORTH, ,FAYETTEVILLE,GA,30214,0,FAYETTE,13113,FROM THE INTERSECTION OF STATE HWY 92 N AND FIREHOUSE RD TAKE FIREHOUSE RD TO THE WEST 0.09 MILE AT THE VERY W END OF FIREHOUSE RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,104505715,-84.498955,33.515998,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6789,0, ,Y,{BDE9304A-4769-44AA-A2F5-06BE03E305F8},2015-12-30T22:12:40.000Z
1924,10288299,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 6,678,518-4800,3890 JOHNSON DRIVE, ,SNELLVILLE,GA,30039,8446,GWINNETT,13135,"LOCATED NE SIDE OF JOHNSON DR SW, .03 MILE NW OF GA-124", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22824500,-84.044861,33.7897,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6674,0, ,Y,{C3A949A7-3603-46CE-9CA9-73C59E640F29},2015-12-30T22:12:40.000Z
1925,10288488,MICA FIRE DEPARTMENT,770,893-3200,5804 YELLOW CREEK RD, ,BALL GROUND,GA,30107,3432,CHEROKEE,13057, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.277993,34.364948, , , , , ,6889,0, , ,{73BBB992-2571-463F-9C39-461E5F3DC994},2015-12-30T22:12:40.000Z
1926,10288279,ROCKDALE COUNTY FIRE DEPARTMENT STATION 8,770,929-1150,1164 SCOTT STREET SOUTHEAST, ,CONYERS,GA,30012,5436,ROCKDALE,13247,"LOC ON THE EAST SIDE OF SCOTT STREET SOUTHEAST, .01 MI SOUTHEAST OF OAKLAND LANE SOUTHEAST.", , , ,,FAX,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",17019022,-84.017115,33.659142,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6651,0, ,N,{14509EAD-8CA9-4864-A2EB-E0430F7330D1},2015-12-30T22:12:40.000Z
1927,0,FIRE STATION #15,0, ,8320 GULLATT ROAD, ,FAIRBURN,GA,30213,0,FULTON,13121, , , , ,, ,, ,0, , ,-84.617645,33.531965, , , , , , ,0, , ,{8075B4A3-785E-493E-9B22-736C848B8665},2015-12-30T22:12:40.000Z
