OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,AsianPacif,Black,Hispanic,Other_Race,AgeOvr65,Poverty,AsianCat,BlackCat,HispanCat,OthCat,RaceCat,AgeCat,PovCat,ETA,Population,GlobalID,last_edited_date
454,13,089,021605,13089021605,216.05,Census Tract 216.05,7.5,21.6,17.8,2.8,8.5,17.3,2,3,3,3,2,3,3,4,5639,{9EE24E5C-EAEC-4782-943F-55CDCB9FAEB7},
455,13,089,021813,13089021813,218.13,Census Tract 218.13,3.1,42.4,44.8,2.5,0.3,41.7,3,3,1,3,1,3,1,1,2631,{3FCAC8B8-E3AA-4BB2-B38C-1B24E30119E8},
456,13,089,021913,13089021913,219.13,Census Tract 219.13,0.5,83.5,7.6,2.8,4.7,23.6,3,1,3,3,1,3,2,3,4388,{FFFA6B50-D39C-4BCD-8298-9CFC734CF186},
457,13,089,022009,13089022009,220.09,Census Tract 220.09,5.1,84.6,3.9,2.8,2.5,39.1,3,1,3,3,1,3,1,1,5595,{728AE3CA-D45C-468D-9E82-DF9CFB858972},
458,13,089,022600,13089022600,226,Census Tract 226,4.2,9.2,3.7,3,16.1,10.4,3,3,3,3,3,1,3,4,5795,{8AB7E1CB-F76F-44D6-92F1-40A967804BE8},
459,13,089,022800,13089022800,228,Census Tract 228,3.2,19.1,3.8,2.6,6.9,15.8,3,3,3,3,3,3,3,4,3648,{B11D4640-025C-448A-9764-4BCAD2EE6371},
460,13,089,022007,13089022007,220.07,Census Tract 220.07,18.6,59.7,4,5,3.1,32.6,1,2,3,1,1,3,2,3,3783,{9323A4BE-0AE4-4A18-9587-2EC1E0034FE7},
461,13,089,022302,13089022302,223.02,Census Tract 223.02,11.2,13.7,5,3,11.2,15.3,2,3,3,3,2,2,3,4,4132,{982EDA74-4259-4AC7-9A65-FD29BB3BB0A6},
462,13,089,021502,13089021502,215.02,Census Tract 215.02,7.3,14.6,8.2,2.7,8.1,14.2,3,3,3,3,3,3,3,4,4232,{A3AAF0FF-0CA5-489E-8F89-95B52CC9B297},
463,13,089,021603,13089021603,216.03,Census Tract 216.03,9.8,17.1,9.4,2,13.5,12.1,2,3,3,3,2,2,3,4,5145,{13895094-6623-4C79-A3BB-DFDD12EF17CB},
464,13,089,022203,13089022203,222.03,Census Tract 222.03,23.2,26.9,2.8,3.5,13.4,18.6,1,3,3,2,1,2,3,4,2275,{CAB896BA-75C1-423D-A578-C4E2DE25FCFF},
465,13,089,023214,13089023214,232.14,Census Tract 232.14,0.2,94.3,2.6,2.1,3,12.6,3,1,3,3,1,3,3,4,5125,{9B3C6F0F-6D3A-4457-B233-7D3767CB4E3B},
466,13,089,023313,13089023313,233.13,Census Tract 233.13,0.6,93.5,1.8,2,5,19.9,3,1,3,3,1,3,3,4,4597,{3533010F-82A4-47E9-AF04-42F5011DE699},
467,13,089,022900,13089022900,229,Census Tract 229,2.5,30.9,3.7,3.3,9.6,10.5,3,3,3,2,2,3,3,4,3552,{C96045A0-0578-4C3B-9D5F-FAE10DA7EB88},
468,13,089,021906,13089021906,219.06,Census Tract 219.06,2.1,75.9,7.3,1.8,7.3,14,3,2,3,3,2,3,3,4,4977,{E92FC87E-1EC6-44E8-A0F5-46F72114D4C6},
469,13,089,023603,13089023603,236.03,Census Tract 236.03,0.1,93.6,0.7,1.1,13.2,23.2,3,1,3,3,1,2,2,3,3483,{D0CE9DB8-BED0-42DB-AFBF-111EBB5A5920},
470,13,089,023209,13089023209,232.09,Census Tract 232.09,0.8,88.9,2.5,1.8,6.3,13.7,3,1,3,3,1,3,3,4,4962,{B94ED7CE-73F1-45E8-B5B0-9BECA8E9BB06},
471,13,089,023316,13089023316,233.16,Census Tract 233.16,0.4,92.8,2.1,2.1,5.5,2.8,3,1,3,3,1,3,3,4,7896,{3E8F7BAC-03BC-4D3B-95BF-C8ED1611B88F},
472,13,089,021101,13089021101,211.01,Census Tract 211.01,4,11.1,5,1.4,13.9,5.6,3,3,3,3,3,2,3,4,3406,{781499E3-AAAE-434E-8072-4E585C27D3F0},
473,13,089,021414,13089021414,214.14,Census Tract 214.14,5.1,18.9,62.2,1.1,1.8,23.9,3,3,1,3,1,3,2,3,3980,{D16B0BF2-A94B-4E0B-A6DD-1E3C8731E807},
474,13,089,023000,13089023000,230,Census Tract 230,1.9,15.9,2.3,2.1,14.3,9.7,3,3,3,3,3,2,3,4,1958,{12105407-859F-4B95-9F2F-03ECCA6BA294},
475,13,089,023102,13089023102,231.02,Census Tract 231.02,1.2,56.2,3.7,2.4,10.4,21.8,3,2,3,3,2,3,2,3,3176,{988DAA61-C0AD-4486-954C-ED2F5712FCB9},
476,13,089,023416,13089023416,234.16,Census Tract 234.16,0.4,93.9,1.8,1.7,6.5,12.6,3,1,3,3,1,3,3,4,6850,{511C4591-F807-4476-BF4F-1E1723AAA9A9},
477,13,089,023210,13089023210,232.10,Census Tract 232.10,0.7,92.3,2.4,1.8,5.7,18.4,3,1,3,3,1,3,3,4,6558,{1EB56A41-3719-49C4-86BB-CC29622A9E67},
478,13,089,021202,13089021202,212.02,Census Tract 212.02,4.3,9.6,4.7,2,16.4,5.7,3,3,3,3,3,1,3,4,6745,{C7E6CED1-0C7F-46A4-A9EE-5A2A1231D5DF},
479,13,089,021215,13089021215,212.15,Census Tract 212.15,31.2,13.9,6.1,3.4,7.3,7.6,1,3,3,2,1,3,3,4,5371,{883288E8-9C66-4012-A2F3-C0D214702FA7},
480,13,089,021217,13089021217,212.17,Census Tract 212.17,7.1,16.3,6.2,3.1,13.8,10.2,3,3,3,3,3,2,3,4,2300,{4A3BF9B4-B2FF-4B78-8FC1-D080A97AA1F3},
481,13,089,021218,13089021218,212.18,Census Tract 212.18,11.1,32.6,9.6,2.3,8.8,8.5,2,3,3,3,2,3,3,4,5652,{D7DD04A9-782A-49DE-8406-7B23EC929B44},
482,13,089,023412,13089023412,234.12,Census Tract 234.12,0.6,93.9,1.4,1.4,12.4,17.3,3,1,3,3,1,2,3,4,6082,{F8C816FC-7992-4DE6-AD4E-AB5B2D3CE338},
483,13,089,023507,13089023507,235.07,Census Tract 235.07,0.4,92,1.4,1.4,9.8,21.2,3,1,3,3,1,3,3,4,4129,{E9F2FC15-4D54-4853-828D-9471A5EBE01D},
484,13,089,021204,13089021204,212.04,Census Tract 212.04,3.9,0.7,91.9,0.5,1.2,46.5,3,3,1,3,1,3,1,1,4561,{54401584-64A1-43F1-8E1D-E9A165B8FB79},
485,13,089,021208,13089021208,212.08,Census Tract 212.08,12.1,8.7,17.3,2.7,11.2,15.4,2,3,3,3,2,2,3,4,3200,{E7C54A30-1F84-4A93-AE83-AE5D542C81E4},
486,13,089,021409,13089021409,214.09,Census Tract 214.09,5.2,26.2,53.1,0.9,2.2,39,3,3,1,3,1,3,1,1,3368,{EDA8EEA3-4FE2-4405-AC3A-0E7290F9161C},
487,13,089,021814,13089021814,218.14,Census Tract 218.14,4.3,29.5,43.8,2.1,4.5,24.7,3,3,1,3,1,3,2,3,6009,{362BB441-EAD9-48F9-A15A-939C1C28E037},
488,13,089,023204,13089023204,232.04,Census Tract 232.04,2.8,80.7,3.3,2.3,9,21.3,3,2,3,3,2,3,3,4,6602,{60058B01-1CD2-46C8-9459-4317FB92C628},
489,13,089,021907,13089021907,219.07,Census Tract 219.07,2.2,72.8,3.3,2.1,13.1,14.9,3,2,3,3,2,2,3,4,8610,{EB833782-F328-46CF-8ED8-41020A78AFF5},
490,13,089,023206,13089023206,232.06,Census Tract 232.06,2.6,84.9,3.2,2.3,9.4,18.9,3,1,3,3,1,3,3,4,7211,{2A867E7F-3E10-41C0-9EDE-1852ED6CC8E6},
491,13,089,021405,13089021405,214.05,Census Tract 214.05,7.6,7,9.9,2.2,5.4,12.8,2,3,3,3,2,3,3,4,4232,{ADDD08F8-66AF-4AE2-88C4-B99F527689B8},
492,13,089,021209,13089021209,212.09,Census Tract 212.09,13.3,14.4,8.5,2,18.6,10,1,3,3,3,1,1,3,4,5249,{D2CA9D1B-E135-4951-B5E9-6F5C2CC822EA},
493,13,089,023111,13089023111,231.11,Census Tract 231.11,2.9,81.1,5,1.8,10.7,19,3,1,3,3,1,3,3,4,1590,{7150EA33-7F4B-4BD1-9E75-94729A4D0530},
494,13,089,022010,13089022010,220.10,Census Tract 220.10,31,39.6,3.6,3.2,7.4,53.2,1,3,3,2,1,3,1,1,2153,{0B17F1EA-C543-42BB-94A0-BA6A818093D0},
495,13,089,023113,13089023113,231.13,Census Tract 231.13,1.9,69.6,3.8,2.8,4,37,3,2,3,3,2,3,1,2,3187,{0CCA35B0-E95A-45E8-B3F4-A71882E9F11C},
496,13,089,023115,13089023115,231.15,Census Tract 231.15,0,85.6,4.8,0.3,0.7,0,3,1,3,3,1,3,3,4,3228,{36D4CF7F-AA7A-4D74-8DB4-416B5A195BD9},
497,13,089,023414,13089023414,234.14,Census Tract 234.14,0.2,94.5,1.5,1.2,11.3,22.4,3,1,3,3,1,2,2,3,6244,{E4ED226C-8F39-4653-A676-0B2A455ADDA6},
498,13,089,021301,13089021301,213.01,Census Tract 213.01,7.6,35.6,35.4,2.3,3.7,22.9,2,3,2,3,2,3,2,3,3932,{4EFFE6BC-4C72-4331-A607-C2556A0A4F55},
499,13,089,021303,13089021303,213.03,Census Tract 213.03,17.7,9.1,58.9,1.3,6.9,33.1,1,3,1,3,1,3,2,3,6418,{6BAE8587-88D6-498B-A3AE-C536672AB5E3},
500,13,089,021213,13089021213,212.13,Census Tract 212.13,2.2,1.1,2.4,0.9,16.2,2,3,3,3,3,3,1,3,4,3382,{D226A0C4-18A3-49C1-ACA9-C435E77E54F6},
501,13,089,023314,13089023314,233.14,Census Tract 233.14,0.6,91.5,2.5,1.4,6.8,10,3,1,3,3,1,3,3,4,5767,{94527B85-F9B2-4560-AD3E-27BD27D1BB45},
502,13,089,023315,13089023315,233.15,Census Tract 233.15,0.6,87,3.2,1.8,5.5,6.6,3,1,3,3,1,3,3,4,5302,{A1A43821-37E1-4558-98C6-212395057EB3},
503,13,089,023421,13089023421,234.21,Census Tract 234.21,0.3,94.5,2.2,2,4.6,27.6,3,1,3,3,1,3,2,3,7792,{C01ED7BF-3E2F-4EA7-98D5-5AC422581DD5},
504,13,089,023422,13089023422,234.22,Census Tract 234.22,0.1,95.5,1.7,1.4,4.2,13.2,3,1,3,3,1,3,3,4,5156,{24DBE369-2D5E-4A5B-A5F6-FE651E137E95},
505,13,255,160600,13255160600,1606,Census Tract 1606,0.5,4.1,2.8,1.5,14.7,17,3,3,3,3,3,2,3,4,4057,{B1E7CCDC-F691-4A42-A713-938BC10004AA},
506,13,255,160300,13255160300,1603,Census Tract 1603,0.1,74.5,1.8,1.6,11.3,43.4,3,2,3,3,2,2,1,2,3515,{74DDD16C-F69E-4729-B1A0-D3B07D14F4C0},
507,13,255,160400,13255160400,1604,Census Tract 1604,0.6,56.9,5.4,1.9,12.5,29.5,3,2,3,3,2,2,2,3,5692,{0706D9C1-A1C0-41FE-A8B6-3CA0ADF326AB},
508,13,255,160500,13255160500,1605,Census Tract 1605,3.1,39.3,3,2.4,13.1,16.6,3,3,3,3,3,2,3,4,6830,{7666A999-0917-4DFB-AE30-1783B878F12B},
509,13,255,160700,13255160700,1607,Census Tract 1607,1,46.3,6,2,8.6,17.6,3,3,3,3,3,3,3,4,7394,{E1C194C0-7A91-441B-BDD2-ADBC62A24AD7},
510,13,255,160800,13255160800,1608,Census Tract 1608,0.2,75.6,6.8,1.4,10.7,50,3,2,3,3,2,3,1,2,4214,{26C7D748-8B7C-4369-9236-3F511BE4D808},
511,13,255,160900,13255160900,1609,Census Tract 1609,0.2,34.5,3.1,2.5,11.5,23.2,3,3,3,3,3,2,2,3,2596,{BEBF5575-9350-4CAA-B9A8-C06E245A8E8C},
512,13,255,161100,13255161100,1611,Census Tract 1611,1.4,8.5,2.1,1,17.2,10.2,3,3,3,3,3,1,3,4,3828,{A1E104A6-F479-41EF-9998-4603FE17C441},
513,13,255,161200,13255161200,1612,Census Tract 1612,1.1,26.7,2.2,1.7,17.3,23,3,3,3,3,3,1,2,3,8456,{9A19FF6C-F37D-4A10-A2F5-C22B88C59BB8},
514,13,255,161000,13255161000,1610,Census Tract 1610,0.5,14.4,1.4,1.3,13.5,12.9,3,3,3,3,3,2,3,4,5549,{1BC6E67F-A50C-4049-B79D-E2EF65CC0F48},
515,13,255,160200,13255160200,1602,Census Tract 1602,0.4,15.1,3.7,1.5,16.9,18.2,3,3,3,3,3,1,3,4,5973,{3F2B753C-90B8-4322-BDEE-C0F42F903BE0},
516,13,255,160100,13255160100,1601,Census Tract 1601,0.7,7.3,6.4,1.6,11.5,14.1,3,3,3,3,3,2,3,4,5969,{09EAF5C9-AEE2-4DE3-8325-53FC93E85E13},
517,13,057,090300,13057090300,903,Census Tract 903,1,2.9,5.1,1.8,10.5,9.3,3,3,3,3,3,3,3,4,11555,{2D736500-506B-433A-986D-1BB1AE844C5F},
518,13,057,090100,13057090100,901,Census Tract 901,0.5,1.4,2.2,1.4,12.1,6.5,3,3,3,3,3,2,3,4,8340,{75F369DC-514D-40F3-ACEE-2F4C8B08002E},
519,13,057,090502,13057090502,905.02,Census Tract 905.02,1.4,3.3,3.8,1.4,10.9,9.6,3,3,3,3,3,3,3,4,12065,{19CB9BAB-CF91-44C4-A1E1-73A6FE9EBB3D},
520,13,057,090702,13057090702,907.02,Census Tract 907.02,0.9,4.4,7.8,2.2,8.8,13.1,3,3,3,3,3,3,3,4,7180,{16275464-AB75-4D48-88A3-3161031D3CEE},
521,13,057,090200,13057090200,902,Census Tract 902,0.4,1.3,3,1.5,14.9,7.7,3,3,3,3,3,2,3,4,7772,{03298240-6DDE-4DDB-BB6B-D6E459CDB636},
522,13,057,090602,13057090602,906.02,Census Tract 906.02,1,6.4,18.1,2,10.4,13.3,3,3,3,3,3,3,3,4,8376,{0C505669-C8CB-4AA1-AC7A-422A858DBD85},
523,13,057,090901,13057090901,909.01,Census Tract 909.01,1.3,3.2,8.7,2,7.9,10.2,3,3,3,3,3,3,3,4,7119,{9F9F1B74-9520-4B66-8E45-BDFB56B63924},
524,13,057,090601,13057090601,906.01,Census Tract 906.01,0.6,4.3,22.9,1.9,9.8,20.1,3,3,3,3,3,3,3,4,6841,{E9EA4BE1-59D8-43C5-8E57-B50206FDB647},
525,13,057,090400,13057090400,904,Census Tract 904,0.7,8,23,2.7,12.2,16.6,3,3,3,3,3,2,3,4,8928,{D3DA8D22-1ECA-4D20-9782-BBA7ADC7FD46},
526,13,057,091006,13057091006,910.06,Census Tract 910.06,1,3.5,5,1.8,7.2,4,3,3,3,3,3,3,3,4,5085,{D3D056CE-4B9B-464F-9226-5B63870625B1},
527,13,057,091005,13057091005,910.05,Census Tract 910.05,1.8,8.1,15.7,2.7,6.7,9.2,3,3,3,3,3,3,3,4,7284,{F11354DD-0FB1-48C8-8B1A-5278DDCE8C3D},
528,13,057,090701,13057090701,907.01,Census Tract 907.01,2.3,7.9,7.9,2,6.9,7.1,3,3,3,3,3,3,3,4,19523,{90E4BA0F-61B8-4E4C-82F9-F44B2F0AFBE4},
529,13,057,091103,13057091103,911.03,Census Tract 911.03,2.1,6.9,7.9,1.8,7.7,6.7,3,3,3,3,3,3,3,4,8019,{AA9F6F54-841E-4C53-B226-30674E716475},
530,13,057,091101,13057091101,911.01,Census Tract 911.01,1.1,3,4.2,2.3,8.6,5,3,3,3,3,3,3,3,4,5557,{73529B5E-7614-4215-81D0-A36FC4E64F56},
531,13,057,091102,13057091102,911.02,Census Tract 911.02,2.5,9.1,24.1,2.1,6.9,9,3,3,3,3,3,3,3,4,8383,{F18304AE-A33A-4870-A29A-A57E977D5E04},
532,13,057,091003,13057091003,910.03,Census Tract 910.03,1.8,12,17.3,3.1,6.9,12.5,3,3,3,3,3,3,3,4,7627,{0873F92E-3627-4E0B-88EA-97E6D28573CC},
533,13,057,091001,13057091001,910.01,Census Tract 910.01,1.2,11.5,11.2,3.4,12.2,9.3,3,3,3,2,2,2,3,4,3665,{C70C5078-CF38-4D2A-9AB2-F52AD0AFFAC5},
534,13,057,090902,13057090902,909.02,Census Tract 909.02,4.6,6.6,11.5,2.7,8.6,3.3,3,3,3,3,3,3,3,4,13319,{96DFC103-56E4-4D62-8E0F-86717EC4A18E},
535,13,057,090501,13057090501,905.01,Census Tract 905.01,0.3,1.9,3.6,1.1,10.8,7.5,3,3,3,3,3,3,3,4,5877,{5A68A1D4-7D86-43DC-A3DD-D129C9493664},
536,13,057,090802,13057090802,908.02,Census Tract 908.02,1.2,2.1,6.2,1.5,10.1,4.7,3,3,3,3,3,3,3,4,6642,{EC206722-7B66-4ABF-B0E7-FA9E1DF58E75},
537,13,057,091008,13057091008,910.08,Census Tract 910.08,3.1,7,4.9,2.3,6.5,1.7,3,3,3,3,3,3,3,4,8676,{6A431397-3BA8-4D5F-9DAE-B0BDFB5788D1},
538,13,057,090804,13057090804,908.04,Census Tract 908.04,1.5,4,6.1,1.9,8.7,3.8,3,3,3,3,3,3,3,4,8585,{5FCE34D7-AA8F-4841-AC22-887B0832F6E7},
539,13,057,090803,13057090803,908.03,Census Tract 908.03,1.3,3.2,5.2,1.7,8.2,4.9,3,3,3,3,3,3,3,4,9858,{09460ACE-659B-4074-B2AC-A41063A9334A},
540,13,057,091007,13057091007,910.07,Census Tract 910.07,1,3.5,4,1.5,9.1,2.9,3,3,3,3,3,3,3,4,6618,{DBC8F721-7800-4AB2-AB39-1EE5BF94A881},
541,13,057,090904,13057090904,909.04,Census Tract 909.04,3.3,9,13.1,2.1,8.8,15.8,3,3,3,3,3,3,3,4,7544,{7DCA1C28-1E33-40F7-B9CF-6E28FE9EAD76},
542,13,057,090905,13057090905,909.05,Census Tract 909.05,1.9,4.6,9.7,2,12.8,7.5,3,3,3,3,3,2,3,4,3908,{931569F4-534E-4802-8153-9537AA0B6585},
543,13,151,070501,13151070501,705.01,Census Tract 705.01,0.6,39.8,9.2,2.8,7.4,24.2,3,3,3,3,3,3,2,3,7056,{DFDA9D16-DD3A-4A66-B51A-D1A5BABE83FF},
544,13,151,070113,13151070113,701.13,Census Tract 701.13,1.9,21.4,18.7,3.1,9.8,19.4,3,3,3,3,3,3,3,4,4025,{4F6A8BF1-096F-4CD7-A7F1-2FC31C368050},
545,13,151,070307,13151070307,703.07,Census Tract 703.07,1.3,43.3,4,1.6,16.7,10.5,3,3,3,3,3,1,3,4,4367,{2C55CFF9-3C4F-4802-B98F-A6F112BA6D84},
546,13,151,070403,13151070403,704.03,Census Tract 704.03,0.7,16,4.1,2,8.1,4.9,3,3,3,3,3,3,3,4,10136,{6E039639-E180-430F-935F-DA880CB7C567},
547,13,151,070402,13151070402,704.02,Census Tract 704.02,0.8,9.5,3.2,1.7,7.3,6.3,3,3,3,3,3,3,3,4,11459,{3BA6E67D-B52F-4A2B-A90F-E6265D0CBAE8},
548,13,151,070203,13151070203,702.03,Census Tract 702.03,1.3,20.3,3,2,9.4,4.1,3,3,3,3,3,3,3,4,15012,{8D46629F-0811-4AFE-A87B-6F6DE3E55CA4},
549,13,151,070106,13151070106,701.06,Census Tract 701.06,1.9,32.2,7,3,9.5,10,3,3,3,3,3,3,3,4,5669,{B33D53E4-12AF-40AD-A0AD-8B79BBFB5FA2},
550,13,151,070304,13151070304,703.04,Census Tract 703.04,1.1,53.9,5,2.5,9.5,22.5,3,2,3,3,2,3,2,3,11025,{FDE73F10-5D4E-43D9-B26B-319F55F00E16},
551,13,151,070305,13151070305,703.05,Census Tract 703.05,5.8,31.3,5.3,2.5,8.6,7.1,3,3,3,3,3,3,3,4,7928,{A34708BF-CB43-4E52-978E-D0F788F2D0FF},
552,13,151,070202,13151070202,702.02,Census Tract 702.02,1.6,17.6,2.4,1.7,9.5,4,3,3,3,3,3,3,3,4,11032,{13B3FD95-044B-462E-9A39-EB6276FC63B5},
553,13,151,070104,13151070104,701.04,Census Tract 701.04,11,48.2,7.5,3.3,7.3,11.7,2,3,3,2,2,3,3,4,13049,{6C733C02-2D7A-49FE-9ED6-E7B319F5186C},
554,13,151,070306,13151070306,703.06,Census Tract 703.06,3.4,40.4,7.3,2.3,7.1,7,3,3,3,3,3,3,3,4,9124,{6001AED1-84ED-4225-A556-36E64543D724},
555,13,151,070108,13151070108,701.08,Census Tract 701.08,0.8,72.1,7.4,1.5,5.7,7.9,3,2,3,3,2,3,3,4,5393,{B29EF3B7-4EB0-4AD1-AB8C-E2C5AE162121},
556,13,151,070110,13151070110,701.10,Census Tract 701.10,2,31.8,3.6,1.7,11.1,11.5,3,3,3,3,3,2,3,4,7109,{38B50BCD-4ABA-44CB-839F-54F833055512},
557,13,151,070109,13151070109,701.09,Census Tract 701.09,1.6,42.7,3,1.6,11.3,5.8,3,3,3,3,3,2,3,4,3416,{B7AC0E28-09D3-4D28-9BE3-5E2D2098444B},
558,13,151,070107,13151070107,701.07,Census Tract 701.07,0.9,66,2.9,2.1,8.5,14.3,3,2,3,3,2,3,3,4,7009,{1DC065EF-6C04-4E3F-BE28-B8EB3E8296F9},
559,13,151,070111,13151070111,701.11,Census Tract 701.11,4.9,58.6,10.1,3,6.1,12.4,3,2,3,3,2,3,3,4,8083,{57A253DF-63F1-4BDF-BDB8-33F9E44173C3},
560,13,151,070114,13151070114,701.14,Census Tract 701.14,5.1,52.4,6.6,3.2,8.9,8.4,3,2,3,2,2,3,3,4,5043,{AEB589EE-6F0C-47BE-B378-53D31582F37A},
561,13,151,070309,13151070309,703.09,Census Tract 703.09,9.3,44.2,5.9,3.8,6.3,4.7,2,3,3,2,2,3,3,4,7318,{33F4AA57-F4AA-475B-8CDF-82675BC3672C},
562,13,151,070205,13151070205,702.05,Census Tract 702.05,4.4,29.4,4.8,2.8,9.3,18.7,3,3,3,3,3,3,3,4,9660,{AFA05170-22E8-4751-B15E-2F6981808161},
563,13,151,070310,13151070310,703.10,Census Tract 703.10,1.8,19.8,5.9,2.2,9.2,7.3,3,3,3,3,3,3,3,4,4382,{17256011-C82D-4CDA-9063-61C2FE10C3A9},
564,13,151,070204,13151070204,702.04,Census Tract 702.04,2.8,23.5,3.9,1.9,11,1.8,3,3,3,3,3,2,3,4,4355,{EA23707F-5180-4A29-AE5A-8061A97F84EF},
565,13,151,070404,13151070404,704.04,Census Tract 704.04,2.2,31.2,4.7,2.3,6.4,13.1,3,3,3,3,3,3,3,4,6898,{97C97CD3-1953-4BB6-B505-65B0FD80CA44},
566,13,151,070311,13151070311,703.11,Census Tract 703.11,1.7,55.5,11.1,3.4,4.5,11.3,3,2,3,2,2,3,3,4,10718,{248C9091-0C26-417A-8DB9-612CB1494F92},
567,13,151,070502,13151070502,705.02,Census Tract 705.02,1.8,33.2,5.5,2.3,8.2,12,3,3,3,3,3,3,3,4,14656,{FE8E649F-F107-4423-A2C5-A7EE1A0AB9DE},
568,13,117,130409,13117130409,1304.09,Census Tract 1304.09,0.9,1.7,24.8,0.6,13,26.4,3,3,3,3,3,2,2,3,2524,{F418E250-3353-4BDE-A623-FBC087E6C3FB},
569,13,117,130507,13117130507,1305.07,Census Tract 1305.07,1.6,1.3,7.8,1.2,16.2,7,3,3,3,3,3,1,3,4,2378,{46B23D21-7048-453E-B0BA-40CC1E9C0144},
570,13,117,130508,13117130508,1305.08,Census Tract 1305.08,2.7,1.6,3.5,1.4,10.5,1.7,3,3,3,3,3,3,3,4,4990,{9456A365-BE3A-46C7-A104-4A8F2AB437A3},
571,13,117,130602,13117130602,1306.02,Census Tract 1306.02,9.6,7.1,32.2,2.4,4.2,7.7,2,3,2,3,2,3,3,4,4449,{FC3078B3-AC05-4E3F-AC29-481560EA983B},
572,13,117,130605,13117130605,1306.05,Census Tract 1306.05,12.2,1.6,6.1,0.9,13.7,3.3,2,3,3,3,2,2,3,4,3797,{4F5EBABD-AC9E-4921-A1C3-F756EE315997},
573,13,117,130607,13117130607,1306.07,Census Tract 1306.07,18.1,2.4,4.2,2,9.1,1.2,1,3,3,3,1,3,3,4,4608,{5454F9FB-AEB8-410C-9A56-FC40E2C22602},
574,13,117,130609,13117130609,1306.09,Census Tract 1306.09,19.7,4.9,7.4,2.9,3.3,1,1,3,3,3,1,3,3,4,4341,{91F0B606-69D6-4C82-B9D3-226176F5FC3A},
575,13,117,130611,13117130611,1306.11,Census Tract 1306.11,4.6,1.1,4.6,1.4,6.5,0.7,3,3,3,3,3,3,3,4,3533,{6F3391C7-6838-49F1-9100-DAD3DC56BEB9},
576,13,117,130604,13117130604,1306.04,Census Tract 1306.04,16.2,4.4,5,2.1,4.7,2.6,1,3,3,3,1,3,3,4,4575,{35FCC551-028A-4744-9874-771B0502A1A4},
577,13,117,130606,13117130606,1306.06,Census Tract 1306.06,6.6,2,4.7,1.9,8.4,4,3,3,3,3,3,3,3,4,4020,{80A519E6-F42C-41F0-813A-23AFCFDE381A},
578,13,117,130610,13117130610,1306.10,Census Tract 1306.10,8.8,1.2,3.2,0.9,7.9,5.1,2,3,3,3,2,3,3,4,4230,{7D1A37FC-4366-4319-A285-3A8B481E6EF3},
579,13,117,130603,13117130603,1306.03,Census Tract 1306.03,15.7,6.3,5,2.1,4.1,2.1,1,3,3,3,1,3,3,4,3848,{995ED9E7-4BC7-4162-A6E1-A747C4CF07A9},
580,13,117,130205,13117130205,1302.05,Census Tract 1302.05,2.2,5.2,15.6,1.7,10.3,4.4,3,3,3,3,3,3,3,4,2151,{E6265015-39E3-4E36-8FB5-3CA63987FD88},
581,13,117,130105,13117130105,1301.05,Census Tract 1301.05,0.1,0.7,18.9,1.9,7.6,33.4,3,3,3,3,3,3,2,3,2258,{446DF629-A6E8-4BC3-8D78-69644E354F19},
582,13,117,130506,13117130506,1305.06,Census Tract 1305.06,1.5,1,7.1,0.8,8.5,8.2,3,3,3,3,3,3,3,4,3166,{AD393574-D84C-4840-B932-F0C7514A59D7},
583,13,117,130104,13117130104,1301.04,Census Tract 1301.04,0.9,0.8,4.7,1.1,11.8,3.2,3,3,3,3,3,2,3,4,3957,{9BB54567-D6E0-4DE9-9FA4-FE1809165FEC},
584,13,117,130101,13117130101,1301.01,Census Tract 1301.01,1.5,0.5,5.4,1.3,11.4,5.4,3,3,3,3,3,2,3,4,3489,{17F77021-954E-45E7-A8DB-DBD33246963B},
585,13,117,130403,13117130403,1304.03,Census Tract 1304.03,1.5,2.4,10.6,1.2,9.6,6.4,3,3,3,3,3,3,3,4,5666,{BAD59626-F11D-4404-AAF1-5EE39C8EF94E},
586,13,117,130509,13117130509,1305.09,Census Tract 1305.09,0.4,0.6,17.7,1.4,11.1,6.6,3,3,3,3,3,2,3,4,3251,{D57FDEB0-8023-44C5-A62C-491013742B0B},
587,13,117,130202,13117130202,1302.02,Census Tract 1302.02,1.2,1.1,4.3,1.6,8.5,0.9,3,3,3,3,3,3,3,4,4169,{A6CACA07-AD3D-456F-8271-2D02EDF8F512},
588,13,117,130204,13117130204,1302.04,Census Tract 1302.04,2.2,3,7,1.5,8.4,8.4,3,3,3,3,3,3,3,4,4535,{A0D8CAF4-74D5-4095-9D8D-4306C2781E57},
589,13,117,130203,13117130203,1302.03,Census Tract 1302.03,0.2,1.4,5,1.4,8.4,3.2,3,3,3,3,3,3,3,4,4726,{70131AC7-2478-42CC-BEB8-6FB00146B530},
590,13,117,130410,13117130410,1304.10,Census Tract 1304.10,3.4,7.1,20.9,2.2,12,19.5,3,3,3,3,3,2,3,4,4017,{CBE1D9B5-14BC-4C78-B7CE-230C71900BF5},
591,13,117,130406,13117130406,1304.06,Census Tract 1304.06,8.8,5.3,21,1.9,8.4,10.8,2,3,3,3,2,3,3,4,5206,{359EC9D3-EC3E-43B4-ACC4-41FD65FA50CD},
